ProductDescription,ProductCode,Final Predicted HS Code,Final Confidence Level,F1_2digit,F1_4digit,F1_6digit
"Flat-rolled products of stainless steel, of a width of 600 mm or more, hot-rolled, in coils, less than 3 mm thick",72191400,72192400,0.9241141080856324,1,1,0
Flax tow and waste (including yarn waste and garnetted stock),53013000,53013000,1.0,1,1,1
"Flaxseed (linseed), whether or not broken",12040000,12040000,1.0000001192092896,1,1,1
"Flexible plastic tubes, pipes and hoses, nesi",39173900,39173900,0.9567842483520508,1,1,1
"Flexible tubing of iron or steel, without fittings",83071060,83071060,0.982856512069702,1,1,1
Floor coverings of agglomerated cork,45041030,45041030,1.000000238418579,1,1,1
"Floral or flower waters, not containing alcohol",33030010,33030010,1.000000238418579,1,1,1
"Food coloring solutions, containing cochineal carmine lake and paprika oleo resins, but not including any synthetic organic coloring matter",32050005,32050005,0.8922891616821289,1,1,1
Footwear with outer soles of leather and uppers of leather straps across the instep and around the big toe,64032000,64032000,0.9144478440284728,1,1,1
"Footwear with outer soles of rubber or plastics, nesi, having uppers of which over 50% of the external surface area is leather",64041915,64039130,0.8653976917266846,1,0,0
"Footwear with uppers of leather, made on a base or platform of wood",64039920,64039920,0.8511859178543091,1,1,1
"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",64033000,64035910,0.9234004020690918,1,1,0
Forks of base metal plated with precious metal,82159130,82159130,0.9784532189369202,1,1,1
Forks with silver handles,71141120,71141120,0.8386297225952148,1,1,1
"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",2031210,2031210,1.000000238418579,1,1,1
Furniture designed to receive refrigerating or freezing equipment,84189100,84189100,1.0,1,1,1
Fused magnesia and dead-burned (sintered) magnesia,25199010,25199010,0.8358940482139587,1,1,1
"Gas compressors, nesi",84148020,84148020,0.9059322476387024,1,1,1
"Glassware used for toilet, office, indoor decoration or similar purposes nesi, valued over $5 each, cut or engraved",70139970,70139970,0.9484969973564148,1,1,1
"Gloves, mittens and mitts, knitted or crocheted, of cotton, with fourchettes",61169294,61169954,0.9229819774627686,1,1,0
"Gloves, mittens and mitts, knitted or crocheted, of wool or fine animal hair",61169100,61169100,1.0,1,1,1
"Gloves, mittens and mitts, nesi, knitted or crocheted, of synthetic fibers, containing 23 % or more of wool or fine animal hair, without fourchettes",61169364,61169100,0.9038755893707277,1,1,0
"Gloves, mittens and mitts, not ski, not knitted or crocheted, of cotton, not impregnated/coated with plastics/rubber, with fourchettes",62160041,61169288,0.889011561870575,0,0,0
"Gloves, nesi, of plastics",39262040,39262040,0.9577333331108092,1,1,1
"Glucose and glucose syrup, not containing fructose or in the dry state less than 20 percent by weight of fructose, nesi",17023040,17023040,0.972415566444397,1,1,1
"Golf clubs, complete",95063100,95063100,1.0,1,1,1
Golf shoes,64031910,64031910,0.7294273376464844,1,1,1
Goods described in additional U.S. note 4(a) to section XI.,99990054,99990062,0.7274043560028076,1,1,1
"Grapefruit juice, nesi, unfermented and not containing added spirit",20092040,20091100,0.7934221029281616,1,1,0
"Grapefruit, fresh or dried, if entered during the period November 1 through the following July 31, inclusive",8054080,8054080,0.9116945266723632,1,1,1
"Halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip",40023900,40023900,1.0,1,1,1
"Hammers and sledge hammers, with heads not over 1.5 kg each, and parts thereof, of base metal",82052030,82052030,0.9818386435508728,1,1,1
"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",62132010,62132010,1.0,1,1,1
"Handkerchiefs, not knitted or crocheted, of textile materials, nesi",62139020,62139020,0.9645044803619384,1,1,1
Handmade paper and paperboard,48021000,48021000,1.000000238418579,1,1,1
"Hat-racks, hat pegs, brackets and similar fixtures, and parts thereof, of base metal",83025000,83025000,0.98775053024292,1,1,1
Having an outer surface impregnated coated covered or laminated with rubber or plastics material which completely obscures the underlying fabric,62102070,59039018,0.6045113801956177,0,0,0
"Helicopters, of an unladen weight exceeding 2,000 kg",88021200,88021201,0.9161869287490844,1,1,1
"Herbicides, antisprouting products and plant-growth regulators, nesi, containing an inorganic substance, for retail sale",38083020,38089320,0.9522147178649902,1,1,0
"Hollow bars, seamless, of iron or nonalloy steel, nesi, of circular cross section, cold-drawn or cold-rolled",73043130,73043130,0.9149362444877625,1,1,1
Hollow profiles,74072115,76042100,0.6728403568267822,0,0,0
"Hop cones, fresh or dried, neither ground, powdered nor in the form of pellets",12101000,12101000,1.0,1,1,1
Hydraulic and pneumatic automatic regulating or controlling instruments and apparatus,90328100,90328100,1.000000238418579,1,1,1
"Hydraulic jacks and hoists, nesi",84254200,84254200,0.9352718591690063,1,1,1
Hydrogen chloride (Hydrochloric acid),28061000,28061000,1.0000001192092896,1,1,1
Hydroxycitronellal,29123020,29124955,1.0,1,1,0
"Imitation gemstones, of plastics",39269040,39269040,1.0,1,1,1
In airtight containers,4029103,98130045,0.7001127004623413,0,0,0
India ink drawing pens,96083100,32159010,0.7756575942039491,0,0,0
Inflatable rafts,89071000,89071000,0.8802232146263123,1,1,1
Inositols,29061310,29061310,1.0000001192092896,1,1,1
"Instrument panel clocks for vehicles, air/spacecraft or vessels, w/clock or watch movement < 50 mm wide, nonelectric",91040060,91040060,1.0,1,1,1
"Insulating fittings for electrical machines, appliances or equipment, of ceramics nesi",85471080,85471080,0.9457676410675048,1,1,1
"Interchangeable tools nesi, not suitable for cutting metal, not for hand tools, and parts thereof, of base metal",82079075,82079060,0.8744800686836243,1,1,1
Isophytol,29052220,29052220,1.0000001192092896,1,1,1
"Jojoba oil and its fractions, whether or not refined, not chemically modified",15156000,15159060,1.0,1,1,0
"Kitchen and butcher knives having fixed blades, with rubber or plastics handles",82119220,82119220,0.9776682257652284,1,1,1
Knives with silver handles,71141110,71141110,0.8333838582038879,1,1,1
"Lead bars, rods, profiles and wire",78030000,78060003,0.9727835655212402,1,0,0
Lead bullion,78019930,78019930,0.787078857421875,1,1,1
"Leaf springs and leaves therefor, of iron or steel, suitable for motor vehicle suspension, for motor vehicles of a G.V.W. <= 4 metric tons",73201030,73201060,0.9387975931167604,1,1,1
"Leaf springs and leaves therefor, of iron or steel, suitable for motor vehicle suspension, for motor vehicles of a G.V.W. > 4 metric tons",73201060,73201060,0.9451451301574708,1,1,1
"Lentils, uncooked or cooked by steaming or boiling in water, frozen",7102915,7102915,1.0000001192092896,1,1,1
"Letter clips, letter corners, indexing tags and similar office articles nesi, and parts thereof, of base metal",83059060,83059060,0.9738907217979432,1,1,1
Leucite; nepheline and nepheline syenite,25293000,25293000,1.0,1,1,1
"Lighters nesi, of precious metal (except silver), of precious or semiprecious stones, or of such metal and such stones",96138040,96138040,0.6739095449447632,1,1,1
"Linoleum, whether or not cut to shape",59041000,59041000,1.0000001192092896,1,1,1
"Loudspeakers nesi, not mounted in their enclosures",85182900,85182980,0.8926501870155334,1,1,1
Low fuming brazing rods of copper-zinc base alloys (brass),74072150,74072150,0.9786185622215272,1,1,1
"Lubricating preparations (incl. lubricant-based preparations), nesi",34039900,34039900,0.9377668499946594,1,1,1
Luminescent grade having a purity of 99.99 percent or more by weight,28302010,28309010,0.6585738062858582,1,1,0
"Mace, bombay or wild, ground",9082020,9082220,0.8969017267227173,1,1,0
"Machine tools operated by electro-discharge processes, for working metal",84563010,84563010,0.9999999403953552,1,1,1
"Machinery, apparatus and equipment of heading 8442, nesi",84423000,84423001,0.887468159198761,1,1,1
Machines and appliances for testing the mechanical properties of metals,90241000,90241000,1.0000001192092896,1,1,1
"Machines for making bags, sacks or envelopes of paper pulp, paper or paperboard",84412000,84412000,1.000000238418579,1,1,1
"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps and topographical plans, printed, not in book form",49059900,49052000,0.9581925272941588,1,1,0
Marble slabs,68029105,68029105,0.7546933889389038,1,1,1
"Master alloys of copper, not containing by weight 5% or more but not more than 15% of phosphorus",74050060,74050060,0.9738787412643432,1,1,1
"Meat and edible offal nesi, salted, in brine, dried or smoked; flour and meal, nesi",2109040,2109991,0.8153953552246094,1,1,0
"Mechano-therapy appliances and massage apparatus, and parts and accessories thereof",90191020,90191020,1.0000001192092896,1,1,1
"Medicaments containing insulin, in dosage form or packed for retail",30043100,30043100,1.0,1,1,1
"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesi",62019335,62014075,0.9491235017776488,1,1,0
"Men's or boys' ensembles, knitted or crocheted, of cotton",61032200,61032200,1.0,1,1,1
"Men's or boys' shirts, knitted or crocheted, of cotton",61051000,61051000,1.0000001192092896,1,1,1
"Men's or boys' suit-type jackets and blazers, not knitted or crocheted, of synthetic fibers, nesi",62033320,61033320,0.9673097133636476,0,0,0
"Men's or boys' suits of wool or fine animal hair, not knitted or crocheted, nesi",62031120,62031190,0.9812770485877992,1,1,1
"Men's or boys' suits, knitted or crocheted, of artificial fibers, nesi",61031915,61031050,0.9735954403877258,1,1,0
"Men's or boys' trousers and breeches, not knitted or crocheted, of synthetic fibers, nesi, water resistant",62034335,62034375,0.941763162612915,1,1,1
"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, certified hand-loomed and folklore products",62034915,62034935,1.0,1,1,1
"Men's or boys' trousers, breeches and shorts, not knitted or crocheted, of artificial fibers, nesi",62034920,61034315,0.9443460702896118,0,0,0
Mercury,28054000,28054000,1.0,1,1,1
Mica waste,25253000,25253000,0.9679160714149476,1,1,1
"Mine wagon pushers, locomotive or wagon traversers, wagon tippers and similar railway wagon handling equipment",84285000,87169010,0.7104232311248779,0,0,0
"Mineral or chemical fertilizers cont. two or three of the fertilizing elements nitrogen, phosphorus and potassium fertilizers, nesi",31059000,31059000,0.9720275402069092,1,1,1
"Mirrors and reflectors used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",90189010,90189010,1.0,1,1,1
Mixed linear alkybenzenes,38171010,38170010,0.742619514465332,1,1,0
"Mixtures of 1,3,6-naphthalenetrisulfonic acid and 1,3,7-naphthalenetrisulfonic acid",29041015,29041015,1.0,1,1,1
"Mixtures of 5- and 8-amino-2-naphthalenesulfonic acid, 2-naphthylamine-6-sulfonic acid, and o-naphthionic acid (1-amino 2-naphthalenesulfonic acid)",29214525,29214525,0.9597269892692566,1,1,1
Mixtures of dinocap and application adjuvants,38082005,38089205,1.0,1,1,0
"Mixtures of hydrocarbons nesi, containing by weight not over 50 percent of any single hydrocarbon compound, in liquid form",27100045,38249955,0.7392183542251587,0,0,0
"Mixtures of vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen",7109090,7109091,0.8696581125259399,1,1,1
Mono- or disodium phosphates,28352200,28352200,1.0,1,1,1
"Monumental or building stone and articles thereof, of stone, nesi, simply cut or sawn, with a flat or even surface",68022900,68022990,0.9500285983085632,1,1,1
"Motor vehicles for transporting persons, golf carts and similar vehicles",87031050,87031050,0.8596259355545044,1,1,1
Mules and hinnies imported for immediate slaughter,1012030,1019030,1.0,1,1,0
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 52 but n/o 80 nm, not put up for retail sale",52053400,52053400,1.0000001192092896,1,1,1
"Mushrooms, fresh or chilled",7095100,7095991,0.8737488985061646,1,1,0
"Mutes, collapsible musical instrument stands, and music holders for attachment to musical instruments of heading 9202",92099220,92099220,0.8158824443817139,1,1,1
N-Methyl-2-pyrrolidone; and 2-pyrrolidone,29337920,29337920,1.0,1,1,1
"Nails, tacks, corrugated nails, staples and similar articles of iron or steel, suitable for use in powder-actuated hand tools, not threaded",73170020,73170020,0.9614471793174744,1,1,1
"Nails, tacks, corrugated nails, staples and similar articles of iron or steel, suitable for use in powder-actuated hand tools, threaded",73170030,73170030,0.954616904258728,1,1,1
Naphthas (except motor fuel or motor fuel blending stock),27100025,27101225,0.7194724678993225,1,1,0
Nativity scenes and figures thereof,95051030,95051030,0.7383163571357727,1,1,1
Natural honey,4090000,4090000,0.9999998807907104,1,1,1
Natural sodium borates,25281000,25280000,0.6921730637550354,1,1,0
Nickel waste and scrap,75030000,75030000,0.966513991355896,1,1,1
Nitric acid; sulfonitric acids,28080000,28080000,1.0,1,1,1
"Nonadhesive plates, sheets, film, foil, strip, cellular, of polymers of vinyl chloride, with man-made textile fibers, n/o 70% plastics",39211215,39211215,1.0,1,1,1
"Nonadhesive plates, sheets, film, foil, strip, noncellular, not reinforced of vinyl chloride polymers, flexible, patent leather imitation",39204210,39206310,0.8498911857604979,1,1,0
Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,29331945,29331945,1.0,1,1,1
"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused imidazole ring, nesi",29332945,29332945,0.983005166053772,1,1,1
"Nonaromatic nitrile-function compounds, nesi",29269050,29269050,0.9539228677749634,1,1,1
Nonaromatic ureines and their derivatives; and salts thereof,29242150,29242150,1.0,1,1,1
"Nongraphic, nonbleached kraft paper and paperboard, nesi, coated on side(s), in rolls or sheets",48103940,48103965,0.8687089085578918,1,1,1
"Nonrectangular plates, sheets and strip of aluminum, not alloyed, of a thickness exceeding 0.2 mm, clad",76069160,76061230,0.8349503874778748,1,1,0
"Nonthreaded articles of iron or steel, nesi",73182900,73269086,0.7962042689323425,1,0,0
"Nonwired float glass and surface ground or polished glass, nesi, in sheets, 10 mm or more in thickness",70052925,70052925,0.9366596341133118,1,1,1
"Nopalitos, prepared or preserved by vinegar or acetic acid",20019033,20019033,0.9371532797813416,1,1,1
Not lined with textile fabrics,42029920,63023900,0.7028782367706299,0,0,0
Numerically controlled,84609040,84602400,0.5509985089302063,1,1,0
Of cotton or man-made fibers,58081040,52030005,0.7563950419425964,0,0,0
Of plastics,42022910,39241030,0.7608091831207275,0,0,0
Of vinyon,55039010,55039010,0.6700448989868164,1,1,1
"Oil well tubing of iron or nonalloy steel, open seamed or closed, nesi",73062060,73042950,0.73244309425354,1,0,0
Okra,7099014,7099914,0.6181787848472595,1,1,0
"One-handed secateurs, pruners and shears, (including poultry shears), and parts thereof, of base metal",82015000,82015000,0.9830212593078612,1,1,1
"Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient, nesi",30063050,30063050,0.9663337469100952,1,1,1
"Open railway or tramway freight cars, with nonremovable sides exceeding 60 cm in height, not self-propelled",86069200,86069200,0.9313946962356568,1,1,1
"Organic composite solvents and thinners containing 5 to 25 percent, by weight of one or more aromatic substances",38140010,38140010,1.0000001192092896,1,1,1
"P-Acetanisidide, p-acetoacetotoluidide, 4'-amino-n-methyl",29242901,29242901,0.8032288551330566,1,1,1
"P-Sulfobenzoic acid, potassium salt",29163105,29182922,0.7076354026794434,1,0,0
"Padlocks (key, combination, or electrically operated), of base metal, not of cylinder or pin tumbler construction, over 6.4 cm in width",83011050,83011090,0.8801966309547424,1,1,1
Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,32082000,32082000,1.0,1,1,1
"Palladium, unwrought or in powder form",71102100,71102100,1.0000001192092896,1,1,1
"Paper and paperboard labels, not printed, nesi",48219040,48219040,0.9413717985153198,1,1,1
Parsley seeds of a kind used for sowing,12099150,12099150,1.0000001192092896,1,1,1
"Parts and accessories of articles of heading 9301, except rifles and shotguns",93059030,93059940,0.9675958156585692,1,1,0
Parts and accessories of machines for extruding or drawing man-made textile filaments,84482010,84482010,1.0,1,1,1
"Parts and accessories of machines of heading 8445 or their auxiliary machinery, nesi",84483990,84483990,0.9653019905090332,1,1,1
"Parts and accessories of nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesi",90269060,90269060,0.9548497200012208,1,1,1
"Parts and accessories of the electronic calculating machines of subheading 8470.10, 8470.21 or 8470.29",84732100,84732100,1.0,1,1,1
"Parts for machinery of heading 8433, nesi",84339050,84339050,0.9578473567962646,1,1,1
"Parts of bearing housings and plain shaft bearings, nesi",84839030,84839030,0.9358876943588256,1,1,1
Parts of can-sealing machines,84229010,84229011,1.0000001192092896,1,1,1
"Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the like, of iron or steel",84819030,84819030,1.0,1,1,1
"Parts of machinery and plant, for making paper pulp, paper or paperbroad",84199020,84199020,0.973538100719452,1,1,1
"Parts of machinery for preparing or making up tobacco, nesi",84789000,84789000,0.9485917687416076,1,1,1
"Parts of machinery for preparing, tanning or working hides, skins or leather or making or repairing articles of same, nesi",84539050,84539050,0.9682501554489136,1,1,1
"Parts of mowers for lawns, parks or sports grounds",84339010,84339010,1.0,1,1,1
Parts of shotgun cartridges; air gun pellets,93062900,93062900,0.9851313829421996,1,1,1
Parts of slide fasteners,96072000,96072000,1.0000001192092896,1,1,1
"Parts of smoking pipes and cigar or cigarette holders and parts thereof, of metal",96149040,96140094,0.9162849187850952,1,1,0
Peach jam,20079935,20079935,1.0,1,1,1
"Pearl onions not over 16 mm in diameter, fresh or chilled",7031030,7031030,1.0,1,1,1
"Peat (including peat litter), whether or not agglomerated",27030000,27030000,1.0,1,1,1
"Pepper of the genus Piper, crushed or ground",9041200,9041200,1.0000001192092896,1,1,1
"Percussion musical instruments, nesi, except for drums, cymbals, chimes, peals or carillons (for example, xylophones, castanets, maracas)",92060080,92060080,0.9393594264984132,1,1,1
Pesticides made of halogenated derivatives of aromatic hydrocarbons,29036930,29039930,0.9804116487503052,1,1,0
Petroleum bitumen,27132000,27132000,1.0,1,1,1
"Petroleum coke, calcined",27131200,27131200,0.9382591247558594,1,1,1
Phonograph records for sound or similarly recorded phenomena,85241000,85238010,0.8503949642181396,1,0,0
Phosphorus pentachloride,28121010,28121400,1.0,1,1,0
Photographic cameras of a kind used for preparing printing plates or cylinders,90061000,90065920,0.9792554974555968,1,1,0
"Photographic discharge lamp (""electronic"") flashlight apparatus",90066100,90066100,0.9941648244857788,1,1,1
"Photographic filters, mounted, and parts and accessories therefor",90022040,90022040,0.9999999403953552,1,1,1
"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",37040000,37040000,1.0,1,1,1
"Photosensitive semiconductor devices, nesi",85414095,85414995,0.872974157333374,1,1,0
"Pictures, designs and photographs printed not over 20 years at time of importation, used in production of articles of heading 4901",49119115,49119115,1.0,1,1,1
"Pineapple juice, not concentrated or not in concentration greater than 3.5 degrees, unfermented and not containing added spirit",20094020,20094920,0.8316473960876465,1,1,0
"Pineapples, fresh or dried, reduced in size",8043060,8043060,1.0,1,1,1
"Pituitary (anterior) or similar hormones, and their derivatives",29371000,29379090,0.6692811250686646,1,1,0
"Plain weave cotton fabrics, under 85% cotton weight, mixed mainly with m-m fibers, n/o 200g/m2, of number 42 or lower, of colored yarns",52104140,52104160,0.9426908493041992,1,1,1
"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher, of yarn of different colors",52084180,52084180,1.0,1,1,1
"Plain weave fabrics of cotton, nesi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors",52094160,52094160,0.9551856517791748,1,1,1
"Plaits and similar products of plaiting materials, whether or not assembled into strips",46011000,46019905,0.9643998146057128,1,1,0
"Plates, sheets and strip of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)",74094000,74094000,0.9109088778495787,1,1,1
"Pocket lighters, gas fueled, refillable",96132000,96132000,0.9217529892921448,1,1,1
"Polyesters nesi, saturated, in primary forms",39079900,39079950,0.9250272512435912,1,1,1
"Polyisobutylene, elastomeric, in primary forms",39022010,39022010,1.0,1,1,1
"Porcelain or china household table and kitchenware in specified sets as listed in additional note 8(b), valued not over $56",69111035,69120039,0.8060401082038879,1,0,0
"Pork shoulders and cuts thereof, boned and cooked and packed in airtight containers",16024220,16024220,1.0,1,1,1
"Powder-actuated hand tools and parts thereof, of base metal",82055920,82055920,0.9836435317993164,1,1,1
Powders of tungsten,81011000,81011000,0.9529881477355956,1,1,1
"Pre-shave, shaving or after-shave preparations, not containing alcohol",33071010,33071010,1.0,1,1,1
Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; consisting wholly of inorganic substances,38130010,38130010,0.9965927600860596,1,1,1
"Printed 3- or 4-thread twill of cotton, including cross twill, under 85% cotton by weight, mixed mainly with man-made fibers, over 200g/m2",52115200,52115200,0.9603255987167358,1,1,1
"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",49011000,49011000,1.0,1,1,1
"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, more than 100 g/m2 but not more than 200 g/m2",52085210,52085210,0.9972937703132628,1,1,1
"Printed plain weave cotton fabrics, under 85% cotton by weight, mixed mainly with man-made fibers, n/o 200 g/m2, of number 69 or higher",52105180,52105180,0.9932788610458374,1,1,1
"Printed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2",52085920,52085920,0.9675126075744628,1,1,1
"Printed woven fabrics of cotton, nesi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43 to 68",52085960,52085960,0.9535171985626221,1,1,1
"Printed woven fabrics, under 85% by weight polyester staple fibers, nesi, mixed mainly or solely with cotton, over 170g/m2",55144300,55144300,0.8852355480194092,1,1,1
Products described in additional U.S. note 3 to section VI,29339079,99990051,0.6578693389892578,0,0,0
"Products nesi, of plaiting materials, bound together in parallel strands or woven, in sheet form, of bamboo, rattan, willow or wood",46019120,46019420,0.8870182037353516,1,1,0
Profile projectors,90313000,90314910,0.9999999403953552,1,1,0
"Profiles of aluminum, not alloyed",76041010,76041010,0.8963637351989746,1,1,1
"Projection lenses, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",90021140,90021140,1.0,1,1,1
Propan-1-ol (Propyl alcohol) and propan-2-ol (Isopropyl alcohol),29051200,29051200,1.0000001192092896,1,1,1
Prune wine,22060030,22060030,1.0,1,1,1
Pseudocumene,29029010,29029010,1.0000001192092896,1,1,1
"Punch/notch machines (incl. presses), incl. combined punch & shearing machines, numerically controlled for working metal or metal carbides",84624100,84624200,0.7286460399627686,1,1,0
Pyrometers,90251940,90251940,0.8669469356536865,1,1,1
Quilts eiderdowns comforters and similar articles,94049085,94044090,0.7780462503433228,1,1,0
"Radiobroadcast receiver combinations incorporating tape recorders, nesi",85273150,85279150,0.9506818652153016,1,1,0
Rail locomotives powered by electric accumulators (batteries),86012000,86012000,1.000000238418579,1,1,1
"Railway or tramway sleepers (cross-ties) of wood, not impregnated",44061000,44061200,0.956009805202484,1,1,0
"Rattan webbing for mats, matting and screens",46012020,46019301,1.0,1,1,0
"Raw lamb furskins of Astrakhan, Broadtail, Caracul, Persian, Indian, Chinese, Mongolian, Tibetan, whole",43013000,43013000,1.0000001192092896,1,1,1
"Razor clams, in airtight containers, prepared or preserved, nesi",16059006,16055610,0.9707542657852172,1,1,0
Razors of base metal,82121000,82121000,0.9634071588516236,1,1,1
"Reaction initiators, reaction accelerators and catalytic preparations, nesi, consisting wholly of bismuth, of tungsten or of vanadium",38159010,38159010,0.9460030198097228,1,1,1
"Religious articles for personal use of a purely devotional character, of base metal, whether or not plated with precious metal",71171930,71171930,0.903436243534088,1,1,1
Rider-type counterbalanced fork-lift trucks,84271040,84271040,0.6156252026557922,1,1,1
Road tractors for semi-trailers,87012000,87012400,0.8775622844696045,1,1,0
Road wheels,87087005,87149210,0.584674596786499,1,0,0
"Rods, sticks and profile shapes, at most surface-worked, of plastics, nesi",39169050,39169050,0.9554058313369752,1,1,1
Rolled or flaked grains of oats,11041200,11041200,1.0,1,1,1
Rolls for metal-rolling mills,84553000,84553000,1.0,1,1,1
"Rope, chain & like articles for manufacture of imitation jewelry, in continuous lengths of base metal, over 33 cents per meter",71171920,71132010,0.7787742614746094,1,0,0
"Roquefort cheese, in original loaves",4064020,4064040,0.8483458757400513,1,1,1
"Rosaries and chaplets for personal use of a purely devotional character, of imitation jewelry material, nesi",71179020,71179020,0.7987109422683716,1,1,1
Rye,10020000,10021000,0.8547317385673523,1,1,0
"Sacks and bags, having a base of a width of 40 cm or more, of paper, paperboard, cellulose wadding or webs of cellulose fibers",48193000,48193000,1.0,1,1,1
"Salicylazosulfapyridine (sulfasalazine), sulfaguanidine, sulfamerizine and sulfapyridine",29350042,29359042,0.9615252017974854,1,1,0
Sandals and similar footwear of plastics produced in one piece by molding,64029914,64029927,0.8627637624740601,1,1,1
"Sanitary towels and tampons, diapers and diaper liners for babies and similar sanitary articles, of wadding of textile materials, nesi",56011020,96190025,0.9617793560028076,0,0,0
Saps and extracts of licorice,13021200,13021200,1.0,1,1,1
Saps and extracts of pyrethrum or of the roots of plants containing rotenone,13021400,12119089,0.5835123062133789,0,0,0
"Scallops, including queen scallops, whether in shell or not, frozen, dried, salted or in brine",3072900,3072100,0.8755265474319458,1,1,0
"Screws, bolts and nuts of copper, threaded, having shanks, threads or holes less than 6 mm in diameter",74153290,73181580,0.8041136860847473,0,0,0
Sealed beam lamp units,85391000,85391000,1.0,1,1,1
Seed of wheat and meslin,10019010,10019100,0.8662117123603821,1,1,0
"Seeds of beans nesi, of a kind used for sowing",7133910,7133911,0.9348809719085692,1,1,1
Seeds of beans of a kind used for sowing,7133110,7133110,1.0,1,1,1
Seeds of peas of a kind used for sowing,7131010,7131010,1.000000238418579,1,1,1
Self-propelled graders and levelers,84292000,84292000,1.0,1,1,1
"Sets of two or more tools and implements of headings 8202 to 8205, of base metal, put up for retail sale",82060000,82060000,0.8627322316169739,1,1,1
"Sharpening (tool or cutter grinding) machines, numerically controlled, for metals, sintered metal carbides or cermets",84603100,84603900,0.9347984790802002,1,1,0
"Siliceous fossil meals and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less",25120000,25120000,1.0000001192092896,1,1,1
"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut: containing 85 percent or more by weight of silk or silk waste",50060010,50060010,0.9194966554641724,1,1,1
Silver ores and concentrates,26161000,26161000,1.0,1,1,1
Simplex decalcomania paper in rolls over 36 cm wide or in rectangular sheets over 36 cm on side(s),48099040,48099040,1.0,1,1,1
"Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 14 but n/o 43 nm, not put up for retail sale",52052200,52052200,1.0,1,1,1
"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, not over 14 nm, not put up for retail sale",52062100,52062100,1.0000001192092896,1,1,1
"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, over 43 but n/o 52 nm, not put up for retail sale",52062300,52062300,1.0,1,1,1
"Skates, excluding roller and ice, including parts and accessories for ice skates with footwear permanently attached",95067060,95067040,0.8368836641311646,1,1,1
"Smoking pipes and pipe bowls, except of wood, root or wholly clay",96142080,96140028,0.9837013483047484,1,1,0
Snowplows and snowblowers,84302000,84302000,1.0,1,1,1
"Soap; organic surface-active products used as soap, in bars, cakes, pieces; soap impregnated paper, wadding, felt, not for toilet use",34011900,34011900,0.9958580136299132,1,1,1
Sodium sulfites,28321000,28321000,1.0,1,1,1
Spherical roller bearings,84823000,84823000,1.0,1,1,1
"Spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled",7097000,7097000,1.0,1,1,1
"Spools, cops, bobbins and similar supports, of plastics",39234000,39234000,0.9999999403953552,1,1,1
"Spoons and ladles of base metal, with base metal (except stainless steel) or nonmetal handles",82159940,82159940,0.8733435869216919,1,1,1
"Sports and athletic footwear with outer soles of rubber or plastics and uppers of textile materials, valued over $12/pair",64041190,64021990,0.9140901565551758,1,0,0
"Sports footwear with outer soles and uppers of rubber or plastics, nesi, valued over $12/pair",64021990,64021990,0.9673577547073364,1,1,1
Spraying appliances designed for etching stripping or cleaning semiconductor wafers,84248930,84248910,0.679998517036438,1,1,1
Stators and rotors of goods of subheading 8414.30,84149030,84149030,1.0000001192092896,1,1,1
Sterols,29061350,29061350,1.0,1,1,1
