1996 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
Described in additional U.S note 8 to chapter 17 and entered pursuant to its provisions,19012035,"Mixes for bakers wares, o/25% bf, not retail, descr in add US note 1 to Ch. 19: not subj. to add. US nte 3 to Ch.19, not GN15",0.39541444182395935
"Figs, other than whole, fresh or dried (including fig paste)",8042080,"Figs, fresh or dried, other than whole (including fig paste)",0.7850494384765625
"Glass in balls (other than microspheres of heading 7018), unworked, over 6 mm in diameter",70021020,"Glass in balls (o/than microspheres of heading 7018), unworked, over 6 mm in diameter",0.8388665914535522
"Electrical electrophoresis instruments, not incorporating an optical or other measuring device",90279054,Parts and accessories of electrophoresis instruments not incorporating an optical or other measuring device,0.8461271524429321
"Women's or girls' ensembles, not knitted or crocheted, of cotton, other than judo, karate and other oriental martial arts uniforms",62042230,"Women's or girls' ensembles, not knitted or crocheted, of cotton, other than judo, karate and other oriental martial arts uniforms",0.7886441946029663
Hydrogen chloride (Hydrochloric acid),28061000,Hydrogen chloride (Hydrochloric acid),0.8899239301681519
Forks of base metal plated with precious metal,82159130,Base metal forks plated with precious metal,0.7377820014953613
Cyclohexane,29021100,Cyclohexane,0.7029067277908325
Articles of cadmium nesi,81126990,"Cadmium, articles, nesoi",0.750381588935852
Silver ores and concentrates,26169000,Precious metal (other than silver) ores and concentrates,0.7887504696846008
Ferrochromium containing by weight more than 3 percent but not more than 4 percent of carbon,72024950,Ferrochromium containing by weight 3 percent or less of carbon,0.7437608242034912
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Valued not over $40 each incorporating a digital clock or clock-timer,85279250,"Radiobroadcast receiver with clock or clock timer, n/for m.v., n/combined w/sound recording or reproducing app., valued > $40 ea",0.563727855682373
"Polyisobutylene, elastomeric, in primary forms",39022050,"Polyisobutylene, other than elastomeric, in primary forms",0.7967953681945801
"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures, nesi",38019000,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures, nesoi",0.7631747126579285
Saps and extracts of pyrethrum or of the roots of plants containing rotenone,12119089,"Plants, parts of plants (including seeds and fruits), used in perfumery, pharmacy, insecticidal, fungicidal or similar purposes, fresh or dried",0.5415014624595642
Acetates of polyhydric alcohols or of polyhydric alcohol ethers,29153947,Acetates of polyhydric alcohols or of polyhydric alcohol ethers,0.8583022356033325
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5878410935401917
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
1/ Provided for in subheading 1702.20.28.... 1/ 6.3¢/kg of total sugars + 1.9%,99041729,"Articles w/ov 65% dry weight sugars:  mixes and doughs, in 1901.20.25 & 1901.20.60, entered in value safeguard pd., $0.60-$0.699/kg",0.6232213377952576
"Articles of gold, including metal clad with gold, nesi",73269060,"Iron or steel, articles nesoi, coated or plated with precious metal",0.7084925174713135
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
1/ Valued less than 10¢/kg............. 1/ 36.6¢/kg,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.52471923828125
"Women's or girls' trousers, breeches & shorts, not knit or crocheted, of artificial fibers, cont. 36% or more of wool or fine animal hair",61046920,"Women's or girls' trousers, breeches and shorts, knitted or crocheted, of artificial fibers",0.8514429330825806
"Coated multi-ply paper and paperboard, nesi, in rolls or sheets",48022040,"Uncoated paper and paperboard of a kind used for photo-sensitive/heat-sensitve/eletro-sensitive paper/paperboard, in rolls or sheets nesoi",0.7864072918891907
1/ Valued not over $1.72/kg....... 1/ 84¢/kg (MX),99129543,MA apricots in subheading 2008.50.40>= 39.2 cents/kg<58.8 cents/kg,0.584473729133606
"Sports footwear with outer soles and uppers of rubber or plastics, nesi, valued over $12/pair",64021990,"Sports footwear w/outer soles and uppers of rubber or plastics, nesoi, valued over $12/pair",0.8720498085021973
"Wooden pickets, palings, posts and rails, which are sawn; assembled wooden fence sections",44219970,"Pickets, palings, posts and rails, sawn, of wood other than of bamboo; assembled fence sections of wood other than of bamboo",0.7784320712089539
Of cotton or man-made fibers,59032025,"Textile fabrics of man-made fibers, impregnated, coated, covered or laminated with polyurethane, n/o 70% by weight rubber or plastics",0.6908711791038513
"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of coconut or copra",23065000,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of coconut or copra",0.8463661670684814
"Silicon dioxide, other than synthetic silica gel",28112250,"Silicon dioxide, other than synthetic silica gel",0.8143492937088013
"Other woven fabrics of cotton, nesi, weighing more than 200 g/m2, unbleached",55129900,"Woven fabrics, containing 85% or more by weight of synthetic fibers nesoi, other than unbleached or bleached",0.7110247611999512
"Mace, bombay or wild, ground",9082240,"Mace, crushed or ground, other than Bombay or wild mace",0.6678130626678467
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Seeds of beans nesi, of a kind used for sowing",7133911,"Seeds of beans nesoi, of a kind used for sowing",0.7969275116920471
1/ Valued not over $1.27/kg....... 1/ 74.1¢/kg (MX),99129543,MA apricots in subheading 2008.50.40>= 39.2 cents/kg<58.8 cents/kg,0.6003135442733765
"Articles of yarn, strip, twine, cordage, rope or cables nesi, of man-made fibers",56090030,"Articles of yarn, strip, twine, cordage, rope or cables nesoi, of man-made fibers",0.8253486752510071
"Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient, nesi",30063050,"Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient, nesoi",0.8739938735961914
"Cuttle fish and squid, live, fresh or chilled",3074200,"Squid or cuttle fish, live, fresh or chilled",0.808943510055542
"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length exceeding 200 m, for color photography",37024101,"Film in rolls, without sprocket holes, of a width exceeding 610 mm and of a length exceeding 200 m, for color photography",0.8364645838737488
"Clasps and frames with clasps, incorporating locks, of base metal",83089090,"Base metal clasps, frames with clasps not incorporating a lock, and like articles, and base metal parts thereof",0.8030495643615723
Numerically controlled,84862000,Machines and apparatus for the manufacture of semiconductor devices or electronic integrated circuits,0.5415524244308472
Rolls for metal-rolling mills,84553000,Rolls for metal-rolling mills,0.7849260568618774
1/ Valued 10¢/kg or more,99129582,"MA other fruit mixtures in subheading 2008.97.90,>=20 cents/kg<32 cents/kg",0.5965511202812195
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Combinations of thermometers, barometers and similar temperature and atmosphere measuring and recording instruments, nonelectrical",90258050,"Combinations of thermometers, barometers and similar temperature and atmosphere measuring and recording instruments, nonelectrical",0.8002278804779053
1/ Valued $1.40/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.6116796135902405
1/ Other.......................... 1/ 65.7% (MX),99990064,Imports of textile and apparel goods from Mexico described in additional US note 5(b) to section XI,0.5583404302597046
"Aromatic pesticides of organo-sulfur compounds, nesi",29309043,Other non-aromatic organo-sulfur compounds used as pesticides,0.8761047124862671
"Interchangeable tools nesi, not suitable for cutting metal, not for hand tools, and parts thereof, of base metal",82079060,"Interchangeable tools for handtools, nesoi, not suitable for cutting metal, nesoi and base metal parts thereof",0.8075155019760132
Not lined with textile fabrics,59032010,"Textile fabrics of cotton, impregnated, coated, covered or laminated with polyurethane",0.5994778275489807
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Tomatoes, fresh or chilled, if entered from March 1 to July 14, inclusive, or from September 1 to November 14, inclusive, in any year",7020020,"Tomatoes, fresh or chilled, entered during Mar.1 to July 14, or the period Sept.1 to Nov.14 in any year",0.8247467279434204
"Men's or boys' suits of wool or fine animal hair, not knitted or crocheted, nesi",62031930,"Men's or boys' suits, of artificial fibers, nesoi, not knitted or crocheted",0.8146324157714844
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Piassava, couch-grass and other vegetable materials nesi, of a kind used primarily in brooms or brushes",14049040,"Piassava, couch-grass and other vegetable materials nesoi, of a kind used primarily in brooms or brushes",0.8412837982177734
"Ash and residues (other than from the manufacture of iron or steel), containing mainly vanadium",26209910,"Ash and residues (other than from the manufacture of iron or steel), containing mainly vanadium",0.9089277386665344
"Desonide, epinephrine, epinephrine hydrochloride, nandrolone phenpropionate, and 1-thyroxine (levothyroxine), sodium",29372910,Desonide; and Nandrolone phenpropionate,0.6815664768218994
"Nonadhesive plates, sheets, film, foil and strip, noncellular, not combined with other materials, of cellulose derivatives, nesi",39207950,"Nonadhesive plates, sheets, film, foil and strip, noncellular, not combined with other materials, of cellulose derivatives, nesoi",0.7764499187469482
"Watch cases, not of precious metal, of metal clad with precious metal or of base metal",91119040,"Parts of watch cases, of precious metal or of metal clad with precious metal",0.8431955575942993
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Chlorosulfuric acid,28062000,Chlorosulfuric acid,0.8059678077697754
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Brake linings and pads, not mounted, with a basis of asbestos, or of other mineral substances or cellulose",68138100,Brake linings and pads not containing asbestos,0.6088794469833374
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Sheep or lamb skin leather, w/o wool on, not incl. chamois, patent, patent laminated or metallized leather, pretanned other than vegetable",41120030,"Sheep or lamb skin leather, without wool on, not fancy, prepared after tanning or crusting, other than of heading 4114",0.7528911828994751
"Sails for boats, sailboards or landcraft, of textile materials other than of synthetic fibers",63063000,Sails of textile materials,0.785216748714447
Machines and appliances for testing the mechanical properties of metals,90248000,Machines and appliances for testing the mechanical properties of materials other than metals,0.8324557542800903
"Transfers (decalcomanias), vitrifiable",49081000,"Transfers (decalcomanias), vitrifiable",0.7327466607093811
Aluminum powders of lamellar structure; aluminum flakes,76032000,"Aluminum, powders of lamellar structure; aluminum flakes",0.8552191257476807
Sweet biscuits (pastry); waffles and wafers,19053100,Sweet biscuits,0.727261483669281
"1/ Cheeses and substitutes for cheeses, valued",99040587,"Edam & Gouda cheeses, in 0406.10.48, 0406.20.48, 0406.20.75, 0406.30.48, 0406.30.75, etc, entered in value safeguard per., $1.65-$1.849/kg",0.6813348531723022
"Cotton damask tablecloths and napkins, not knitted or crocheted",63025110,"Damask tablecloths and napkins, not knitted or crocheted, of cotton",0.8522188663482666
"Birds' eggs, not in shell, other than dried, whether or not containing added sweeteners",4089900,"Birds' eggs, not in shell, other than dried, whether or not containing added sweeteners",0.841727614402771
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5878410935401917
Low fuming brazing rods of copper-zinc base alloys (brass),74072150,"Copper-zinc base alloys (brass), low fuming brazing rods",0.8283032178878784
Parts and accessories other than photoreceptors or assemblies containing photoreceptors of electrostatic copying machines of subeheading 9009.12,84733020,"Parts and accessories of the ADP machines of heading 8471, not incorporating a CRT, parts and accessories of printed circuit assemblies",0.6228282451629639
"Disinfectants, containing any aromatic or modified aromatic disinfectant",38089410,"Disinfectants, containing any aromatic or modified aromatic disinfectant",0.8729739785194397
"Furniture of cane, osier, bamboo or similar materials, nesi, other than seats",94034060,"Furniture (o/than seats) of wood (o/than bentwood) nesoi, of a kind used in the kitchen & design. for motor vehicle use",0.6968369483947754
"Uncoated, unbleached kraft wrapping paper in rolls or sheets, weighing 150 g/m2 or less",48043940,"Uncoated kraft wrapping paper, other than unbleached, in rolls or sheets, weighing 150 g/m2 or less",0.7973703145980835
"Percussion musical instruments, nesi, except for drums, cymbals, chimes, peals or carillons (for example, xylophones, castanets, maracas)",92060080,"Percussion musical instruments (o/than drums, cymbals, chimes, peals or carillons) nesoi (e.g., xylophones, castanets, maracas)",0.8832994699478149
Described in additional U.S note 18 to this chapter and entered pursuant to its provisions,99990056,Imports of textile and apparel goods from Canada described in additional US note 5(a) to section XI,0.6093060374259949
"Wall clocks nesi, not battery/AC powered,movement n/o 50 mm wide, over 1 jewel, constructed or designed to operate over 47 hrs w/o rewinding",91052920,"Wall clocks nesoi, not electrically operated, mvmt measuring n/o 50 mm, 0-1 jewel, constructed/designed to operate over 47 hrs w/o rewinding",0.7327767610549927
"Tapestry and upholstery fabrics of carded wool or fine animal hair, not mixed mainly or solely with man-made staple fibers or filaments, exceeding 300 g/m2",51112010,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made filaments, weight not over 140 g/m2",0.8304612636566162
Butylene oxide,29109010,Butylene oxide,0.8067412376403809
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Accounting machines,84709001,"Postage-franking, ticket-issuing and similar machines nesoi, incorporating a calculating device; accounting machines",0.5658969879150391
Thymol,29071940,Thymol,0.6668577194213867
"Tools for working in the hand, with self-contained nonelectric, nonpneumatic motor, suitable for metal working, nesi",84678910,"Other tools for working in the hand, hydraulic or with self-contained nonelectric motor, suitable for metal working, nesoi",0.7534236907958984
1/ If entered during the period,99130805,"Australia goods: Of 0804.40.00, entered 1/1 to 1/31 or 9/16 to 12/31, subject to the quota in US note 16 to this subchapter",0.5943714380264282
"Soap; organic surface-active products used as soap, in bars, cakes, pieces; soap impregnated paper, wadding, felt, not for toilet use",34011900,"Soap; organic surface-active products used as soap, in bars, cakes, pieces; soap-impregnated paper, wadding, felt, not for toilet use",0.8915414810180664
"Floral or flower waters, not containing alcohol",33030010,"Floral or flower waters, not containing alcohol",0.8159557580947876
"Fabrics specified in note 9 to section XI, of synthetic filament yarn, nesi",54073090,"Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, nesoi",0.8020043969154358
1/ Valued 50¢/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.629863977432251
"Crabmeat, prepared or preserved, other than in airtight containers",16051040,"Crabmeat, prepared or preserved, other than in airtight containers",0.867591381072998
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Paper and paperboard labels, printed by other than a lithographic process",48211040,"Paper and paperboard labels, printed by other than a lithographic process",0.8454403877258301
Carbonaceous pastes for electrodes and similar pastes for furnace linings,38013000,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0.8045749068260193
"Organic composite solvents and thinners containing 5 to 25 percent, by weight of one or more aromatic substances",38140010,"Organic composite solvents and thinners containing 5 to 25 percent, by weight of one or more aromatic substances",0.861284613609314
"1u(s*),3u(Z)-(o)-cyano(3-phenoxypheyl)methyl 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",29359013,(5-[2-Chloro-4-(Trifluoromeythyl)phenoxy]-N-(Methylsulfonyl)-2-Nitrobenzamide)(fomesafen); etc,0.5954704284667969
"Raw skins of sheep or lambs with wool on, fresh or preserved, not further prepared, other than those excluded by note 1(c) to chapter 41",41021030,"Raw skins of sheep or lamb (not excluded by note 1(c) to chapter 41), with wool on, pretanned other than vegetable but not further prepared",0.7687241435050964
"Buttons of plastics, other than of casein or acrylic or polyester resins, not covered with textile materials",96062160,"Buttons, of plastics (o/than casein, acrylic or polyester resins), not covered with textile materials",0.8137575387954712
"Essential oils of mints, other than peppermint",33012500,"Essential oils of mints, other than peppermint",0.8323521018028259
1/ Valued 55¢/kg or more,35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.6398879885673523
"Gauze, other than narrow fabrics of heading 5806, of other textile materials nesi",58030090,Gauze (other than narrow fabrics of heading 5806) of other textile materials nesoi,0.8006815910339355
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Airbags,87089520,"Pts. & access. of motor vehicles of 8701, nesoi, and 8702-8705, parts of safety airbags with inflater system",0.5652511715888977
"Smoking pipes and pipe bowls, except of wood, root or wholly clay",96140025,Smoking pipes (o/than roughly shaped blocks of wood or root for the manufacture of smoking pipes) and pipe bowls of wood or root,0.8259462714195251
"Synthetic organic tanning substances, nonaromatic",32021050,"Synthetic organic tanning substances, nonaromatic",0.8521407842636108
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Carpets & other textile floor coverings, not of pile construction, woven, not made up, of cotton",57025056,"Carpets & other textile floor coverings, not of pile construction, woven, not made up, of cotton",0.8338171243667603
Cassava (manioc) starch,11081400,Cassava (manioc) starch,0.8015368580818176
"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",7102220,"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",0.9052310585975647
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Nonrectangular plates, sheets and strip of aluminum, not alloyed, of a thickness exceeding 0.2 mm, clad",76069260,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, o/than rectangular (incl. sq), clad",0.7439663410186768
Spherical roller bearings,84823000,Spherical roller bearings,0.8356804847717285
"One-handed secateurs, pruners and shears, (including poultry shears), and parts thereof, of base metal",82015000,"One-handed secateurs, pruners and shears (including poultry shears), and base metal parts thereof",0.8888737559318542
1/ Other.......................... 1/ 67% (MX),98231001,USMCA goods: sugar containing products of Mexico or of USA,0.5650278329849243
"Lettuce, other than head lettuce, fresh or chilled, if entered Nov. 1 through May 30, inclusive, in any year",7051920,"Lettuce, other than head lettuce, fresh or chilled, if entered June 1 to October 31, inclusive, in any year",0.8173947930335999
"Scallops, including queen scallops, whether in shell or not, frozen, dried, salted or in brine",16055260,"Scallops, including queen scallops, prepared or preserved",0.8184406161308289
"1/ Track suit shirts, of cotton (provided for",62113290,"Men's or boys' track suits or other garments nesoi, not knitted or crocheted, of cotton, o/than rec perf outwear",0.6660172939300537
1/ Subject to the quantitative,99130455,Australia goods: Of subheading 0406.90.33 subject to the quantitative limits specified in U.S. note 14 to this subchapter,0.5462548136711121
Forks with silver handles,71141120,"Forks with  handles of silver, whether or not plated or clad with other precious metal",0.7232723832130432
"Gas compressors, nesi",84143080,Compressors of a kind used in refrigerating equipment (incl. air conditioning) exceeding 1/4 horsepower,0.6495828628540039
"Machine tools operated by electro-discharge processes, for working metal",84563050,"Machine tools operated by electro-discharge processes, other than for working metal",0.818277895450592
"Hooks, eyes, and eyelets of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods, or other made up articles",83081000,"Base metal hooks, eyes, and eyelets, of a kind used for clothing, footwear, awnings, handbags, travel goods, or other made up articles",0.8893649578094482
Self-propelled graders and levelers,84292000,Self-propelled graders and levelers,0.7558817267417908
Electronic calculators capable of operation without an external source of power,84701000,Electronic calculator operate w/o external electric power & pocket-size data recording/reproducing/displaying machine w/calculating function,0.722590982913971
Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),74082210,"Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver), wire, coated or plated with metal",0.8910082578659058
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5878410935401917
"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",49019900,"Printed books, brochures, leaflets and similar printed matter, other than in single sheets",0.8188963532447815
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Densified wood, in blocks, plates, strips or profile shapes",44130000,"Densified wood, in blocks, plates, strips or profile shapes",0.8227694034576416
1/ Valued 40¢/kg or more,99129582,"MA other fruit mixtures in subheading 2008.97.90,>=20 cents/kg<32 cents/kg",0.6264957785606384
Mules and hinnies imported for immediate slaughter,1019030,Mules and hinnies imported for immediate slaughter,0.8600943088531494
"Parts of articles provided for in subheadings 9608.10, 9608.31, and 9608.39 (other than balls for ball point pens)",96089940,"Parts, of pens, mechanical pencils, etc. provided for in 9608.10, 9608.31, and 9608.39 (o/than balls for ball point pens)",0.7494317293167114
Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions,4062022,"Blue-veined cheese (except Roquefort or Stilton), grated or powdered, subject to gen. note 15 of the HTS",0.6906100511550903
"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 percent vol., nesi",22071030,"Undenatured ethyl alcohol of 80 percent vol. alcohol or higher, for beverage purposes",0.7163766622543335
"Women's or girls' trousers, breeches and shorts, not knitted or crocheted, of synthetic fibers, nesi, water resistant",62046375,"Women's or girls' trousers, breeches and shorts, not knitted or crocheted, of synthetic fibers, nesoi, water resistant, o/than rec perf outwear",0.8004433512687683
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Woven fabrics of synthetic staple fibers, nesi, under 85% by weight of such fibers, mixed mainly with cotton, over 170g/m2, of colored yarns",55132900,"Woven fabrics of synthetic staple fibers nesoi, < 85% by wt of such fibers, mixed mainly/solely w/cotton, weighing n/o 170g/m2, dyed, nesoi",0.7842038869857788
Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; consisting wholly of inorganic substances,38130010,Preparations and charges for fire extinguishers; charged fire-extinguishing grenades; consisting wholly of inorganic substances,0.8014219999313354
Haymaking machinery other than mowers,84333000,Haymaking machinery other than mowers,0.8269251585006714
Nativity scenes and figures thereof,95051030,"Arts. for Christmas festivities, nativity scenes and figures thereof",0.7389293909072876
"Chandeliers and other electric ceiling or wall lighting fixtures, excluding those for public spaces, of base metal other than brass",94051160,"Chandeliers and other electric ceiling or wall lighting fixtures, of base metal (o/than brass), designed for use solely with LED sources",0.8356340527534485
"Aromatic esters of other inorganic acids (excluding hydrogen halides) their salts and their derivatives, nesi",29209020,"Aromatic esters of other inorganic acids (excluding hydrogen halides) their salts and their derivatives, nesoi",0.7378091812133789
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Hats and other headgear, plaited or assembled of strips of vegetable fibers, of unspun fibrous vegetable materials, and/or paper yarn, sewed",65050060,"Hats and headgear, of man-made fibers, knitted or crocheted or made up from knitted or crocheted fabrics, not in part of braid",0.826817512512207
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
Flat-rolled products of iron or nonalloy steel plated or coated with chromium oxides or with chromium and chromium oxides,72105000,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with chromium oxides or with chromium and chromium oxides",0.6716666221618652
India ink drawing pens,32159010,Drawing ink,0.5710322856903076
"Witloof chicory, fresh or chilled",7052100,"Witloof chicory, fresh or chilled",0.7583526372909546
Inositols,29061310,Inositols,0.7336741089820862
"6-Bromo-5-methyl-1h-imidazo-4,5-b pyridine, 2-sec-butyl-4-tert-butyl-6-(benzotriazol-2-yl)phenol, 2-tert-butyl",29339912,"6-Bromo-5-methyl-1H-imidazo-(4,5-b)pyridine; 2-sec-butyl-4-tert-butyl-6-(benzotriazol-2-yl)phenol; 2-methylindoline; and other specific",0.7706810235977173
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,32082000,Paints and varnishes (including enamels and lacquers) based on acrylic or vinyl polymers in a nonaqueous medium,0.8386990427970886
"Glassware used for toilet, office, indoor decoration or similar purposes nesi, valued over $5 each, cut or engraved",70139940,"Glassware for toilet/office/indoor decor. or similar purposes, nesoi, valued n/over $0.30 each",0.8615709543228149
"Other woven fabrics of cotton, nesi, weighing more than 200 g/m2, bleached",52083960,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68",0.6952159404754639
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
1/ Valued 40¢/liter or more,22089020,"Brandy, except slivovitz, in containers each holding not over 4 liters, valued not over $2.38/liter",0.5993924736976624
1/ Valued not over 74.8¢/kg....... 1/ 49.2¢/kg (MX),99129544,MA apricots in subheading 2008.50.40>= 58.8 cents/kg<88.2 cents/kg,0.6206640005111694
Powders of tungsten,81011000,"Tungsten, powders",0.8002503514289856
In airtight containers,98130045,"Containers for compressed gases, & containers, etc. for use for covering or holding merchandise during transportation and suitable for reuse",0.6977758407592773
"Footwear with outer soles of rubber or plastics, nesi, having uppers of which over 50% of the external surface area is leather",64029150,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, covering ankle, designed as protection against liquids, chemicals, weather",0.8012552261352539
Described in general note 15 of the tariff schedule and entered pursant to its provisions,99990062,Imports of textile and apparel goods from Mexico described in additional US note 4(b) to section XI under terms of (d) in such note,0.5878410935401917
Acid violet 19,32041213,Acid violet 19,0.7426900267601013
"Drawing paper, weighing over 150 g/m2, cont. n/o 10% by weight total fiber content obtained by mechanical process, in rolls or sheets",48026120,"Drawing paper, over 10% by weight total fiber content consists of fiber obtained by mechanical/chemi- process, in rolls over 15 cm wide",0.8023271560668945
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
Essential oils of lemon,33011300,Essential oils of lemon,0.8106939792633057
Missing description,98191133,AGOA goods: textile articles of ch. 50-60 & 63 of lesser developed AGOA defined US note 2 to subchapter and wholly formed from AGOA inputs,0.3893051743507385
"Gloves, mittens and mitts, knitted or crocheted, of cotton, with fourchettes",61169264,"Gloves, mittens & mitts, (excl. ski or snowmobile), knitted or crocheted, of cotton, made from a pre-existing machine knit fabric, w/o four.",0.8210321068763733
Other,83100000,"Base metal sign plates, name plates, address plates, numbers, letters and other symbols (o/than of 9405), and base metal parts thereof",0.41179952025413513
"Animal feeds containing egg, other than mixed feeds or mixed feed ingredients, not containing milk or milk derivatives",23099060,"Animal feeds containing egg, other than mixed feeds or mixed feed ingredients, not containing milk or milk derivatives",0.7852261066436768
"1/ Methylamine, whether or not in solution",29215940,"Aromatic polyamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI",0.5671594738960266
"Apple juice, unfermented and not containing added spirit",20098970,"Juice of any other single fruit, nesoi, (including berries), concentrated or not concentrated",0.5969411134719849
"Unwrought gold bullion and dore, nonmonetary",71081250,"Gold, nonmonetary, unwrought (o/than gold bullion and dore)",0.6676830053329468
"Imitation gemstones, of plastics",39269040,"Imitation gemstones, of plastics",0.8086673021316528
