1990 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
Isoprene less than 95 percent pure,29012450,Isoprene less than 95 percent pure,0.7366501092910767
Compression-ignition internal-combustion piston engines to be installed in tractors suitable for agricultural use,84082010,Compression-ignition internal-combustion piston engines to be installed in tractors suitable for agricultural use,0.7975902557373047
"Flat-rolled products of alloy steel nesi, of a width of less than 600 mm",72269901,"Alloy steel, width less than 600mm, flat-rolled products further worked than cold-rolled, nesoi",0.7418590784072876
"Women's or girls' overcoats, carcoats, etc, not knitted or crocheted, of textile materials other than of cotton or man-made fibers",62022011,"Women's or girls' overcoats, carcoats, capes, cloaks and similar coats, not knitted or crocheted, of wool or fine animal hair",0.761437177658081
Parts and accessories for the musical instruments of heading 9207 other than collapsible musical instrument stands,92099440,"Collapsible musical instrument stands, for the instruments w/elect sound or ampl. of heading 9207",0.6601681709289551
"Prepared or preserved ripe green olives in saline solution, not pitted, the first 730 tons per year in containers less than 13 kg",20057004,"Olives, green, not pitted, in saline, ripe, in containers holding 13 kg or less, aggregate quantity exceeding 730 m ton/yr",0.8050464391708374
"Forks of base metal with stainless steel handles containing nickel or over 10% by weight manganese, nesi",82159905,"Base metal forks, w/stainless steel handles cont. Ni or o/10% by wt of Mn, nesoi",0.7156698703765869
"4-Amino-2-(N,N-Diethylamino)-toluene hydrochloride; m- and o-phenylenediamine; toluene-2,4 and -2,5-diamine; and toluene-2,5-diamine sulfate",29215110,"4-Amino-2-(N,N-diethylamino)toluene hydrochloride; m- and o-phenylenediamine; toluene-2,4- and -2,5-diamine; and toluene-2,5-diamine sulfate",0.7426512837409973
"Lubricating greases, except those containing not over 10 percent by weight of salts of fatty acids of animal or vegetable origin",27101940,Lubricating greases from petro oil/bitum min/70%+ by wt. fr. petro. oils > 10% by wt. of fatty acid salts animal/vegetable origin,0.6940672397613525
Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals,34031950,Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals,0.8083846569061279
"Fulminates, cyanates and thiocyanates",28429010,"Fulminates, cyanates and thiocyanates",0.7183225154876709
"Instant print film in the flat, sensitized, unexposed, whether or not in packs",37012000,"Instant print film in the flat, sensitized, unexposed, whether or not in packs",0.645571768283844
"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered July 15 through August 31, inclusive, in any year",7108045,"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered July 15 through August 31, inclusive, in any year",0.8495388031005859
Rosin,38061000,Rosin and resin acids,0.7255401611328125
"Propylene copolymers, in primary forms",39023000,"Propylene copolymers, in primary forms",0.8422142267227173
"Chassis fitted with engines, for the vehicles of heading 8703",87060025,"Chassis fitted w/engines, for mtr. vehicles of heading 8705",0.7038201093673706
"Footwear nesi, with outer soles and uppers of rubber or plastics, designed to be worn as protection",64029933,"Footwear w/outer soles & uppers of rubber or plastics, nesoi, n/cov. ankle, nesoi, design. as protection against liquids/chemicals/weather",0.8009214401245117
"Machinery and apparatus for isotopic separation, and parts thereof",84012000,"Machinery and apparatus for isotopic separation, and parts thereof",0.8083196878433228
"Furnishing articles, excluding those of heading 9404, other than bedspreads, not knitted or crocheted, of synthetic fibers",63049300,"Furnishing articles (excluding those of heading 9404 and other than bedspreads) not knitted or crocheted, of synthetic fibers",0.8244158029556274
"Flat-rolled high-strength nonalloy steel products, in coils, cold-rolled, not clad, plated or coated, over 1 mm but under 3 mm thick",72091815,"Nonalloy hi-strength steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick less than 0.5mm, not clad/plated/coated",0.8436136841773987
Leather upholstered seats of a kind used for aircraft,94011040,"Seats, of a kind used for aircraft, leather upholstered",0.8800923824310303
"Round wire of iron or nonalloy steel, cont. 0.25% or more but less than 0.6% of carbon, plated or coated with base metals other than zinc",72230010,"Stainless steel, round wire",0.7337968349456787
"Women's or girls' suits, knitted or crocheted, of wool or fine animal hair",61041950,"Women's or girls' suits, knitted or crocheted, of wool or fine animal hair",0.8168604969978333
"Sulfur black, ""Colour Index Nos. 53185, 53190 and 53195"" and preparation based thereon",32041930,"Sulfur black, Colour Index Nos. 53185, 53190 and 53195 and preparations based thereon",0.7589586973190308
"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers",90269040,"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers",0.8300853371620178
"Men's or boys' bib and brace overalls, not knitted or crocheted, of wool or fine animal hair",61034120,"Men's or boys' bib and brace overalls, knitted or crocheted, of wool or fine animal hair",0.8571839332580566
"Specified acyclic polycarboxylic acids and their derivatives, described in additional U.S. note 3 to section VI",29171920,"Specified acyclic polycarboxylic acids and their derivatives, described in additional U.S. note 3 to section VI",0.7889467477798462
"Master alloys of copper, not containing by weight 5% or more but not more than 15% of phosphorus",74050010,"Copper master alloys, containing 5% or more but n/more than 15% by weight of phosphorus",0.8524792194366455
"Ties bow ties and cravats, not knitted or crocheted, of textile materials nesi",62152000,"Ties, bow ties and cravats, not knitted or crocheted, of man-made fibers",0.7688570022583008
"5-Amino-3-phenyl-1,2,4-thiadiazole(3-Phenyl-5-amino-1,2,4-thiadiazole), other specified aromatic or mod. aromatic heterocyclic compounds",29349905,"5-Amino-3-phenyl-1,2,4-thiadiazole(3-Phenyl-5-amino-1,2,4-thiadiazole); and 3 other specified aromatic/mod. aromatic heterocyclic compounds",0.8466821908950806
Parts and accessories of stuffed toys representing animals or non-human creatures,63079075,"Toys for pets, of textile materials",0.6441359519958496
"Printed woven fabrics, under 85% by weight polyester staple fibers, nesi, mixed mainly or solely with cotton, over 170g/m2",52115900,"Printed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200g/m2",0.7380842566490173
"Ties bow ties and cravats, not knitted or crocheted, of silk or silk waste",62152000,"Ties, bow ties and cravats, not knitted or crocheted, of man-made fibers",0.7738816738128662
Zinc waste and scrap,79020000,"Zinc, waste and scrap",0.8009116649627686
"Ether-phenols, ether-alcohol-phenols & their halogenated, sulfonated, nitrated, nitrosated derivatives nesi, in add. U.S. note 3 to sec. VI",29095045,"Ether-phenols, ether-alcohol-phenols & their halogenated, sulfonated, nitrated, nitrosated derivatives nesoi, in add. U.S. note 3 to sec. VI",0.7820403575897217
"Fish balls, cakes and puddings, not in oil, and in immediate nonairtight containers weighing with their contents not over 6.8 kg each",16042020,"Fish balls, cakes and puddings, not in oil, in immediate airtight containers, weighing with their contents not over 6.8 kg each",0.8103307485580444
"Mineral or chemical fertilizers nesi, containing the two fertilizing elements nitrogen and phosphorus",31055900,"Mineral or chemical fertilizers nesoi, containing the two fertilizing elements nitrogen and phosphorus",0.8656224012374878
"Objective lenses, nesi, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",90021190,"Objective lenses and parts & access. thereof, for cameras, projectors, or photographic enlargers or reducers, except projection, nesoi",0.8384240865707397
"Preparations used for soldering or cores or coatings for welding electrodes or rods, 5% or more by weight aromatic (or mod.) substance(s)",38109010,"Preparations used for soldering or cores or coatings for welding electrodes or rods, 5% or more by weight aromatic (or mod.) substance(s)",0.8258018493652344
"Conveyor or transmission belts or belting, of vulcanized rubber, nesi, over 20 cm wide, combined with textile materials nesi",40103950,"Transmission belts or belting of vulcanized rubber, nesoi, combined with textile materials nesoi",0.7640529870986938
Pentabromoethylbenzene; and tribromocumene,29039923,Pentabromoethylbenzene,0.8019835948944092
"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of linseed",23062000,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of linseed",0.8284708261489868
"Spark-ignition rotary or reciprocating internal-combustion piston engines nesi, installed in agricultural/horticultural machinery/equipment",84079010,"Spark-ignition rotary or reciprocating internal-combustion piston engines nesoi, installed in agricultural/horticultural machinery/equipment",0.8513182401657104
"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of synthetic fibers, nesi",61043200,"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of cotton",0.8866150379180908
Paint filters and strainers of paper or paperboard,48232010,Paint filters and strainers of paper or paperboard,0.872463047504425
"Fatty livers of geese or ducks, fresh or chilled",2075300,"Fatty livers of geese, fresh or chilled",0.8312842845916748
"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",49011000,"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",0.8398525714874268
"Waste of coarse animal hair, including yarn waste but excluding garnetted stock",51033000,"Waste of coarse animal hair, including yarn waste but excluding garnetted stock",0.8533806800842285
"Yarn spun from silk waste, not put up for retail sale",50050000,"Yarn spun from silk waste, not put up for retail sale",0.7041019201278687
"Parts of television apparatus, nesi",85299068,Parts of printed circuit assemblies (including face plates and lock latches) for television apparatus other than television cameras,0.6880420446395874
"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or of asbestos and magnesium carbonate",68129910,"Paper, millboard and felt of asbestos, other than crocidolite",0.7447925806045532
"Bodies (including cabs), for the vehicles of heading 8703",87071000,"Bodies (including cabs), for mtr. vehicles for transport of persons of heading 8703",0.6810357570648193
"Single cotton yarn, measuring 85% or more cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, not put up for retail sale, nesi",52094160,"Plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors",0.6933930516242981
"Women's or girls' trousers and breeches nesi, not knit or crocheted, imported as parts of ski-suits, not cont. 15% or more of down, etc",61046320,"Women's or girls' trousers, breeches and shorts, knitted or crocheted, of synthetic fibers, nesoi",0.7897396683692932
"Nonadhesive plates, sheets, film, foil and strip, noncellular, not reinforced or combined with other materials, of polymers of ethylene",39201000,"Nonadhesive plates, sheets, film, foil and strip, noncellular, not reinforced or combined with other materials, of polymers of ethylene",0.8715922236442566
"Flat-rolled products of tool steel(other than high-speed steel),of a width of 600 mm or more,hot-rolled,not in coils,less than 4.75 mm thick",72253051,"Alloy tool steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. of less than 4.75 mm",0.7669059038162231
"Nonaromatic cyclic amides (including cyclic carbamates) and their derivatives; salts thereof, nesi",29242995,Other nonaromatic cyclic amides and their derivatives; salts thereof; nesoi,0.8233370780944824
"Articles of gut (other than silkworm gut or catgut), of goldbeater's skin, of bladders or of tendons",42060090,"Articles of gut (other than silkworm gut or catgut), of goldbeater's skin, of bladders or of tendons",0.7725825309753418
"Pineapples, fresh or dried, reduced in size",8043060,"Pineapples, fresh or dried, reduced in size",0.8642925024032593
"Nonaromatic drugs of other heterocyclic compounds, nesi",29331945,Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only containing an unfused pyrazole ring,0.6784408092498779
"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",7102220,"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",0.8958903551101685
Aromatic plasticizers of phosphoric esters and their salts,29199025,Other aromatic plasticizers,0.7498072981834412
"Yarn (other than sewing thread) containing 85% or more by weight of polyamide staple fibers, singles, not put up for retail sale",55091100,"Yarn (other than sewing thread) containing 85% or more by weight of nylon/polyamide staple fibers, singles, not put up for retail sale",0.8173134922981262
"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only, nesi, described in additional U.S. note 3 to section VI",29329961,"Aromatic heterocyclic compounds with oxygen hetero-atom(s) only described in additional U.S. note 3 to section VI, nesoi",0.7539377212524414
"Uncoated kraft paper and paperboard, nesi, in rolls or sheets, weighing more than 150 but less than 225 g/m2, nesi",48044900,"Uncoated kraft paper and paperboard, nesoi, in rolls or sheets, weighing more than 150 but less than 225 g/m2, nesoi",0.8385487794876099
"Basmati rice, husked",10062040,"Husked (brown) rice, other than Basmati",0.7963878512382507
"Natural silica and quartz sands, nesi",25061000,Quartz (other than natural sands),0.8068105578422546
"Copper foil, of a thickness not exceeding 0.15 mm, backed, of refined copper",74102160,"Refined copper, foil, w/thickness of 0.15 mm or less, backed",0.7661116123199463
Inedible gelatin and animal glue valued of 88 cents per kg or more,35030020,Inedible gelatin and animal glue valued under 88 cents per kg,0.7729043960571289
"Women's or girls' slips and petticoats, not knitted or crocheted, of textile materials nesi",62089130,"Women's or girls' undershirts and underpants, not knitted or crocheted, of cotton",0.8057659864425659
"Prepared or preserved green olives in saline solution, stuffed, place packed, the first 2,700 tons per year in containers less than 1 kg",20057023,"Olives, green, in saline, place packed, stuffed, not in containers holding 1 kg or less",0.747725248336792
"Uncoated, unbleached kraft condenser paper, in rolls or sheets, weighing less than 15 g/m 2 or more than 30 g/m 2 to 150 g/m 2",48043920,"Uncoated kraft condenser paper, other than unbleached, in rolls or sheets, weighing 150 g/m2 or less",0.8934845328330994
"Cane/beet sugar, refined, containing added flavoring matter, whether or not containing added coloring matter, in solid form",17019905,"Cane/beet sugar & pure sucrose, refined, solid, w/o added coloring or flavoring, subject to gen. note 15 of the HTS",0.7717385292053223
"Ball or roller bearings nesi, including combined ball/roller bearings",84828000,"Ball or roller bearings nesoi, including combined ball/roller bearings",0.8096718788146973
"Carcasses and half-carcasses of lamb, fresh or chilled",2041000,"Carcasses and half-carcasses of lamb, fresh or chilled",0.8733758926391602
"Folding cartons, boxes and cases of noncorrugated paper or paperboard",48192000,"Folding cartons, boxes and cases of noncorrugated paper or paperboard",0.8210783004760742
"With straps, bands or bracelets entered with watches of subheading 9102.29.04 and classifiable therewith pursuant to additional US note 2 to this chapter; other",91012980,"Straps, bands or bracelets, nesoi, entered with wrist watches of subheading 9101.29.90 and classifiable therewith",0.6896489858627319
Projection screens,90106000,Projection screens,0.8259093761444092
"Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, wolf, other specified animals, dyed, not assembled",43021945,"Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, wolf, other specified animals, dyed, not assembled",0.7879657745361328
"Tanning extracts of vegetable origin nesi; tannins and their salts, ethers, esters and other derivatives",32019050,"Tanning extracts of vegetable origin nesoi; tannins and their salts, ethers, esters and other derivatives",0.829674482345581
"Synthetic organic coloring matter and preparations based thereon, nesi, described in additional U.S. note 3 to section VI",32041940,"Synthetic organic coloring matter and preparations based thereon, nesoi, described in additional U.S. note 3 to section VI",0.7609040141105652
"Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesi",53110030,"Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesoi",0.7794391512870789
"Breathing appliances, nesi, & gas masks, excl. protective masks having neither mechanical parts/replaceable filters, parts, accessories of",90200090,"Parts and accessories of breathing appliances and gas masks, nesoi",0.8159347772598267
Parts and accessories of articles of subheading 9304.00.20 or 9304.00.40,90319070,Parts and accessories of articles of subheading 9031.80.40,0.7585538625717163
"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",44029001,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated, other than of bamboo or shell or nut",0.7828290462493896
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm per single yarn, not put up for retail sale",52054100,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, not over 14 nm per single yarn, not put up for retail sale",0.7886360883712769
"Women's or girls' track suits or other garments nesi, not knitted or crocheted, of wool or fine animal hair",62114960,"Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear",0.8602761626243591
"Vat dyes (including those usable as pigments) and preparations based thereon, nesi",32041540,"Vat dyes (incl. those usable as pigments) and preparations based thereon, described in add. U.S. note 3 to sec. VI",0.8230312466621399
"Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesi",72022900,Ferrosilicon containing by weight 55% or less of silicon,0.7985074520111084
"Printed plain weave fabrics, under 85% by weight polyester staple fibers mixed mainly or solely with cotton, over 170g/m2",55134920,"Printed woven fabrics of polyester staple fibers, < 85% by wt polyester staple fibers, mixed mainly/solely with cotton, weighing n/o 170g/m2",0.8019673228263855
"Circular knitting machines with cylinder diameter not exceeding 165 mm, for knitting hosiery",84471290,"Circular knitting machines with cylinder diameter exceeding 165 mm, other than for knitting hosiery",0.8635485172271729
"Refrigerating or freezing equipment nesi; heat pumps, other than the air-conditioning machines of heading 8415",84189980,"Parts for refrigerators, freezers and other refrigerating or freezing equipment, electric or other, nesoi; parts for heat pumps, nesoi",0.7070356607437134
"Carpets and other textile floor coverings, tufted, whether or not made up, of man-made textile materials, not of nylon or other polyamides",57033920,"Carpets & other textile floor coverings, tufted, whether or not made up, of man-made textile materials (not nylon/other polyamides), not hand-hooked",0.8219664096832275
Industrial monocarboxylic fatty acids nesi,38237040,"Industrial fatty alcohols, other than oleyl, derived from fatty substances of animal or vegetable origin",0.6960946321487427
Self-propelled scrapers,84293000,Self-propelled scrapers,0.8029575347900391
"Round wire of iron or nonalloy steel containing 0.25% or more but less than 0.6% of carbon, not plated or coated, whether or not polished",72171050,"Iron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter of 1.5 mm or more",0.7627531886100769
"Clothing, clothing accessories and headgear of asbestos",68129190,"Clothing, accessories, and headgear of asbestos other than crocidolite",0.7793132662773132
"Nonadhesive plates, sheets, film, foil and strip, cellular, of regenerated cellulose",39211400,"Nonadhesive plates, sheets, film, foil and strip, cellular, of regenerated cellulose",0.8272253274917603
"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",84515000,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0.8455597162246704
"String musical instruments, other than guitars or instruments played with a bow",92093000,Strings for musical instruments,0.7037467956542969
Electric motors of an output of 18.65 W or more but not exceeding 37.5 W,85013245,"DC motors nesoi, of an output exceeding 14.92 kW but not exceeding 75 kW, used as primary source of mechanical power for electric vehicles",0.6054681539535522
Woven or knitted fabric of asbestos,60064300,"Knitted or crocheted fabrics of artificial fibers, of yarns of different colors, nesoi",0.6245059370994568
"Drawing and marking-out instruments nesi, (for example, pantographs, protractors and drawing sets)",90179001,"Parts and accessories for drawing, marking-out or mathematical calculating instruments, and for hand-held instruments for measuring length",0.644686222076416
Aluminum phosphate,28352910,Aluminum phosphate,0.7790607810020447
Caulking guns of iron or steel,82055945,"Caulking guns of iron or steel, and base metal parts thereof",0.7969515323638916
Asbestos,25249000,Asbestos other than crocidolite,0.7306314706802368
"Harness and saddlery or riding-bridle hardware, and parts thereof, of base metal, other than those coated or plated with precious metal",83024920,"Base metal harness, saddlery or riding-bridle hardware coated or plated w/prec. metal, and base metal parts thereof",0.804772675037384
"Clothing accessories, not knitted or crocheted, nesi",61113050,"Babies' garments and clothing accessories, knitted or crocheted, of synthetic fibers, nesoi",0.6665836572647095
"Slag containing by weight over 40% titanium, not to be treated for recovery of copper, lead or zinc",26209950,Slag (other than from the manufacture of iron or steel) contains over 40% titanium & if has over 2% Cu/Pb/Zn is not for recovery thereof,0.7869447469711304
"Flat-rolled products of iron or nonalloy steel plated or coated with zinc (other than electrolytically), corrugated",72104900,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",0.7326744794845581
Antisera and other blood fractions,30021200,Antisera and other blood fractions including human blood and fetal bovine serum,0.7616549134254456
"Rusks, toasted bread and similar toasted products",19054000,"Rusks, toasted bread and similar toasted products",0.8219478726387024
"Tubes, pipes and hollow profiles, seamless, of other alloy steel nesi, of circular cross section, not cold-drawn or cold-rolled, nesi",73044900,"Stainless steel, seamless, not cold-drawn/cold-rolled, tubes, pipes and hollow profiles, w/circular cross section",0.7063112854957581
"Bolting cloth nesi, of silk, whether or not made up",59112030,"Bolting cloth, whether or not made up, nesoi",0.7829806804656982
"Pear juice, unfermented and not containing added spirit",20098920,"Pear juice, concentrated or not concentrated",0.694710373878479
"Signaling glassware nesi, not optically worked",70140050,"Signaling glassware, nesoi, not optically worked",0.7727220058441162
"Microfilm, microfiche or other microform readers, other than those capable of producing copies",90085020,"Microfilm, microfiche or other microform readers, capable of producing copies",0.8488597273826599
"Mirrors, mounted, for optical uses",90029040,"Mirrors, mounted, for optical uses",0.8650039434432983
"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont. more than one oxygen function; salts thereof, nesi",29222927,"Drugs of amino-naphthols and -phenols, their ethers and esters, except those cont. more than one oxygen function; salts thereof, nesoi",0.8155798316001892
"Basketwork, wickerwork and other articles, of one or more of the plaiting materials bamboo, rattan, willow or wood",46012960,"Woven or partly assembled vegetable materials other than bamboo, rattan or willow, for mats, matting and screens",0.6861575841903687
"Furnishing articles, excluding those of heading 9404, other than bedspreads, knitted or crocheted",63049101,"Furnishing articles, excluding those of heading 9404 and other than bedspreads and bed nets, knitted or crocheted",0.8429895639419556
"Mountings, fittings and similar articles nesi, and parts thereof, of base metal nesi",83024190,"Base metal (o/than iron/steel/aluminum/zinc) mountings, fittings and similar arts, nesoi, suitable for buildings & base metal parts thereof",0.8022798299789429
"Wire other than flat or round, of iron or nonalloy steel, 0.25% or more but under 0.6% of carbon, not plated or coated, polished or not",72171060,"Iron/nonalloy steel, wire (other than flat or round), <0.25% carbon, not plated or coated",0.7618987560272217
"Twine (except binder or baler twine), cordage, rope and cables, of polyethylene or polypropylene, not braided or plaited, nesi",56074130,"Binder or baler twine, of polyethylene or polypropylene, nesoi",0.6966058015823364
Mullite,25086000,Mullite,0.6801321506500244
"Tunas and skipjack, not in airtight containers, not in bulk or in immediate containers weighing with contents over 6.8 kg each",16041450,"Tunas and skipjack, not in airtight containers, not in bulk or in immediate containers weighing with contents over 6.8 kg each",0.8761715292930603
"AC motors, nesi, multi-phase, 149.2 kW or more but not exceeding 150 kW",85015360,"AC motors, nesoi, multi-phase, 149.2 kW or more but not exceeding 150 kW",0.7817513942718506
"Machinery, apparatus and equipment of heading 8442, nesi",85389030,"Printed circuit assemblies, suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, nesoi",0.6713846921920776
"Uncoated wrapping paper, weighing 150 g/m2 or less, in rolls or sheets, nesi",48043160,"Uncoated, unbleached kraft paper nesoi, in rolls or sheets, weighing 150 g/m2 or less",0.7013306617736816
"Women's or girls' blouses and shirts, knitted or crocheted, of manmade fibers, containing 23 percent or more of wool or fine animal hair",61062010,"Women's or girls' blouses and shirts, knitted or crocheted, of manmade fibers, containing 23 percent or more of wool or fine animal hair",0.9129188060760498
"Children's picture, drawing or coloring books",49030000,"Children's picture, drawing or coloring books",0.8273200988769531
"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",78060005,"Lead, tubes or pipes and fittings for tubes or pipes",0.851779580116272
Thermocopying apparatus,84433950,Thermocopying apparatus,0.7004621028900146
"Bleached plain weave fabrics of cotton, under 85% cotton wt., mixed mainly with man-made fibers, not over 200 g/m2, of numbers 43 to 68",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.8040138483047485
Waste and scrap of tinned iron or steel,72043000,Tinned iron or steel waste and scrap,0.8036065101623535
"p-Chloro-2-benzylpyridine & other specified heterocyclic compounds, w Nhetero-atom(s) only cont. an unfused pyridine ring",29333920,"p-Chloro-2-benzylpyridine & other specified heterocyclic compounds, w nitrogen hetero-atom(s) only cont. an unfused pyridine ring",0.8561683893203735
"Trunks, suitcases, occupational luggage & like containers, w outer surface of veg. fibers, excl. cotton, not of pile or tufted construction",42021240,"Trunks, suitcases, vanity & attache cases, occupational luggage & like containers, surfaces of cotton, not of pile or tufted construction",0.8239094614982605
"Olives, fresh or chilled",7099200,"Olives, fresh or chilled",0.7930939793586731
"Salmon, in brine or salted but not dried or smoked",3056940,"Salmon, in brine or salted but not dried or smoked",0.6563581228256226
Flakes of potatoes,11052000,"Flakes, granules and pellets, of potatoes",0.6796059608459473
"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $5 each, cut or engraved",70134940,"Glassware for table or kitchen purposes (o/than drinking glasses), nesoi, cut or engraved, valued over $5 each",0.8366040587425232
"Ivory, ivory powder and waste",5071000,"Ivory, ivory powder and waste",0.6699951887130737
"Polyisobutylene, elastomeric, in primary forms",39022050,"Polyisobutylene, other than elastomeric, in primary forms",0.7967953681945801
Blow-molding machines for working rubber or plastics or for the manufacture of products from these materials,84773000,Blow-molding machines for working rubber or plastics or for the manufacture of products from these materials,0.8238577842712402
"Unsaturated acyclic hydrocarbons, nesi, derived in whole or in part from petroleum, shale oil or natural gas",29012910,"Unsaturated acyclic hydrocarbons, nesoi, derived in whole or in part from petroleum, shale oil or natural gas",0.7903830409049988
"Articles of refined copper, nesi",74031900,"Refined copper, unwrought articles nesoi",0.7541132569313049
"Fancy retail beef cuts, frozen, boneless",2022002,"High-qual. beef cuts w/bone in, processed, frozen, descr in gen. note 15 of the HTS",0.7519898414611816
"T-shirts and similar garments, knitted or crocheted, of wool, with long sleeves",61099015,"T-shirts and similar garments, knitted or crocheted, of wool, with long sleeves",0.8514400124549866
"Luggage, handbags and flat goods, whether or not lined, of willow",46021922,"Luggage, handbags and flat goods, whether or not lined, of willow",0.7574400901794434
"Tube or pipe fittings of iron or nonalloy steel nesi, not machined, not tooled and not otherwise processed after forging",73071990,"Cast iron or steel, fittings for tubes or pipes, nesoi",0.757006824016571
"Toilet and kitchen linen, other than terry toweling or similar terry fabrics of cotton",63026000,"Toilet linen and kitchen linen, of terry toweling or similar terry fabrics, of cotton",0.8761530518531799
"Ultraviolet or infrared ray apparatus used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",90182000,"Ultraviolet or infrared ray apparatus used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",0.8324602842330933
Phosphorus,28047000,Phosphorus,0.7543944120407104
"Fungicides, nesi, containing an inorganic substance, put up for retail sale",38089250,"Fungicides nesoi, put up in forms or packing for retail sale or as preparations or articles",0.7696557641029358
"Cut flowers and flower buds, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",6039000,"Cut flowers and flower buds, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",0.8639769554138184
"Combs, not of hard rubber or plastics, valued over $4.50 per gross",96151940,"Combs, not of hard rubber or plastics, valued over $4.50 per gross",0.8797699213027954
"Dried vegetables nesi, and mixtures of dried vegetables, whole, cut, sliced, broken or in powder",7129085,"Dried vegetables nesoi, and mixtures of dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",0.7857441902160645
"Hair-nets of any material, whether or not lined or trimmed",65050001,"Hair-nets of any material, whether or not lined or trimmed",0.7786263227462769
"Carpet & other textile floor coverings, not of pile construction, woven, made up, of man-made textile materials,nesi",57029290,"Carpet & other textile floor coverings, not of pile construction, woven, made up, of man-made textile materials,nesoi",0.7066639065742493
"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",64035111,"Footwear w/outer soles of leather & uppers of leather, covering ankle, made on a base or platform of wood, w/o insole or metal toe-cap",0.7744104862213135
"Woven fabrics of artificial staple fibers, less than 85% by weight of such fibers, mixed mainly or solely with cotton, dyed",55161200,"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, dyed",0.797685980796814
"Baths of cast iron, whether or not enameled, coated or plated with precious metal",73242110,"Cast iron, baths (whether or not enameled), coated or plated with precious metal",0.6858205795288086
"Plywood of wood sheet n/o 6 mm thick each,outer ply of nonconiferous wood,face ply of Spanish Cedar or walnut,not or clear surface covered",44123126,"Plywood sheets n/o 6mm thick, tropical wood outer ply, Spanish cedar or walnut face ply, not surface covered beyond clear/transparent",0.7638934254646301
Parts of spherical roller bearings nesi,84829965,"Parts of other ball or roller bearings, nesoi",0.7553765773773193
"Fabrics specified in note 9 to section XI, of synthetic filament yarn, nesi",54073090,"Woven fabrics specified in note 9 to section XI, of synthetic filament yarn, nesoi",0.796356201171875
