ProductDescription,ProductCode,Final Predicted HS Code,Final Confidence Level,F1_2digit,F1_4digit,F1_6digit
"Flat-rolled products of alloy steel nesi, of a width of less than 600 mm",72269900,72269901,0.7719982862472534,1,1,1
"Flat-rolled products of heat-resisting steel, of a width of 600 mm or more, cold-rolled, less than 4.75 mm thick",72255070,72255070,0.9306901693344116,1,1,1
"Flat-rolled products of stainless steel, of a width less than 300 mm, cold-rolled, over 1.25 mm thick",72202060,72193500,0.9146221876144408,1,0,0
"Flat-rolled products of stainless steel, of a width less than 600 mm, hot-rolled, 4.75 mm or more thick",72201100,72193500,0.9200439453125,1,0,0
"Flat-rolled products of stainless steel, of a width of 600 mm or more, hot-rolled, in coils, less than 3 mm thick",72191400,72192400,0.92411470413208,1,1,0
Floor coverings of agglomerated cork,45041030,45041030,1.0000001192092896,1,1,1
Fluorine,28013010,28013010,1.0,1,1,1
"Folding cartons, boxes and cases of noncorrugated paper or paperboard",48192000,48192000,1.000000238418579,1,1,1
"Folic acid and its derivatives, unmixed",29362910,29362910,0.9999998807907104,1,1,1
"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued not over $3/pair",64041940,64029979,0.8248822689056396,1,0,0
"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued over $3 but not over $6.50/pair",64041960,64029170,0.8600151538848877,1,0,0
"Footwear nesi, covering the ankle, uppers of which over 90% of surface area is rubber or plastics, with outer soles of rubber or plastics",64029140,64029150,0.8593556880950928,1,1,1
"Footwear nesi, covering the ankle, with outer soles and uppers of rubber or plastics, valued over $6.50 but not over $12/pair",64029180,64029190,0.9247094392776488,1,1,1
"Footwear nesi, with a protective metal toe-cap, with outer soles and uppers of rubber or plastics, valued over $6.50 but not over $12/pair",64023080,64021970,0.8689547777175903,1,1,0
"Footwear nesi, with outer soles and uppers of rubber or plastics, designed to be worn as protection",64029920,64029150,0.8791989088058472,1,1,0
"Footwear nesi, with outer soles and uppers of rubber or plastics, valued over $3 but not over $6.50/pair",64029970,64021950,0.921851634979248,1,1,0
"Footwear with open toes or open heels or of the slip-on type, less than 10% rubber or plastics by weight, with uppers of fiber, nesi",64041930,64029949,0.8845515251159668,1,0,0
"Footwear with outer soles of rubber or plastics and uppers of textile materials, nesi, valued over $6.50 but not over $12/pair",64041980,64029170,0.9244076013565063,1,0,0
"Footwear with uppers of leather, made on a base or platform of wood, not having an inner sole or a protective metal toe-cap",64033000,64035910,0.9234005212783812,1,1,0
"Footwear, nesi, with uppers of leather or composition leather",64051000,64042060,0.8864266872406006,1,0,0
"Forks of base metal with stainless steel handles containing nickel or over 10% by weight manganese, nesi",82159905,82159905,0.8268229365348816,1,1,1
Forks with silver handles,71141120,71141120,0.8386297225952148,1,1,1
"Formed footwear uppers of textile materials, of which over 50 percent of external surface is leather",64061020,64061020,0.96052348613739,1,1,1
"Frames and mountings, of plastics, for spectacles, goggles or the like",90031100,90031100,1.000000238418579,1,1,1
"Fresh yams, whether or not sliced or in the form of pellets",7149020,7143010,0.8933197259902954,1,1,0
"Fulminates, cyanates and thiocyanates",28380000,28429010,0.9999999403953552,1,0,0
"Fungicides, nesi, containing an inorganic substance, put up for retail sale",38082030,38089230,0.9469295144081116,1,1,0
"Garments nesi, knitted or crocheted, of textile materials nesi",61149000,61142000,0.8460774421691895,1,1,0
"Garments, not knitted or crocheted, made up of fabrics of heading 5602 or 5603 formed on a base of paper or covered or lined with paper",62101020,62101020,1.0000003576278689,1,1,1
Garnetted stock of wool or of fine or coarse animal hair,51040000,51040000,1.000000238418579,1,1,1
"Ginger root, preserved by sugar (drained, glace or crystallized)",20060030,20060030,1.0000001192092896,1,1,1
"Glass lenses and filters, and parts thereof, for signaling purposes, not optically worked",70140030,70140030,0.9780248403549194,1,1,1
"Glass mirrors, unframed, over 929 cm2 in reflecting area",70099150,70099150,0.95971018075943,1,1,1
Glass wool insulation products,70193910,70198010,0.9757676124572754,1,1,0
"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $3 but n/o $5 each, not cut or engraved",70133950,70134960,0.9169803857803344,1,1,0
"Glassware nesi, used for table or kitchen purposes (except drinking glasses), valued over $5 each, cut or engraved",70133940,70134940,0.906326174736023,1,1,0
"Gloves, mittens and mitts of leather or composition leather, nesi, not seamed",42032920,42032920,0.9758667945861816,1,1,1
"Gloves, mittens and mitts, knitted or crocheted, of cotton, nesi",61169230,62160080,0.904674768447876,0,0,0
Gold compounds,28433000,28433000,1.0,1,1,1
"Gold leaf, nonmonetary",71081310,71081310,0.8424277305603027,1,1,1
"Grape brandy, excluding pisco and singani, in containers over 4 liters, over $2.38/liter",22082060,22082060,1.000000238418579,1,1,1
Groats and meal of rice,11031400,11031914,1.0,1,1,0
Ground flying trainers and parts thereof,88052000,88052900,0.8640215992927551,1,1,0
Guaiacol and its derivatives,29095020,29095020,1.0,1,1,1
"Hair-nets of any material, whether or not lined or trimmed",65051000,65050001,1.0,1,1,0
"Halogenated, sulfonated, nitrated or nitrosated derivatives of monohydric alcohols",29055010,29055910,1.000000238418579,1,1,0
Hand-held blow torches,84681000,84681000,1.0000004768371582,1,1,1
"Hand-made lace, in the piece, in strips or in motifs",58043000,58043000,0.9273250102996826,1,1,1
Handmade paper and paperboard,48021000,48021000,1.0000001192092896,1,1,1
"Harness and saddlery or riding-bridle hardware, and parts thereof, of base metal coated or plated with precious metal",83024920,83024920,0.9253580570220948,1,1,1
"Harvesting machinery or threshing machinery, nesi",84335900,84335900,0.9425302147865297,1,1,1
"Hat forms, hat bodies and hoods, neither blocked to shape nor with made brims, and plateaux and manchons, of fur felt, for men or boys",65010030,65010060,0.9696640968322754,1,1,1
Heavy water (Deuterium oxide),28451000,28451000,0.9999995827674866,1,1,1
Hectographic or stencil duplicating machines,84721000,84721000,1.000000238418579,1,1,1
"Hedge shears, two-handed pruning shears and similar two-handed shears, and parts thereof, of base metal",82016000,82016000,0.983987271785736,1,1,1
"Heterocyclic compounds containing a phenothiazine ring-system (whether or not hydrogenated), not further fused, nesi",29343050,29343050,0.9693343639373779,1,1,1
"Heterocyclic compounds nesi, with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",29333950,29333992,0.9281183481216432,1,1,1
"Heterocyclic drug compounds with nitrogen hetero-atom(s) only, containing a quinoline or isoquinoline ring-system, not further fused, nesi",29334025,29334970,0.8662993907928467,1,1,0
"Hop cones, fresh or dried, ground, powdered or in the form of pellets; lupulin",12102000,12102000,1.0,1,1,1
"Horizontal lathes for removing metal, numerically controlled",84581100,84581100,0.9270606637001038,1,1,1
"Hydraulic brake fluids and transmission fluids cont. less than 70% by weight of petroleum oils, or bituminus mineral oils",38190000,38190000,0.9935216903686525,1,1,1
Hydraulic lime,25223000,25223000,0.8004306554794312,1,1,1
Hydrogen chloride (Hydrochloric acid),28061000,28061000,0.9999999403953552,1,1,1
Ibuprofen,29163915,29163915,1.0,1,1,1
Inactive yeasts (except dried brewers' yeast),21022020,21022020,1.0000003576278689,1,1,1
Incomplete clock movements consisting of 2 or more pieces or parts fastened or joined together,91109040,91109040,1.0000001192092896,1,1,1
India ink drawing pens,96083100,32159010,0.7756575345993042,0,0,0
Indicator panels incorporating liquid crystal devices (LCD's) or light emitting diodes (LED's),85312000,85312000,1.0,1,1,1
Industrial monocarboxylic fatty acids nesi,15191940,38231940,0.7707654237747192,0,0,0
Inedible gelatin and animal glue valued of 88 cents per kg or more,35030040,35030040,0.9963494539260864,1,1,1
"Inflatable vessels, row boats and canoes for pleasure or sports",89031000,89039991,0.7127619981765747,1,1,0
"Instant print film in the flat, sensitized, unexposed, whether or not in packs",37012000,37012000,1.0,1,1,1
"Instrument panel clocks for vehicles, air/spacecraft, vessels, w/clock movement over 50 mm wide, valued n/o $10 each, nonelectric",91040020,91040020,0.9999998211860656,1,1,1
"Interchangeable tools for tapping or threading nesi, and parts thereof, of base metal",82074060,82074060,0.942388653755188,1,1,1
Iron oxides and hydroxides,28211000,28211000,1.0,1,1,1
Ironing machines and presses (including fusing presses) for textile fabrics or made up textile articles,84513000,84513000,0.9999998807907104,1,1,1
Isobutanal,29121940,29121940,1.0000001192092896,1,1,1
Isoprene less than 95 percent pure,29012450,29012450,1.000000238418579,1,1,1
"Ivory, ivory powder and waste",5071000,5071000,0.9999996423721312,1,1,1
Keyboard pipe organs,92030040,92059012,0.6947267651557922,1,0,0
"Knitted or crocheted fabrics of man-made fibers, nesi",60029300,61143030,0.8968729972839355,0,0,0
"Knives and cutting blades for machines or for mechanical appliances nesi, and parts thereof, of base metal",82089060,82089060,0.894967257976532,1,1,1
"Knotted netting of twine, cordage or rope, excluding fish netting and nets, of cotton",56089020,56089030,0.8792756795883179,1,1,1
"Lampholders for a voltage not exceeding 1,000 V",85366100,85366100,1.0000001192092896,1,1,1
"Lavatory seats and covers, of plastics",39222000,39222000,0.9999998807907104,1,1,1
Lead ores and concentrates,26070000,26070000,1.0,1,1,1
"Lead plates, sheets, strip and foil, nesi",78041900,78041900,0.8855791091918945,1,1,1
"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",78050000,78060005,0.9234246015548706,1,0,0
Leather upholstered seats of a kind used for aircraft,94011040,94011040,0.9645907282829284,1,1,1
"Light-weight coated paper for graphic use, consisting of more than 10% fiber content obtained by a mechanical process, in rolls or sheets",48102100,48102210,0.9251800179481506,1,1,0
"Lightning arrestors, voltage limiters and surge suppressors, for a voltage exceeding 1,000 V",85354000,85354000,1.000000238418579,1,1,1
"Lily of the valley pips, dormant",6011085,6011085,1.0000001192092896,1,1,1
"Liquid lusters and similar preparations, of a kind used in the ceramic, enamelling or glass industry",32073000,32073000,0.9741318225860596,1,1,1
"Liquid supply or production meters, including calibrating meters thereof",90282000,90282000,1.000000238418579,1,1,1
Lithium oxide and hydroxide,28252000,28252000,1.0,1,1,1
"Lubricating greases, except those containing not over 10 percent by weight of salts of fatty acids of animal or vegetable origin",27100040,27101935,0.8585752248764038,1,1,0
Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals,34031950,34031950,1.0000008344650269,1,1,1
"Luggage, handbags and flat goods, whether or not lined, made from plaiting materials nesi",46021029,46021929,0.9437636733055116,1,1,0
"Luggage, handbags and flat goods, whether or not lined, of willow",46021022,46021922,1.0000001192092896,1,1,0
"Machine tools (including nonhydraulic presses) for working metal or metal carbides, nesi",84629900,84639000,0.7799793481826782,1,0,0
"Machinery and apparatus for isotopic separation, and parts thereof",84012000,84012000,1.0000003576278689,1,1,1
"Machinery for working earth, minerals or ores, not self-propelled, nesi",84306900,84306901,0.959194540977478,1,1,1
"Machinery, apparatus and equipment of heading 8442, nesi",84423000,84423001,0.8874680995941162,1,1,1
"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",84515000,84515000,0.9999996423721312,1,1,1
"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, fresh or dried",8052000,8052100,0.8765318393707275,1,1,0
"Master alloys of copper, not containing by weight 5% or more but not more than 15% of phosphorus",74050060,74050060,0.9738787412643432,1,1,1
"Materials containing over 10 percent nickel, not provided for elsewhere in heading 2620",26209030,26209930,0.8251971602439879,1,1,0
"Meat and edible offal of chickens, ducks, geese, turkeys and guineas, salted, in brine, dried or smoked; flour and meal of these animals",2109020,2109920,0.7654922604560852,1,1,0
"Meat and edible offal of deer, fresh, chilled or frozen",2089020,2089020,1.0000003576278689,1,1,1
"Meat of bovine animals, salted, in brine, dried or smoked",2102000,2102000,0.9999995827674866,1,1,1
"Meat of swine, nesi, non retail cuts, fresh or chilled",2031940,2031940,0.9677481651306152,1,1,1
"Medicaments containing antibiotics, nesi, in dosage form or packed for retail",30042000,30042000,0.9554153084754944,1,1,1
"Medicaments containing antibiotics, nesi, not dosage form and not packaged for retail",30032000,30032000,0.956518292427063,1,1,1
"Men's or boy's overcoat,etc.,knitted or crocheted, of manmade fibers, containing 23% or more wool or fine animal hair, nesi",61013015,61013015,0.9701961278915404,1,1,1
"Men's or boys' anoraks, etc, nesi, not knitted or crocheted, of manmade fibers, containing 36 percent or more of wool or fine animal hair",62019325,62014065,0.9204134941101074,1,1,0
"Men's or boys' bib and brace overalls, knitted or crocheted, of cotton",61034220,61034220,1.000000238418579,1,1,1
"Men's or boys' bib and brace overalls, not knitted or crocheted, of artificial fibers",62034910,61034920,0.9845144748687744,0,0,0
"Men's or boys' bib and brace overalls, not knitted or crocheted, of wool or fine animal hair",62034120,61034120,0.9775104522705078,0,0,0
"Men's or boys' overcoats, carcoats, capes, & like coats of man-made fibers, not knit or crocheted, cont. 15% or more by wt of down, etc",62011310,62014010,0.9954546689987184,1,1,0
"Men's or boys' overcoats, carcoats, capes, cloaks, anoraks, windbreakers and similar articles, knitted or crocheted, of cotton",61012000,61012000,0.9999999403953552,1,1,1
"Men's or boys' shirts, not knitted or crocheted, of manmade fibers, certified hand-loomed and folklore products",62053010,62053010,1.0000003576278689,1,1,1
"Men's or boys' shirts, not knitted or crocheted, of textile materials, nesi",62059040,62059040,0.9708937406539916,1,1,1
"Men's or boys' ski-suits, not knitted or crocheted, water resistant, not containing 15% or more by weight of down, etc",62112015,62112015,1.0,1,1,1
"Men's or boys' suit-type jackets and blazers, knitted or crocheted, of cotton",61033200,61033200,1.000000238418579,1,1,1
"Men's or boys' suit-type jackets and blazers, knitted or crocheted, of wool or fine animal hair",61033100,61033100,1.0000004768371582,1,1,1
"Men's or boys' suits, of synthetic fibers, not knitted or crocheted, containing 36 percent or more by weight of wool or fine animal hair",62031210,62031210,0.9999999403953552,1,1,1
"Men's or boys' swimwear, knitted or crocheted, of synthetic fibers",61123100,61123100,1.0,1,1,1
"Men's or boys' trousers, breeches and shorts, knitted or crocheted, of cotton",61034210,61034210,1.000000238418579,1,1,1
Metal ores and concentrates nesi,26179000,26179000,0.8878810405731201,1,1,1
Methanol (Methyl alcohol) imported only for use in producing synthetic natural gas (SNG) or for direct use as a fuel,29051110,29051110,0.9999994039535522,1,1,1
"Microscopes for microphotography, microcinematography or microprojection, provided with a means for photographing the image",90112040,90112040,0.9999998211860656,1,1,1
"Mineral or chemical fertilizers nesi, containing the three fertilizing elements nitrogen, phosphorus and potassium",31052000,31052000,0.9436383247375488,1,1,1
"Mineral or chemical fertilizers nesi, containing the two fertilizing elements nitrogen and phosphorus",31055900,31055900,0.9363138675689696,1,1,1
"Mirrors, mounted, for optical uses",90029040,90029040,1.000000238418579,1,1,1
"Mixed condiments and mixed seasonings, and sauces and preparations thereof, nesi",21039060,21039072,0.7715216875076294,1,1,1
Mixed xylene isomers,29024400,29024400,1.0000003576278689,1,1,1
"Mixtures containing polymers of 1,2-dihydro-2,2,4-trimethylquinoline average under 5 monomer units",38239022,38123100,0.7504256963729858,1,0,0
"Mixtures of fruit juices, or of vegetable and fruit juices, unfermented and not containing added spirit",20099040,20099040,0.8595344424247742,1,1,1
"Mixtures of vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen",7109090,7109091,0.869658350944519,1,1,1
"Models incorporating a motor, nesi",95038060,84128090,0.6686705350875854,0,0,0
"Monafilament nesi, of plastics, excluding ethylene, vinyl chloride and acrylic polymers",39169030,39169030,0.9232812523841858,1,1,1
"Monumental or building stone and articles thereof, of calcareous stone, nesi, simply cut or sawn, with a flat or even surface",68022200,68022910,0.9529832601547241,1,1,0
"Mountings, fittings and similar articles nesi, and parts thereof, of base metal nesi",83024980,83024980,0.8085322380065918,1,1,1
"Mountings, fittings and similar articles nesi, and parts thereof, of iron or steel, aluminum or zinc",83024960,83024960,0.8896995782852173,1,1,1
"Mountings, fittings and similar articles nesi, suitable for motor vehicles, and parts thereof, of base metal, nesi",83023060,83023030,0.8148611783981323,1,1,1
"Mowers for lawns, parks or sports grounds, nesi",84331900,84331900,0.9400697350502014,1,1,1
Mullite,25086000,25086000,0.9999998807907104,1,1,1
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn over 14 but n/o 43 nm, not put up for retail sale",52054200,52054200,1.000000238418579,1,1,1
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm per single yarn, not put up for retail sale",52053100,52053100,0.9999997615814208,1,1,1
"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 43 but n/o 52 nm, not put up for retail sale",52053300,52053300,1.0000005960464478,1,1,1
N-Methyl-2-pyrrolidone; and 2-pyrrolidone,29337920,29337920,1.0,1,1,1
"N-Vinyl-2-pyrrolidone, monomer",29337930,29337930,0.9999998807907104,1,1,1
Natural camphor,29142110,29142930,1.000000238418579,1,1,0
Natural graphite crystalline flake (not including flake dust),25041010,25041010,0.994474709033966,1,1,1
"Natural or artificial abrasive powder or grain on a base of materials, nesi",68053050,68053050,0.8733825087547302,1,1,1
"Natural silica and quartz sands, nesi",25051050,25051050,0.9504183530807496,1,1,1
Natural uranium metal,28441010,28441010,0.9999999403953552,1,1,1
"Needlecraft sets for making up, consisting of woven fabric and yarn, whether or not with accessories, put up in packings for retail sale",63080000,63080000,0.912910223007202,1,1,1
Newspaper supplements printed by a gravure process,49029010,49029010,0.9999996423721312,1,1,1
Nitrogen,28043000,28043000,1.0000001192092896,1,1,1
Non-driving axles and parts thereof for vehicles of heading 8703,87086050,87085091,0.7942641973495483,1,1,0
"Nonadhesive plates, sheets, film, foil and strip, cellular, of polymers of styrene",39211100,39211100,0.9999998807907104,1,1,1
"Nonadhesive plates, sheets, film, foil and strip, cellular, of polyurethanes, combined with textile materials nesi",39211319,39211319,0.9736331105232242,1,1,1
"Nonadhesive plates, sheets, film, foil and strip, cellular, of regenerated cellulose",39211400,39211400,1.000000238418579,1,1,1
"Nonadhesive plates, sheets, film, foil and strip, nonflexible, nesi, of noncellular plastics",39219050,39219050,0.9699442982673644,1,1,1
"Nonadhesive plates, sheets, film, foil and strip, of noncellular plastics combined with man-made fibers, over 1.492 kg/sq m",39219025,39219025,1.0000001192092896,1,1,1
"Nonadhesive plates, sheets, film, foil and strip, of noncellular plastics combined with textile materials, nesi, not over 1.492 kg/sq m",39219019,39219019,0.9814457893371582,1,1,1
"Nonadhesive plates, sheets, film, foil, strip, of noncellular plastics combined with man-made fibers, n/o 1.492 kg/sq m, n/o 70% plastics",39219015,39219015,1.000000238418579,1,1,1
"Nonaromatic compounds of thiocarbamates and dithiocarbamates, nesi",29302050,29302090,0.8932374119758606,1,1,1
"Nonaromatic cyclic amides (including cyclic carbamates) and their derivatives; salts thereof, nesi",29242950,29242995,0.9044165611267092,1,1,1
"Nonaromatic derivatives of hydrocarbons containing only nitro or only nitroso groups, nesi",29042050,29042050,0.976659893989563,1,1,1
"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesi",29339048,29339990,0.966782569885254,1,1,0
"Nonaromatic heterocyclic compounds with nitrogen hetero-atom(s) only, nesi",29339050,29339997,0.9600078463554382,1,1,0
"Nonaromatic heterocyclic compounds with nitrogen hetro-atom(s) only, containing an unfused imidazole ring, nesi",29332950,29332945,0.9200378656387328,1,1,1
Nonaromatic organo-sulfur compounds nesi,29309050,29309049,0.8599510192871094,1,1,1
"Nonconiferous wood dowel rods, plain, continuously shaped along any of its edges or faces",44092060,44091060,0.9443731904029846,1,1,0
"Nonelastomeric products specified in note 3 to Chap. 39, nesi",39119050,29359075,0.5417615175247192,0,0,0
"Nonelectrical instruments and apparatus for physical or chemical analysis, measuring viscosity, or checking heat, sound or light, nesi",90278080,90278980,0.9738624691963196,1,1,0
"Nonelectrical instruments and apparatus using optical radiations (ultraviolet, visible, infrared), nesi",90275080,90275080,0.9451470375061036,1,1,1
"Nonelectrical spectrometers, spectrophotometers and spectrographs using optical radiations (ultraviolet, visible, infrared)",90273080,90273080,0.9999997019767758,1,1,1
"Nongraphic, nonbleached kraft paper and paperboard, nesi, coated on side(s), in rolls or sheets",48103940,48103965,0.8687090277671814,1,1,1
Noninflatable hollow balls not over 19 cm in diameter,95066940,95066940,0.8863823413848877,1,1,1
"Nut oils, whether or not refined, not chemically modified",15159020,15159021,1.0,1,1,1
"Oak wood, sawn or chipped lengthwise, sliced or peeled, over 6 mm thick",44079100,44079100,1.0,1,1,1
"Objective lenses, nesi, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",90021180,90021900,0.9512674808502196,1,1,0
"Odoriferous or flavoring compounds of aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and derivatives",29163920,29163921,0.9999998211860656,1,1,1
Oil or fuel filters for internal combustion engines,84212300,84212300,1.000000238418579,1,1,1
Oleic acid,15191200,38231200,0.9999997615814208,0,0,0
"Olives, fresh or chilled",7099035,7099200,0.9999998807907104,1,1,0
"Onion sets, fresh or chilled",7031020,7031020,1.0,1,1,1
Optical direction finding compasses,90141010,90141010,1.0000003576278689,1,1,1
"Optical elements nesi, unmounted",90019090,90019090,0.9267070889472958,1,1,1
"Optical telescopes, including monoculars",90058040,90058040,1.0,1,1,1
"Origanum, crude or not manufactured",9109920,9109920,0.9999998807907104,1,1,1
Paint filters and strainers of paper or paperboard,48232010,48232010,1.0000001192092896,1,1,1
"Palladium, unwrought or in powder form",71102100,71102100,1.0,1,1,1
"Paper and paperboard labels, not printed, nesi",48219040,48219040,0.9413719177246094,1,1,1
"Paper and paperboard, in rolls or sheets, nesi",48089060,48089060,0.9600871801376344,1,1,1
"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or of asbestos and magnesium carbonate",68126000,68129910,0.8481835126876831,1,1,0
"Paper, paperboard, cell. wadding & webs of cell. fibers all/partly covered with flock, gelatin, metal, metal solutions, rolls/sheets",48119020,48119020,0.8987467885017395,1,1,1
Parings and similar waste of raw hides or skins; glue stock nesi,5119920,5119920,0.9472241401672364,1,1,1
"Parts & accessories for apparatus & equipment for photographic (incl. cinematographic) labs, nesi, negatoscopes, & projection screens",90109080,90109095,0.9718504548072816,1,1,1
Parts and accessories for hearing aids and for pacemakers for stimulating heart muscles,90219040,90219040,0.9999998807907104,1,1,1
"Parts and accessories nesi, for machines of heading 8464",84669150,84669150,0.9321699738502502,1,1,1
Parts and accessories of apparatus based on the use of X-rays,90229060,90229060,1.0000005960464478,1,1,1
"Parts and accessories of articles of heading 9301 to 9304, nesi",93059060,93059960,0.921272873878479,1,1,0
Parts and accessories of articles of subheading 9304.00.20 or 9304.00.40,93059050,93059950,0.9805333614349364,1,1,0
Parts and accessories of automatic pilots for aeronautical or space navigation of subheading 9014.20.40,90149010,90149010,0.9999994039535522,1,1,1
Parts and accessories of electrical instruments and apparatus of heading 9027,90279040,90279059,0.9032015800476074,1,1,1
"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers",90269040,90269040,1.0000001192092896,1,1,1
"Parts and accessories of revolvers or pistols except of heading 9302, nesi",93051080,93051020,0.913406252861023,1,1,1
Parts and accessories of rifles of heading 9301,93059010,93059110,0.9663743376731871,1,1,0
Parts and accessories of stuffed toys representing animals or non-human creatures,95034130,63079075,0.6503351926803589,0,0,0
Parts of aircraft of heading 8801 or 8802 nesi,88039090,88079090,0.8369516134262085,1,0,0
"Parts of calendering or rolling machines for making paper pulp, paper or paperboard",84209920,84209920,0.9999997615814208,1,1,1
Parts of dishwashing machines,84229005,84229006,0.8451775312423706,1,1,1
Parts of electrical telegraphic terminal apparatus (including teleprinting machines),85179070,85437060,0.7172749638557434,1,0,0
Parts of fans (including blowers) and ventilating or recycling hoods,84149010,84149010,1.0,1,1,1
"Parts of footwear nesi; removable insoles, heel cushions, etc; gaiters, leggings, etc, and parts thereof; of textile materials",64069915,64069015,0.9329646825790404,1,1,0
"Parts of machinery for sugar manufacture, nesi",84389010,84389010,0.93027263879776,1,1,1
"Parts of microphones and stands thereof, loudspeakers, headphones and earphones nesi, electric amplifiers, and electric sound amplifier sets",85189030,85189081,0.9159054160118104,1,1,1
"Parts of railway or tramway rolling stock, nesi",86079950,86079950,0.8836812376976013,1,1,1
Parts of spherical roller bearings nesi,84829950,84829965,0.8435260057449341,1,1,1
"Parts of television apparatus, nesi",85299035,85299093,0.9166678786277772,1,1,1
"Parts, trimmings and accessories of umbrellas, walking-sticks, seat-sticks, whips, riding-crops and the like, nesi",66039000,66039081,0.7645083665847778,1,1,1
Peach jam,20079935,20079935,0.9999998211860656,1,1,1
"Pear juice, unfermented and not containing added spirit",20098020,20098920,0.7438177466392517,1,1,0
"Pears and quinces, fresh, if entered during the period from April 1 through June 30, inclusive",8082020,8083020,0.8899891972541809,1,1,0
"Pears and quinces, fresh, if entered during the period from July 1 through the following March 31, inclusive",8082040,8083040,0.8818220496177673,1,1,0
"Peat (including peat litter), whether or not agglomerated",27030000,27030000,1.000000238418579,1,1,1
Pencil sharpeners,84729040,84729040,1.0000003576278689,1,1,1
Pentabromoethylbenzene; and tribromocumene,29036925,29039923,0.858744740486145,1,1,0
"Percussion musical instruments, nesi, except for drums, cymbals, chimes, peals or carillons (for example, xylophones, castanets, maracas)",92060080,92060080,0.9393593072891236,1,1,1
Personal deodorants and antiperspirants,33072000,33072000,1.000000238418579,1,1,1
"Phenylacetic acid salts and esters, nesi",29163350,29163977,0.8851968050003052,1,1,0
"Phosphor copper, containing more than 15 percent by weight of phosphorus",28481000,28539010,0.962348222732544,1,0,0
Phosphorus,28047000,28047000,1.000000238418579,1,1,1
"Photographic film nesi, in rolls, of a width not exceeding 16 mm and of a length exceeding 14 m",37029200,37029600,0.8941925764083862,1,1,0
"Photographic flashbulbs, flashcubes and the like",90066200,90069900,0.6389763355255127,1,1,0
"Photographic plates, film, for color photography, nesi, in the flat, sensitized, unexposed, not of paper, paperboard, textiles",37019100,37019100,0.9781595468521118,1,1,1
"Pigments dispersed in nonaqueous media, in liquid or paste form, used in making paints; dyes & coloring matter packaged for retail sale",32129000,32129000,1.0000003576278689,1,1,1
"Pineapples, fresh or dried, reduced in size",8043060,8043060,0.9999994039535522,1,1,1
"Pineapples, preserved by sugar (drained, glace or crystallized)",20060040,20060040,0.9999994039535522,1,1,1
"Pinking shears of base metal, and blades thereof, valued over $30 per dozen",82130060,82130060,0.9888375997543336,1,1,1
"Pistachios, in shell, fresh or dried",8025020,8025100,0.9938304424285888,1,1,0
"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 43 to 68, of yarns of different colors",52084240,52084240,0.9987763166427612,1,1,1
"Plain weave fabrics, less than 85% polyester staple fibers mixed mainly or solely with cotton, over 170 g/m2, dyed",55142100,55132100,0.9558000564575196,1,0,0
"Planing machines, for metals, sintered metal carbides or cermets",84611000,84604080,0.6900538206100464,1,0,0
"Plates, sheets and strip of copper-tin base alloys (bronze) in coils of a thickness of less than 5 mm, of a width of less than 500 mm",74093190,74093190,0.9331979155540466,1,1,1
"Plates, sheets and strip of nickel alloys, cold formed",75062010,75062010,0.9763581156730652,1,1,1
"Platinum, unwrought or in powder form",71101100,71101100,1.000000238418579,1,1,1
"Plywood nesi, with face ply nesi, not surface covered or surface covered with a clear or transparent material",44129940,44125241,0.7914835214614868,1,1,0
"Plywood of wood sheet n/o 6 mm thick each,outer ply of nonconiferous wood,face ply of Spanish Cedar or walnut,not or clear surface covered",44121215,44123930,0.9413086175918579,1,1,0
"Plywood of wood sheets, n/o 6 mm thick each, with outer ply of nonconiferous wood, surface covered, nesi",44121250,44123950,0.955996870994568,1,1,0
"Polyisobutylene, elastomeric, in primary forms",39022010,39022010,0.9999998211860656,1,1,1
"Polymers of ethylene, nesi, in primary forms, elastomeric",39019010,39019010,0.9496778249740601,1,1,1
"Polymers of styrene, nesi, in primary forms",39039050,39039050,0.9338347911834716,1,1,1
"Pork shoulders and cuts thereof, boned and cooked and packed in airtight containers",16024220,16024220,0.9999997019767758,1,1,1
Potassium bitartrate (Cream of tartar),29181320,29181320,1.0,1,1,1
