1990 Product Code,1990 Description,GPT-4 Predicted HS Code,Formatted GPT-4 Predicted HS Code,Closest 2023 HS Code,2023 Product Description,F1 Score HS4,F1 Score HS6,F1 Score HS8
84774000,Vacuum-molding and other thermoforming machines for working rubber or plastics or for the manufacture of products from these materials,84774000,84774000,84741000,"Sorting, screening, separating or washing machines for earth, stones, ores or other mineral substances in solid form",1.0,1.0,1.0
51091040,"Yarn of Angora rabbit hair, containing 85 percent or more by weight of the Angora hair, put up for retail sale",510710,510710,4051010,Butter subject to quota pursuant to chapter 4 additional US note 6,0.0,0.0,0.0
4029940,"Condensed milk, other than in airtight containers",0402910000,402910000,4090000,Natural honey,1.0,0.0,0.0
84082010,Compression-ignition internal-combustion piston engines to be installed in tractors suitable for agricultural use,84082010,84082010,84082010,Compression-ignition internal-combustion piston engines to be installed in tractors suitable for agricultural use,1.0,1.0,1.0
52083140,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 42 or lower, nesi",5208.21.00,52082100,52021000,Cotton yarn waste (including thread waste),1.0,0.0,0.0
84302000,Snowplows and snowblowers,84302000,84302000,84302000,Snowplows and snowblowers,1.0,1.0,1.0
17023020,"Glucose and glucose syrup, not containing fructose or in the dry state less than 20% fructose, blended with other sugar in chapter 17",1702.30.00,17023000,17023040,"Glucose and glucose syrup, not containing fructose or in the dry state less than 20 percent by weight of fructose, nesoi",1.0,1.0,0.0
72084300,"Flat-rolled iron or nonalloy steel products nesi, hot-rolled, not clad, plated or coated, 4.75 mm or more but n/o 10 mm thick",720837,720837,4062083,"Cheese containing or processed from swiss, emmentaler or gruyere-process cheeses, grated or powdered, not subject to add US nte 22 to Ch. 4",1.0,0.0,0.0
84335900,"Harvesting machinery or threshing machinery, nesi",84335100,84335100,84335100,Combine harvester-threshers,1.0,0.0,0.0
62011310,"Men's or boys' overcoats, carcoats, capes, & like coats of man-made fibers, not knit or crocheted, cont. 15% or more by wt of down, etc",620113,620113,1061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",1.0,1.0,0.0
20099040,"Mixtures of fruit juices, or of vegetable and fruit juices, unfermented and not containing added spirit",2009.89.60,20098960,20079960,"Strawberry pastes and purees, being cooked preparations",1.0,0.0,0.0
57041000,"Carpet tiles of felt, not tufted or flocked, whether or not made up, having a maximum surface area of 0.3 m2",57033000,57033000,51033000,"Waste of coarse animal hair, including yarn waste but excluding garnetted stock",0.0,0.0,0.0
54023330,"Single textured yarn of polyesters, not put up for retail sale",5402.33,540233,4062033,"Cheddar cheese, grated or powdered, not subject to gen. note 15 or add. US note 18 to Ch. 4",1.0,1.0,0.0
32041930,"Sulfur black, ""Colour Index Nos. 53185, 53190 and 53195"" and preparation based thereon",32041900,32041900,32019010,"Tannic acid, containing by weight 50 percent or more of tannic acid",1.0,1.0,0.0
40161000,Articles of vulcanized cellular rubber other than hard rubber,40169100,40169100,40169100,"Floor covering and mats, of noncellular vulcanized rubber other than hard rubber",1.0,0.0,0.0
28451000,Heavy water (Deuterium oxide),284510,284510,3028450,"Seabass, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",1.0,1.0,0.0
2069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",0206.29.00,2062900,2062900,"Edible offal of bovine animals, except tongues or livers, frozen",0.0,0.0,0.0
28061000,Hydrogen chloride (Hydrochloric acid),28061000,28061000,28061000,Hydrogen chloride (Hydrochloric acid),1.0,1.0,1.0
84209990,"Parts of calendering or other rolling machines, other than for metals or glass, nesi",84209990,84209990,84209990,"Parts of calendering or other rolling machines, other than for metals or glass, nesoi",1.0,1.0,1.0
28053000,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",2805.30.00,28053000,28053000,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",1.0,1.0,1.0
91119050,"Bezels, backs and centers, of watch cases, not of precious metal or of metal clad with precious metal",9111.20.00,91112000,39111000,"Petroleum resins, coumarone, indene, or coumarone-indene resins and polyterpenes, in primary forms",1.0,0.0,0.0
64069915,"Parts of footwear nesi; removable insoles, heel cushions, etc; gaiters, leggings, etc, and parts thereof; of textile materials",6406.90,640690,90064060,"Instant print cameras, other than fixed focus, valued not over $10 each",1.0,0.0,0.0
36049000,"Signaling flares, rain rockets, fog signals and other pyrotechnic articles, excluding fireworks",36049000,36049000,36049000,"Signaling flares, rain rockets, fog signals and other pyrotechnic articles, excluding fireworks",1.0,1.0,1.0
84212300,Oil or fuel filters for internal combustion engines,84212300,84212300,84212300,Oil or fuel filters for internal combustion engines,1.0,1.0,1.0
93059010,Parts and accessories of rifles of heading 9301,9305.10.00,93051000,9051000,"Vanilla beans, neither crushed nor ground",1.0,0.0,0.0
7132010,Seeds of chickpeas (garbanzos) of a kind used for sowing,10081000,10081000,10081000,Buckwheat,0.0,0.0,0.0
63025220,"Table linen of flax, other than tablecloths and napkins, not knitted or crocheted",6304.19,630419,4063049,"Gruyere-process cheese, processed, not grated or powdered, subject to gen. note 15 of the HTS",0.0,0.0,0.0
91119070,"Parts of watch cases, other than bezels, backs and centers, not of precious metal or of metal clad with precious metal",9111.90.00,91119000,15119000,"Palm oil, other than crude, and its fractions, whether or not refined, but not chemically modified",1.0,1.0,0.0
84624100,"Punch/notch machines (incl. presses), incl. combined punch & shearing machines, numerically controlled for working metal or metal carbides",84624100,84624100,84241000,"Fire extinguishers, whether or not charged",1.0,1.0,1.0
7109090,"Mixtures of vegetables nesi, uncooked or cooked by steaming or boiling in water, frozen",07109000,7109000,1029000,"Live bovine animals, other than cattle and buffalo",1.0,0.0,0.0
31025000,Sodium nitrate,31025000,31025000,31025000,Sodium nitrate,1.0,1.0,1.0
4064080,"Blue-veined cheeses, other than Roquefort, other than in original loaves, not grated or powdered, not processed",0406.40.00,4064000,4064020,"Roquefort cheese in original loaves, not grated or powdered, not processed",1.0,0.0,0.0
84061190,Vapor turbines for marine propulsion other than steam turbines,8406.82,840682,4069082,"Cheeses & subst. for cheese (incl. mixt.), nesoi, w/ or from Am. cheese except cheddar, subj. to add. US note 19 to Ch.4, not GN15",1.0,0.0,0.0
48239080,"Gaskets, washers and other seals of paper, paperboard and webs of cellulose fibers, nesi",482390,482390,1023900,"Live buffalo, other than purebred breeding animals",1.0,1.0,0.0
40082100,"Plates, sheets and strip of vulcanized, noncellular rubber, other than hard rubber",400821,400821,2084001,"Meat and edible meat offal of whales, dolphins, porpoises, manatees, dugongs, seals, seal lions or walruses, fresh, chilled or frozen",1.0,1.0,0.0
29109010,Butylene oxide,29091900,29091900,20091900,"Orange juice, not frozen, of a Brix value exceeding 20, unfermented",0.0,0.0,0.0
49119980,"Printed matter, nesi",490199,490199,3044901,"Pike, pickerel, whitefish, tilapia, perch, cusk, other fish fillets, fresh or chilled",0.0,0.0,0.0
86079950,"Parts of railway or tramway rolling stock, nesi",86079900,86079900,86071990,"Parts of railway/tramway locomotives/rolling stock, parts of truck assemblies for self-propelled vehicles or for non-self propelled nesoi",1.0,1.0,0.0
83024960,"Mountings, fittings and similar articles nesi, and parts thereof, of iron or steel, aluminum or zinc",8302.42.00,83024200,3024200,"Anchovies, excl. fillets, livers & roes, fresh or chilled, scaled, in immediate containers weighing with their contents <6.8 kg",1.0,0.0,0.0
54077310,"Woven fabrics, cont. 85% or more syn. filaments by weight, thread count 69-142/cm in warp and 31-71/cm in filling, of colored yarn",54075200,54075200,54072000,Woven fabrics obtained from strip or the like of synthetic textile materials,1.0,0.0,0.0
20097000,"Apple juice, unfermented and not containing added spirit",20097900,20097900,20097900,"Apple juice, of a Brix value exceeding 20, unfermented",1.0,0.0,0.0
72021950,Ferromanganese containing by weight more than 1 percent but not more than 2 percent of carbon,72021100,72021100,17021100,"Lactose and lactose syrup containing by weight 99% or more lactose, calculated on the dry matter",1.0,0.0,0.0
90141010,Optical direction finding compasses,90148010,90148010,90148010,"Optical navigational instruments, nesoi",1.0,0.0,0.0
62063020,"Women's or girls' blouses and shirts, not knitted or crocheted, of cotton, containing 36 percent or more of flax fibers, nesi",62063000,62063000,2063000,"Edible offal of swine, fresh or chilled",1.0,1.0,0.0
84137020,"Centrifugal pumps for liquids, not fitted with a measuring device, nesi",841370,841370,20081930,"Pignolia and pistachio nuts, otherwise prepared or preserved, nesoi",1.0,1.0,0.0
29215110,"4-Amino-2-(N,N-Diethylamino)-toluene hydrochloride; m- and o-phenylenediamine; toluene-2,4 and -2,5-diamine; and toluene-2,5-diamine sulfate",29214200,29214200,29024200,m-Xylene,1.0,0.0,0.0
62099040,"Babies' garments and clothing accessories, not knitted or crocheted, nesi, of textile materials nesi",6209.90.00,62099000,2099000,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",1.0,1.0,0.0
16041980,"Prepared or preserved fish, whole or in pieces, but not minced, nesi",16042000,16042000,1042000,Live goats,1.0,0.0,0.0
35011010,"Casein, milk protein concentrate",0404.10.00,4041000,1041000,Live sheep,0.0,0.0,0.0
64041940,"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued not over $3/pair",640419,640419,4041090,"Whey (except modified whey), dried, whether or not conc. or sweetened, not subject to gen. note 15 or add US nte 12 to Ch.4",1.0,1.0,0.0
60029300,"Knitted or crocheted fabrics of man-made fibers, nesi",60041000,60041000,60041000,"Knitted or crocheted fabrics, width exceeding 30 cm, containing 5% or more of elastomeric yarn but no rubber thread, not of heading 6001",0.0,0.0,0.0
15132900,"Palm kernel oil or babassu oil, other than crude, and their fractions, whether or not refined, but not chemically modified",151329,151329,15132900,"Palm kernel oil or babassu oil, other than crude, and their fractions, whether or not refined, but not chemically modified",1.0,1.0,0.0
29042045,"Aromatic derivatives of hydrocarbons containing only nitro or only nitroso groups, nesi",290420,290420,6029020,Live orchid plants,1.0,1.0,0.0
52081120,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, unbleached, of number 42 or lower",520821,520821,3052020,"Sturgeon roe, dried, smoked, salted or in brine",1.0,0.0,0.0
61044100,"Women's or girls' dresses, knitted or crocheted, of wool or fine animal hair",611011,611011,1061100,Live primates,0.0,0.0,0.0
29309050,Nonaromatic organo-sulfur compounds nesi,29309099,29309099,29309029,Other aromatic organo-sulfur compounds (excluding pesticides),1.0,1.0,0.0
41042950,"Upper & sole equine and bovine (ex. buffalo & pretanned bovine) leather, w/o hair, pretanned, tanned or retanned, not further processed",410449,410449,4041048,"Whey (except modified whey), dried, whether or not conc. or sweetened, subject to gen. note 15 of the HTS",1.0,0.0,0.0
39269060,"Belting and belts (except V-belts) for machinery, of plastics, not containing textile fibers",39269010,39269010,39269010,"Buckets and pails, of plastics , nesoi",1.0,1.0,0.0
29411030,"Carfecillin, sodium; cloxacillin, sodium; dicloxacillin, sodium; flucloxacillin (Floxacillin); and oxacillin, sodium",30041000,30041000,1041000,Live sheep,0.0,0.0,0.0
3054100,"Smoked Pacific, Atlantic and Danube salmon, including fillets",030520,30520,2013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",0.0,0.0,0.0
85443000,"Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",85443000,85443000,85443000,"Insulated ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",1.0,1.0,1.0
9091000,Seeds of anise or badian,12091000,12091000,12091000,Sugar beet seeds of a kind used for sowing,0.0,0.0,0.0
94019050,"Parts of seats, nesi (other than those of heading 9402)",940190,940190,1059400,Live Poultry;Chickens,1.0,1.0,0.0
84128090,"Engines and motors, nesi (excluding motors of heading 8501)",8407.90,840790,2084001,"Meat and edible meat offal of whales, dolphins, porpoises, manatees, dugongs, seals, seal lions or walruses, fresh, chilled or frozen",0.0,0.0,0.0
30042000,"Medicaments containing antibiotics, nesi, in dosage form or packed for retail",30042000,30042000,30042000,"Medicaments containing antibiotics, nesoi, in dosage form or packed for retail",1.0,1.0,1.0
64041960,"Footwear having certain specified soles of rubber or plastics and uppers of textile materials, valued over $3 but not over $6.50/pair",640419,640419,4041090,"Whey (except modified whey), dried, whether or not conc. or sweetened, not subject to gen. note 15 or add US nte 12 to Ch.4",1.0,1.0,0.0
39219019,"Nonadhesive plates, sheets, film, foil and strip, of noncellular plastics combined with textile materials, nesi, not over 1.492 kg/sq m",39219099,39219099,39219019,"Nonadhesive plates, sheets, film, foil and strip, of noncellular plastics combined with textile materials, nesoi, not over 1.492 kg/sq m",1.0,1.0,0.0
87086050,Non-driving axles and parts thereof for vehicles of heading 8703,8708.50.00,87085000,84705000,Cash registers,1.0,0.0,0.0
84681000,Hand-held blow torches,84682000,84682000,84162000,"Furnace burners for pulverized solid fuel or for gas, including combination burners",1.0,0.0,0.0
62034120,"Men's or boys' bib and brace overalls, not knitted or crocheted, of wool or fine animal hair",62011200,62011200,26011200,"Iron ores and concentrates (other than roasted iron pyrites), agglomerated",0.0,0.0,0.0
39219050,"Nonadhesive plates, sheets, film, foil and strip, nonflexible, nesi, of noncellular plastics",392190,392190,1039100,"Live swine, other than purebred breeding swine, weighing less than 50 kg each",1.0,1.0,0.0
27149000,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",27149000,27149000,27149000,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",1.0,1.0,1.0
84342000,Dairy machinery other than milking machines,8434.20,843420,2042320,"Boneless meat of lamb, fresh or chilled",1.0,1.0,0.0
48089060,"Paper and paperboard, in rolls or sheets, nesi",4802.69.00,48026900,48026910,"Writing & cover paper, of which over 10% by weight total fiber content consists of fiber obtained by mechanical process, sheets nesoi",0.0,0.0,0.0
72269900,"Flat-rolled products of alloy steel nesi, of a width of less than 600 mm",7226.92.00,72269200,72029200,Ferrovanadium,1.0,0.0,0.0
28141000,Anhydrous ammonia,2814.10.00,28141000,28141000,Anhydrous ammonia,1.0,1.0,1.0
39211319,"Nonadhesive plates, sheets, film, foil and strip, cellular, of polyurethanes, combined with textile materials nesi",39211900,39211900,39211900,"Nonadhesive plates, sheets, film, foil and strip, cellular, of plastics nesoi",1.0,0.0,0.0
48219040,"Paper and paperboard labels, not printed, nesi",482110,482110,3048110,"Frozen salmon fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight",1.0,0.0,0.0
27100040,"Lubricating greases, except those containing not over 10 percent by weight of salts of fatty acids of animal or vegetable origin",27101983,27101983,27101930,"Lubricating oils, w/or w/o additives, fr. petro oils and bitumin minerals (o/than crude) or preps. 70%+ by wt. fr. petro oils",1.0,0.0,0.0
2011000,"Carcasses and half-carcasses of bovine animals, fresh or chilled",0201.10.00,2011000,2011005,"Bovine carcasses and halves, fresh or chld., descr. in gen. note 15 of the HTS",1.0,1.0,1.0
29171920,"Specified acyclic polycarboxylic acids and their derivatives, described in additional U.S. note 3 to section VI",2917.39.00,29173900,29171300,"Azelaic acid, sebacic acid, their salts and esters",1.0,0.0,0.0
62089110,"Women's or girls' bathrobes, dressing gowns and similar articles, not knitted or crocheted, of cotton",620792,620792,4062079,"Cheese containing or processed from italian-type cheeses made from cow's milk, grated or powdered, not subject to add US note 21 to Ch. 4",0.0,0.0,0.0
63080000,"Needlecraft sets for making up, consisting of woven fabric and yarn, whether or not with accessories, put up in packings for retail sale",63080000,63080000,63080000,"Needlecraft sets for making up into rugs, etc., consist of woven fabric and yarn, whether/not w/accessories, put up packings for retail sale",1.0,1.0,1.0
85273140,"Radiobroadcast receiver combinations incorporating tape players, nesi",852792,852792,40082920,"Rods and profile shapes of vulcanized, noncellular rubber, other than hard rubber",1.0,0.0,0.0
55144300,"Printed woven fabrics, under 85% by weight polyester staple fibers, nesi, mixed mainly or solely with cotton, over 170g/m2",5514.22.00,55142200,55142200,"Wov 3-or 4-thread twill fabric of poly staple fib,incl cross twill,< 85% poly staple fibers,mixed mainly/solely w/cotton,ov 170 g/m2, dyed",1.0,0.0,0.0
29242942,"Aromatic cyclic amides (including cyclic carbamates) & their derivatives; salts thereof, nesi, 5-Bromoacetyl-2-salicylamide",29242990,29242990,29124990,"Nonaromatic aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, nesoi",1.0,1.0,0.0
61121910,"Track suits, knitted or crocheted, of artificial fibers",6112.31,611231,1061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",1.0,0.0,0.0
39023000,"Propylene copolymers, in primary forms",39023000,39023000,39023000,"Propylene copolymers, in primary forms",1.0,1.0,1.0
84012000,"Machinery and apparatus for isotopic separation, and parts thereof",842230,842230,2022030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",0.0,0.0,0.0
28380000,"Fulminates, cyanates and thiocyanates",28429000,28429000,24029000,"Cigars, cheroots and cigarillos and cigarettes of tobacco substitutes",0.0,0.0,0.0
90269040,"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers",90269000,90269000,2069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",1.0,1.0,0.0
34031950,Lubricating preparations containing less than 50% by weight of petroleum oils or of oils from bituminous minerals,34039900,34039900,34039900,"Lubricating preparations (incl. lubricant-based preparations), nesoi",1.0,0.0,0.0
52051420,"Single cotton yarn, measuring 85% or more cotton by weight, of uncombed fibers, over 52 but n/o 80 nm, not put up for retail sale, nesi",520523,520523,3052020,"Sturgeon roe, dried, smoked, salted or in brine",1.0,0.0,0.0
84229005,Parts of dishwashing machines,84229000,84229000,38229000,Certified reference materials relating to diagnostic or laboratory reagents,1.0,1.0,0.0
29349005,"5-Amino-3-phenyl-1,2,4-thiadiazole(3-Phenyl-5-amino-1,2,4-thiadiazole), other specified aromatic or mod. aromatic heterocyclic compounds",29349990,29349990,29349990,"Nonaromatic other heterocyclic compounds, nesoi",1.0,0.0,0.0
38109010,"Preparations used for soldering or cores or coatings for welding electrodes or rods, 5% or more by weight aromatic (or mod.) substance(s)",381090,381090,3038100,"Dogfish and other sharks, frozen, excluding fillets, livers, roes and fish meat of 0304",1.0,1.0,0.0
94011040,Leather upholstered seats of a kind used for aircraft,94011000,94011000,4011000,"Milk and cream, unconcentrated, with no added sweeteners, fat content, by weight, not more than 1 percent",1.0,1.0,0.0
48143000,"Wallpaper and similar wallcoverings of paper, covered on the face side with plaiting material",481420,481420,2044220,"Cuts of lamb meat with bone in, frozen",1.0,0.0,0.0
38061000,Rosin,38061000,38061000,38061000,Rosin and resin acids,1.0,1.0,1.0
68126000,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or of asbestos and magnesium carbonate",68129000,68129000,28129000,"Halides and halide oxides of nonmetals, excluding chlorides and chloride oxides",1.0,0.0,0.0
62021900,"Women's or girls' overcoats, carcoats, etc, not knitted or crocheted, of textile materials other than of cotton or man-made fibers",620213,620213,1061201,"Live whales, dolphins and porpoises; manatees and dugongs, seals, sea lions, and walruses",1.0,0.0,0.0
72091200,"Flat-rolled high-strength nonalloy steel products, in coils, cold-rolled, not clad, plated or coated, over 1 mm but under 3 mm thick",7225.30.00,72253000,25253000,"Mica, waste",0.0,0.0,0.0
23062000,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of linseed",23040000,23040000,23040000,"Oilcake and other solid residues, resulting from the extraction of soybean oil",0.0,0.0,0.0
40109119,"Conveyor or transmission belts or belting, of vulcanized rubber, nesi, over 20 cm wide, combined with textile materials nesi",40101900,40101900,1012900,Live horses other than purebred breeding horses,1.0,0.0,0.0
37012000,"Instant print film in the flat, sensitized, unexposed, whether or not in packs",3702.44.00,37024400,3024400,"Mackerel, excl. fillets, livers & roes, fresh or chilled",0.0,0.0,0.0
29012450,Isoprene less than 95 percent pure,29021900,29021900,29021900,"Cyclanic hydrocarbons (except cyclohexane), cyclenic hydrocarbons and cycloterpenes",0.0,0.0,0.0
92099480,Parts and accessories for the musical instruments of heading 9207 other than collapsible musical instrument stands,9209.99.00,92099900,92099905,"Metronomes, tuning forks and pitch pipes of all kinds",1.0,0.0,0.0
87060015,"Chassis fitted with engines, for the vehicles of heading 8703",870600,870600,2068000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",1.0,1.0,0.0
61041100,"Women's or girls' suits, knitted or crocheted, of wool or fine animal hair",6104.13.00,61041300,61013010,"Men's or boys' overcoats, carcoats, capes and like articles knitted or crocheted, of man-made fibers, 25% or more by weight of leather",1.0,0.0,0.0
64029920,"Footwear nesi, with outer soles and uppers of rubber or plastics, designed to be worn as protection",6401.92,640192,4061012,"Fresh (unripened/uncured) cheese (ex chongos), incl whey cheese and curd, subj to gen. note 15 of the HTS, not GN15",0.0,0.0,0.0
63049300,"Furnishing articles, excluding those of heading 9404, other than bedspreads, not knitted or crocheted, of synthetic fibers",6303.92,630392,4063032,"Colby cheese, processed, not grated or powdered, subject to gen. note 15 of the HTS",0.0,0.0,0.0
42069000,"Articles of gut (other than silkworm gut or catgut), of goldbeater's skin, of bladders or of tendons",05040000,5040000,5040000,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof",0.0,0.0,0.0
82159905,"Forks of base metal with stainless steel handles containing nickel or over 10% by weight manganese, nesi",8215.99.10,82159910,82159910,"Base metal forks, w/stainless steel handles, nesoi, valued under 25 cents each",1.0,1.0,0.0
62159000,"Ties bow ties and cravats, not knitted or crocheted, of textile materials nesi",62052000,62052000,20052000,"Potato preparations, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",0.0,0.0,0.0
95034130,Parts and accessories of stuffed toys representing animals or non-human creatures,95030099,95030099,29093009,Bis-(tribromophenoxy)ethane; pentabromodiphenyl oxide; and tetradecabromodiphenoxy benzene,1.0,0.0,0.0
48232010,Paint filters and strainers of paper or paperboard,482390,482390,1023900,"Live buffalo, other than purebred breeding animals",1.0,0.0,0.0
74050060,"Master alloys of copper, not containing by weight 5% or more but not more than 15% of phosphorus",7405.00.00,74050000,27050000,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases or other gaseous hydrocarbons",1.0,1.0,0.0
72172310,"Round wire of iron or nonalloy steel, cont. 0.25% or more but less than 0.6% of carbon, plated or coated with base metals other than zinc",721720,721720,2071200,"Chickens, not cut in pieces, frozen",1.0,0.0,0.0
16042025,"Fish balls, cakes and puddings, not in oil, and in immediate nonairtight containers weighing with their contents not over 6.8 kg each",16042000,16042000,1042000,Live goats,1.0,1.0,0.0
20057011,"Prepared or preserved ripe green olives in saline solution, not pitted, the first 730 tons per year in containers less than 13 kg",200570,200570,1029000,"Live bovine animals, other than cattle and buffalo",1.0,1.0,0.0
90021180,"Objective lenses, nesi, mounted, and parts and accessories therefor, for cameras, projectors or photographic enlargers or reducers",9002.11.00,90021100,3021100,"Trout, fresh or chilled, excluding fillets, other meat portions, livers and roes",1.0,1.0,0.0
7108045,"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered July 15 through August 31, inclusive, in any year",2002.90.30,20029030,6029030,"Live herbaceous perennials, other than orchid plants, with soil attached to roots",0.0,0.0,0.0
50050000,"Yarn spun from silk waste, not put up for retail sale",5003.00,500300,2050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0.0,0.0,0.0
84079010,"Spark-ignition rotary or reciprocating internal-combustion piston engines nesi, installed in agricultural/horticultural machinery/equipment",840790,840790,2084001,"Meat and edible meat offal of whales, dolphins, porpoises, manatees, dugongs, seals, seal lions or walruses, fresh, chilled or frozen",1.0,1.0,0.0
31055900,"Mineral or chemical fertilizers nesi, containing the two fertilizing elements nitrogen and phosphorus",310590,310590,60031090,"Knitted or crocheted fabrics of wool or fine animal hair nesoi, width not exceeding 30 cm, other than those of heading 6001 or 6002",1.0,0.0,0.0
29095045,"Ether-phenols, ether-alcohol-phenols & their halogenated, sulfonated, nitrated, nitrosated derivatives nesi, in add. U.S. note 3 to sec. VI",29093020,29093020,29093020,"Odoriferous or flavoring compounds of aromatic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",1.0,0.0,0.0
79020000,Zinc waste and scrap,7902000000,7902000000,79020000,"Zinc, waste and scrap",1.0,1.0,1.0
61043320,"Women's or girls' suit-type jackets and blazers, knitted or crocheted, of synthetic fibers, nesi",61043300,61043300,61032300,"Men's or boys' ensembles, knitted or crocheted, of synthetic fibers",1.0,1.0,0.0
62151000,"Ties bow ties and cravats, not knitted or crocheted, of silk or silk waste",621410,621410,60062110,"Unbleached or bleached circular knit fabric, wholly of cotton yarns over 100 metric number per single yarn, nesoi",0.0,0.0,0.0
72254050,"Flat-rolled products of tool steel(other than high-speed steel),of a width of 600 mm or more,hot-rolled,not in coils,less than 4.75 mm thick",722540,722540,2072540,"Turkeys, not cut in pieces, valued 88 cents or more per kg, frozen",1.0,1.0,0.0
62112060,"Women's or girls' trousers and breeches nesi, not knit or crocheted, imported as parts of ski-suits, not cont. 15% or more of down, etc",62046300,62046300,62042300,"Women's or girls' ensembles, not knitted or crocheted, of synthetic fibers",0.0,0.0,0.0
39201000,"Nonadhesive plates, sheets, film, foil and strip, noncellular, not reinforced or combined with other materials, of polymers of ethylene",392010,392010,1039200,"Live swine, other than purebred breeding swine, weighing 50 kg or more",1.0,1.0,0.0
29242950,"Nonaromatic cyclic amides (including cyclic carbamates) and their derivatives; salts thereof, nesi",29242990,29242990,29124990,"Nonaromatic aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, nesoi",1.0,1.0,0.0
2073100,"Fatty livers of geese or ducks, fresh or chilled",020743,20743,2074300,"Fatty livers of ducks, fresh or chilled",0.0,0.0,0.0
91022904,"With straps, bands or bracelets entered with watches of subheading 9102.29.04 and classifiable therewith pursuant to additional US note 2 to this chapter; other",9102.29.04,91022904,91022904,"Wrist watches nesoi, not electrically operated, not autowind, 0-1 jewel, entered with straps/bands/bracelet of tex. mat. or base metal",1.0,1.0,1.0
32041940,"Synthetic organic coloring matter and preparations based thereon, nesi, described in additional U.S. note 3 to section VI",3204.19,320419,3032501,"Carp, frozen excluding fillets, livers and roes",1.0,1.0,0.0
49011000,"Printed books, brochures, leaflets and similar printed matter in single sheets, whether or not folded",4901.99.00,49019900,49019900,"Printed books, brochures, leaflets and similar printed matter, other than in single sheets",1.0,0.0,0.0
51033000,"Waste of coarse animal hair, including yarn waste but excluding garnetted stock",050300,50300,1051300,"Live ducks, weighing not more than 185 g each",0.0,0.0,0.0
72043000,Waste and scrap of tinned iron or steel,720430,720430,90072040,"Cinematographic projectors for film of less than 16 mm, nesoi",1.0,1.0,0.0
7102220,"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size",07109000,7109000,1029000,"Live bovine animals, other than cattle and buffalo",0.0,0.0,0.0
52053100,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm per single yarn, not put up for retail sale",520523,520523,3052020,"Sturgeon roe, dried, smoked, salted or in brine",1.0,0.0,0.0
48192000,"Folding cartons, boxes and cases of noncorrugated paper or paperboard",481910,481910,3048110,"Frozen salmon fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight",1.0,0.0,0.0
29036925,Pentabromoethylbenzene; and tribromocumene,29036990,29036990,29036990,Other brominated or iodinated derivatives of acyclic hydrocarbons,1.0,1.0,0.0
26209050,"Slag containing by weight over 40% titanium, not to be treated for recovery of copper, lead or zinc",26209991,26209991,22029991,"Nonalcoholic beverages, nesoi, excluding fruit or vegetable juices of heading 2009",1.0,0.0,0.0
85299035,"Parts of television apparatus, nesi",8529.90.00,85299000,85219000,"Video recording or reproducing apparatus, other than magnetic tape-type",1.0,1.0,0.0
