1963 Item,Predicted HS Code,Associated 2023 Description,Confidence Score
Calcium carbonate: Natural: Chalk whiting,28365000,Calcium carbonate,0.6861181855201721
"Whenever, in any 12-month period beginning May 29 in any year, the respective quantity specified below of wheat fit for human consumption (item 130.70, part 7A, schedule 1) or of milled wheat products fit for human consumption (item 131.40, part 7B, schedule 1) the product of a specified foreign country or area has been entered, no such wheat or milled wheat products, respectively, the product of such country or area may be entered during the remainder of such period: Other foreign countries or areas",99035200,"Upland cotton, w/in specified quant. limitations, within Special Limited Global Import Quota Ann. for 90-day period",0.5841144323348999
Sodium compounds: Bicarbonate,28363000,Sodium hydrogencarbonate (Sodium bicarbonate),0.7261276841163635
"Articles chiefly used for preparing, serving, etc. (con.): Of nonbone chinaware or of subporcelain: Household ware available in specified sets: Not covered by item 533.63, 533.65, or 533.67, and in any pattern for which the aggregate value of the articles listed in headnote 2(c) of this sub-part is over $8",46029000,"Basketwork, wickerwork and other articles made directly from plaiting materials or from articles of heading 4601, nesoi; loofah articles",0.6452494859695435
Cordage: Of vegetable fibers: Of hard (leaf) fibers: Of stranded construction: Measuring 3/4 inch or over in diameter: Other,56079035,"Twine, cordage, rope & cables of abaca or other hard (leaf) fibers, other than stranded construction or stranded n/o 1.88 cm in diameter",0.7105183601379395
"Gas-operated welding, brazing, cutting and surface-tempering appliances, and parts thereof: Other",84682050,"Gas-operated machinery, apparatus and appliances, not hand-directed or -controlled, used for soldering, brazing, welding or tempering, nesoi",0.6879291534423828
"Powder-actuated hand tools, and parts thereof",73170020,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., not threaded, suitable for use in powder-actuated hand tools",0.6913275122642517
"Tapestries, including hand-worked petit-point and other needle-work tapestries, all the foregoing of textile materials: Other: Of wool: Valued over $2 per pound",58050030,"Hand-woven tapestries nesoi and needle-worked tapestries, of cotton",0.7181923389434814
"Canoes, racing shells, pneumatic craft, and pleasure boats not specially provided for which are not of a type designed to be chiefly used with motors or sails; and parts of the foregoing: Pneumatic craft",89071000,Inflatable rafts (o/than used for pleasure or sports of 8901.10),0.6259394884109497
Mixtures not specially provided for,38274000,Mixtures containing bromomethane or bromochloromethane,0.5361770987510681
"Greeting cards, valentines, tally cards, place cards, and all other social and gift cards, including folders, booklets, and cutouts, or in any other form, finished or not finished, and with or without envelopes: Without greeting, title, or other wording",49090040,"Printed cards (except postcards) bearing personal greetings, messages or announcements, with or without envelopes or trimmings",0.6855051517486572
Cinnamon and cinnamon chips: Not ground,9062000,"Cinnamon and cinnamon-tree flowers, crushed or ground",0.6102420091629028
Grains Grain sorghum,10071000,"Grain sorghum, seed",0.8172464966773987
"Hosiery: Lace or net hosiery, whether or not ornamented, and other hosiery, ornamented: Of wool: Not embroidered",61159919,"Hosiery nesoi, knitted or crocheted, of artificial fibers, other than those containing lace or net",0.7430508136749268
Cordage: Of vegetable fibers: Of cotton: Not of stranded construction,56075035,"Twine nesoi, cordage, rope and cables of synthetic fibers, other than of polyethylene or polypropylene, not braided or plaited",0.6851193308830261
"Woven fabrics, in chief value, but not wholly, of cotton: Containing (in addition to cotton) silk or man-made fibers, or both, but not containing other fibers: Not fancy or figured: Colored, whether or not bleached",52114100,"Plain weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, over 200g/m2, of yarns of different colors",0.7182810306549072
Sodium compounds: Chloride (Salt): In brine,25010000,"Salt & pure sodium chloride, whether or not in aqueous solution or cont. added anticaking or free-flowing agents; sea water",0.6976264119148254
"Papers, not impregnated, etc. (con.): Other, not specially provided for: Weighing over 18 pounds per ream: Other",48044140,"Uncoated, unbleached kraft paper and paperboard, nesoi, in rolls or sheets, weighing more than 150 but less than 225 g/m2",0.6220604181289673
"Hair, curled, whether or not coated with rubber or plastic, suitable for use in mattresses and paddings",96159020,"Nonthermic, nonornamental devices for curling the hair",0.5869442224502563
Narrow fabrics: Of vegetable fibers: Wicking,58063920,"Narrow woven fabric (not good of heading 5807), not pile, of vegetable fibers except cotton, not cont by wt 5% or more elastomer yarn/rubber",0.6212188601493835
"Woven fabrics, wholly of cotton (con): 1/ Not fancy or figured (con): Not bleached and not colored: Of number 55",52082140,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, bleached, of numbers 43-68",0.7143381834030151
"Mustard, ground or prepared",21033040,Prepared mustard,0.713424026966095
Other brooms and brushes: Tooth brushes,96032100,"Toothbrushes, including dental-plate brushes",0.6694046854972839
"Hydrometers and similar floating instruments; thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments; any combination of the foregoing instruments; and articles in which one or more of such instruments are incorporated as significant integral parts and which are ordinarily used in the home or office where they are usually hung on the wall, or placed on mantles, shelves, or furniture: Other: Not incorporating watch or clock movements",90259006,"Other parts & accessories of hydrometers & like floating instruments, thermometers,pyrometers,barometers,hygrometers,psychrometers & combinations",0.7046003937721252
Sodium nitrate,31025000,Sodium nitrate,0.7985280752182007
"Picture and mirror frames, of wood",44141000,"Wooden frames for paintings, photographs, mirrors or similar objects, of tropical wood",0.7340694665908813
Built-up mica,68141000,"Agglomerated or reconstituted mica, in plates, sheets and strips, whether or not on a support",0.5733879804611206
"Other cheeses, and substitutes for cheese: Cheese made from sheep's milk: Pecorino, in original loaves and not suitable for grating",4069057,"Pecorino cheese, from sheep's milk, in original loaves, not suitable for grating",0.789981484413147
"Other handkerchiefs, not ornamented: Of cotton: Hemmed or hemstitched: Not fancy or figured and not colored: Over 70s average yarn number",62139010,"Handkerchiefs, not knitted or crocheted, of man-made fibers",0.7454916834831238
"Other handkerchiefs, not ornamented: Of cotton: Hemmed or hemstitched: Not fancy or figured and not colored: Over 50s but not over 70s average yarn number",62132010,"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",0.7432193756103516
"Water wheels, water turbines, and other water engines, and parts including governors therefor: Governors",84109000,"Parts, including regulators, of hydraulic turbines and water wheels",0.5500226616859436
"Yarns of cotton (con.): Wholly of cotton (con.): Not bleached, not mercerized, etc. (con.): Of numbers 110-119",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.7549363374710083
Yarns of man-made fibers: Other: Wholly of continuous man-made fibers (multifilament yarns): Plied: With not over 20 turns per inch in the final twist: Valued over $1 per pound,55091100,"Yarn (other than sewing thread) containing 85% or more by weight of nylon/polyamide staple fibers, singles, not put up for retail sale",0.7166212201118469
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Shotguns: Valued over $25 but not over $50 each",93032000,"Shotguns (incl. comb. shotgun-rifles), for sport, hunting or target-shooting",0.6885365843772888
"Other edible nuts, shelled or not shelled, blanched or  otherwise prepared or preserved: Not shelled: Cashews",8013200,"Cashew nuts, fresh or dried, shelled",0.8188735842704773
"Compound optical microscopes; electron, proton,and similar microscopes and diffraction apparatus; all the foregoing whether ornotprovided with means for photographing or projecting the image; frames and mountings for the foregoing articles, and parts of such frames and mountings: Compound optical microscopes: Not provided with means for photographing or projecting the image: Valued over $25 but not over $50 each",90119000,"Parts and accessories for compound optical microscopes, including those for microphotography, microcinematography or microprojection",0.7530803680419922
"Products obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Products chiefly used as assistants in preparing or finishing textiles",38099100,"Finishing agents, dye carriers and like products, nesoi, used in the textile or like industries",0.6506942510604858
Nets or sections or parts of nets: To be used in taking wild birds under license issued by an appropriate Federal or State governmental authority,98170030,Nets (incl. section or parts) to be used in taking wild birds under license issued by an appropriate Federal or State government authority,0.7996862530708313
"Aromatic or odoriferous compounds including flavors, not marketable as cosmetics, perfumery, or toilet preparations, and not mixed, and not containing alcohol: Obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Saccharin",29251100,Saccharin and its salts,0.6852872371673584
"Tufted fabrics, in which the pile or tuft was inserted or knotted into a pre-existing base, with the pile or tuft covering the entire surface, whether the pile or tuft is wholly or partly cut or is not cut: Of silk",58023000,"Tufted textile fabrics, other than products of heading 5703",0.6283172369003296
"Glue, glue size, and inedible gelatin: Glue size: Valued under 40 cents per pound",35030040,Inedible gelatin and animal glue valued 88 cents or more per kg,0.7455357909202576
"Oils, distilled or essential, including terpeneless oils: Almond, bitter",33019050,Concentrates of essential oils; terpenic by-product of the deterpenation of essential oils; aqueous distillates& solutions of essential oils,0.5477686524391174
Sage: Not ground,12119020,"Mint leaves, crude or not manufactured, of a kind used in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes",0.4595818817615509
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 35",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.7387510538101196
Aldehydes: Glyoxal,29121930,Glyoxal,0.6326484680175781
"Wood moldings, and wood carvings and ornaments suitable for architectural or furniture decoration, whether or not drilled or treated: Other",44201100,Wooden statuettes and other wood ornaments of tropical wood,0.6122214198112488
"Electrical capacitors, fixed or variable",85329000,"Parts of electrical capacitors, fixed, variable or adjustable (pre-set)",0.7500638961791992
"Watch movements, assembled, etc. (con.): Not adjusted, etc. (con.): Having over 7 but not over 17 jewels: Over 1.5 but not over 1.77 inches in width (item 716.36)",91089090,"Watch movements, complete and assembled, not electrically operated or automatic winding, measuring 33.8 mm or less, over 17 jewels",0.7255496978759766
"Footwear, of leather (except footwear with uppers of fibers): Turn or turned footwear",64035111,"Footwear w/outer soles of leather & uppers of leather, covering ankle, made on a base or platform of wood, w/o insole or metal toe-cap",0.7039117813110352
"Glass (including blown or drawn glass, but excluding cast or rolled glass and excluding pressed or molded glass) (whether or not containing wire netting), in rectangles, not ground, not polished and not otherwise processed, weighing over 4 oz. per sq. ft., provided for in items 542.11-.98, inclusive, of part 3B of schedule 5: Ordinary glass: Weighing over 4 oz. but not over 12 oz. per sq. ft.: Measuring over 40 united inches (item 542.13)",70060020,"Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed",0.576879620552063
"Smokers' articles, household articles, and art and ornamental articles such as, but not limited to, statues, figurines, flowers, vases, lamp bases, bric-a-brac, and wall plaques, all the foregoing not specially provided for, of ceramic ware: Of fine-grained earthenware or of fine-grained stoneware (except articles provided for in items 534.74 and 534.76): Valued not over $3 per dozen articles",69139010,"Ceramic (o/than porcelain or china) statues, statuettes, handmade flowers, val. o/$2.50 each, of original work by professional sculptors",0.6682150363922119
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 20",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.7419633269309998
Cocoa beans,18010000,"Cocoa beans, whole or broken, raw or roasted",0.6894725561141968
"Vegetables, fresh, chilled, or frozen (but not reduced in size nor otherwise prepared or preserved): Beans: Lima beans: If entered during the period from December 1 in any year to the following May 31, inclusive",7082010,"Lima beans, fresh or chilled, shelled or unshelled, if entered November 1 through the following May 31, inclusive",0.7994539141654968
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Abaca: Raw, waaste, and advanced waste",53050000,"Coconut, abaca, ramie, other veg. fibers, nesoi, raw or processed, not spun; tow noils and their wastes (incl. yarn waste and garnetted stoc",0.5881101489067078
Lead compounds: Arsenate,29311000,Tetramethyl lead & tetraethyl lead,0.588584303855896
"Woven fabrics, of wool: Serges, weighing not over 6 ounces per square yard, and other fabrics weighing not over 4 ounces per square yard, all the foregoing (not including hand-woven fabrics with a loom width of less than 30 inches), of sheep's wool, valued over $4 per pound, in solid colors, imported to be used in the manufacture of apparel for members of religious orders: Weighing not over 4 ounces per square yard
 with warp wholly of vegetable fibers",54074310,"Woven fabrics, over 85% by wt fil. of nylon/other polyamides, of diff colored yarns, thread count over 69-142/cm warp, over 31-71/cm filling",0.7047638893127441
"Cigar and cigarette lighters (including articles in which lighters are incorporated as significant integral parts), and parts thereof: Pocket lighters, combination pocket and table lighters, and articles in which lighters are incorporated as integral parts and which are ordinarily carried in pockets or handbags: Other: Valued over $5 per dozen pieces",96132000,"Cigarette lighters and similar lighters, gas fueled, refillable, for the pocket",0.7721645832061768
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Cupro-nickel",74112950,"Copper alloys (o/than brass/cupro-nickel/nickel-silver), pipes and tubes, other than seamless",0.778323233127594
"Fish netting and fishing nets (including sections thereof), of textile materials: Of vegetable fibers, except cotton: Other",56089010,"Fish netting and fishing nets, of textile materials other than man-made materials",0.7483031749725342
Garden and field seeds: Clover: Red,12092240,"Clover seeds, other than white and ladino, of a kind used for sowing",0.7246275544166565
Garden and field seeds: Turnip and rutabags,7133110,Seeds of beans of a kind used for sowing,0.5872774124145508
"Glass (whether or not containing wire netting), etc. (con.): Other, including blown or drawn glass, but excluding pressed or molded glass: Ordinary glass: Weighing over 28 oz. per sq. ft.: Over 7 but not over 15 sq.ft. in area",70060020,"Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed",0.602838397026062
Hair of animals: Hair of the camel: In the grease or washed: Sorted,51021920,"Fine hair of the camel, not processed in any manner beyond the degreased or carbonized condition, not carded or combed",0.7232561707496643
"Pliers, nippers, and pincers, and hinged tools for holding and splicing wire; tin snips, bolt and chain clippers, and other metal cutting shears; pipe cutters and other pipe tools; spanners and wrenches; files (except nail files), and rasps; all the foregoing which are hand tools, and metal parts thereof: Tin snips, and parts thereof",82073030,"Interchangeable tools for pressing, stamping or punching, suitable for cutting metal, and base metal parts thereof",0.7097073793411255
"Articles imported for exhibition by any institution or society established for the encouragement of agriculture, arts, education, or science, or for such exhibition by any State or for a municipal corporation",98120020,"Articles imported by certain organizations, only for exhibition to encourage agriculture, arts, education or science",0.7423068881034851
"Bags and sacks, or other shipping containers, of textile materials: Of vegetable fibers, except cotton: Bleached, colored, or rendered nonflammable",63059000,"Sacks and bags of a kind used for the packing of goods, of textile materials, nesoi",0.708083987236023
"Animal feeds and ingredients therefor, not specifically provided for: Meat including meat offal, not fit for human consumption: Raw whether or not chilled or frozen: Horsemeat (except meat packed in immediate containers weighing with their contents less than 10 pounds)",2062900,"Edible offal of bovine animals, except tongues or livers, frozen",0.6180046796798706
"Medical, dental, surgical and veterinary instruments, etc. (con.): Other: Sphygmomanometers, tensimeters,and oscillometers, and parts thereof",90189050,"Sphygmomanometers, tensimeters and oscillometers used in medical, surgical, dental or veterinary sciences; parts and accessories thereof",0.8462679386138916
"Candied , crystallized, or glacé nuts, fruits, fruit peel, and other vegetable substances: Citron",20083085,"Citron (other than peel or pulp), otherwise prepared or preserved, nesoi",0.5729660391807556
"Waste, and advanced waste, of man-made fibers: Advanced: Other",55051000,"Waste (including noils, yarn waste and garnetted stock) of synthetic fibers",0.7080220580101013
"Works of the free fine arts, drawings, engravings, photographic pictures, and philosophical and scientific apparatus brought into the United States by professional artists, lecturers, or scientists arriving from abroad for use by them for exhibition and in illustration, promotion, and encouragement of art, science, or industry in the United States",98130070,"Art, engravings, photos & philo./scien. appar. imported by artist, lecturer or scientist for exhib. or promotion of art, science & industry",0.6014406681060791
Licorice: Extract,13021200,Saps and extracts of licorice,0.6319157481193542
Articles in part of asbestos and hydraulic cement: Other,68114000,Articles of asbestos-cement,0.693272054195404
"Products suitable for medicinal use, etc. (con.): Obtained, derived, or manufactured, etc. (con.): Drugs (con.): Imidazoline derivatives: Phenylbenzylaminoethylimidazoline hydrochloride",29182908,m-Hydroxybenzoic acid,0.5656377077102661
"Drafting machines, compasses, dividers, ruling pens. lettering pens (including fountain-pen type) used by draftsmen, pantographs, drawing curves, rulers. scribers, straight edges, disc calculators, elide rules, and other instruments, all the foregoing which are drawing, marking-out or mathematical calculating instruments; hand styluses; micrometers. calipers, gauges, balancing machines, and non-optical measuring or checking instruments, apparatus, and machines not specially provided for; and parts of the foregoing articles: Disc calculators, slide rules, and other mathematical calculating instruments, all the foregoing and parts thereof: Of metal",90179001,"Parts and accessories for drawing, marking-out or mathematical calculating instruments, and for hand-held instruments for measuring length",0.6490671634674072
"Fatty substances of animal (including marine animal) or vegetable origin: Not sulfonated or sulfated: Fatty-acid esters, ethers, and ether-esters of polyhydric alcohols: Other",38237040,"Industrial fatty alcohols, other than oleyl, derived from fatty substances of animal or vegetable origin",0.6248593330383301
"Parts of any of the foregoing cameras, enlargers, and camera-enlargers: Other: Other",90089080,Parts and accessories of photographic (other than cinematographic) enlargers and reducers,0.720500648021698
Hempseed oil,53029000,"True hemp, processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)",0.5176711678504944
"Wires, rods, tubes, plates, electrodes and similar articles, all the foregoing, of base metal or of metal carbides, coated or cored with flux, of types used for soldering, brazing, welding or deposition of metal or metallic carbides; wire and rods, of base-metal powder, used for metal spraying: Lead-tin solders",83113060,"Coated rods and cored wire of base metal (o/than lead-tin solders), for soldering, brazing or welding by flame",0.7899216413497925
Sodium compounds (con.): Nitrite,28341010,Sodium nitrite,0.7754369974136353
Potassium sulfate,31043000,Potassium sulfate,0.774848461151123
"Curling stones, and parts thereof",71042900,"Synthetic or reconstructed precious or semiprecious stones other than diamonds, unworked or simply sawn or roughly shaped",0.5286952257156372
"Plates, sheets, and strip, all the foregoing which are wrought, of zinc, whether or not cut, pressed, or stamped to nonrectangular shapes: Not clad: Alloys of zinc",79050000,"Zinc, plates, sheets, strip and foil",0.6659418344497681
Narrow fabrics: Of silk: Other,60032030,"Knitted or crocheted fabrics of cotton (other than warp knit open-worked), width not exceed 30 cm, other than those of heading 6001 or 6002",0.6486839056015015
"Mica, cut or stamped to dimensions, shape, or form, whether or not perforated or indented, and whether or not dedicated to a specific use: Over 0.006 inch in thickness: Perforated or indented",68141000,"Agglomerated or reconstituted mica, in plates, sheets and strips, whether or not on a support",0.5167116522789001
"Pork, prepared or preserved (except sausages):  Boned and cooked and packed in airtight containers: If products of Cuba other than bacon, hams, or shoulders",16024240,"Prepared or preserved pork shoulders and cuts thereof, other than boned and cooked and packed in airtight containers",0.7656365633010864
"Olives, fresh, or prepared or preserved: In brine, whether or not pitted or stuffed: Pitted and stuffed",20057023,"Olives, green, in saline, place packed, stuffed, not in containers holding 1 kg or less",0.6413213014602661
"Grapes, fresh, or prepared or preserved:  Otherwise prepared or preserved: If products of Cuba",20089929,"Grapes, otherwise prepared or preserved, nesoi",0.692438542842865
Other inorganic compounds: Boron carbide,28499010,Boron carbide,0.7819087505340576
"Glass (whether or not containing wire netting), etc. (con.): Other, including blown or drawn glass, but excluding pressed or molded glass: Colored or special glass: Weighing over 12 oz. but not over 16 oz. per sq. ft",70060020,"Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed",0.6046541929244995
"Gloves of rubber or plastics: With textile fabric fourchettes or sidewalls; or with the outer surface thereof (except as to applied cuffs, if any) wholly of plastics, and the seams of which are heat sealed and not sewn or stitched",39262030,"Gloves specially designed for use in sports, nesoi, of plastics",0.6976732015609741
"Waste and scrap, of rubber or plastics, fit only for remanufacture: Cellulose acetate",39121200,"Cellulose acetates, nesoi, in primary forms, plasticized",0.6563082337379456
Metal-bearing ores and the dross or residuum from burnt pyrites: Beryllium ore,26209100,"Ash and residues (other than from the manufacture of iron or steel), containing antimony, beryllium, cadmium, chromium or their mixtures",0.6539430618286133
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Flax: Raw",53092130,"Woven fabrics of flax, < 85% by wt of flax, unbleached or bleached, containing < 17% by wt of wool and containing cotton and manmade fibers",0.6452469825744629
"Vegetables, fresh, chilled, or frozen, etc. (con.): Eggplant:, if entered during the period from April 1 to November 30, inclusive, in any year: If product of Cuba",7093020,"Eggplants (aubergines), fresh or chilled, if entered April 1 to November 30, inclusive, in any year",0.7316519618034363
Citrus juices unfit for beverage purposes,21069052,"Juice of any single fruit or vegetables juices (o/t orange), concentrated, fortified with vitamins or minerals",0.655188798904419
"Vegetables, dried, desiccated, or dehydrated, whether or not shredded or crushed or reduced to flour (but not otherwise prepared or preserved): dried, desiccated, or dehydrated,: Lentils",7134020,"Dried lentils, shelled",0.7475534081459045
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of unspun fibrous vegetable materials: Of willow",46021922,"Luggage, handbags and flat goods, whether or not lined, of willow",0.7137481570243835
"Drums, flasks, casks, cans, boxes, lift vans, and other containers (except pressure containers In items 640.05 and 640.10 and collapsible tubes in item 640.40), all the foregoing, of base metal, chiefly used in the packing, transporting, or marketing of goods: Of stainless steel",76121000,"Aluminum, collapsible tubular containers, w/capacity of 300 l or less",0.6713154315948486
Barium sulfate: Natural (Barytes): Ground,25111010,"Natural barium sulfate (barytes), ground",0.835343599319458
"Springs and leaves for springs, of base metal: Suitable for motor vehicle suspension",73201060,"Iron or steel, leaf springs & leaves therefore, suitable for motor vehicle suspension (o/than for motor vehicles w/a G.V.W. o/4 metric tons)",0.727107048034668
"Plates, sheets, and strips, all the foregoing which are wrought, of lead, whether or not cut, pressed, or stamped to nonrectangular shapes: Not cut, not pressed, and not stamped to nonrectangular shapes: Plates and sheets: Clad",76061230,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), not clad",0.633194625377655
Cloves and clove stems: Not ground,9072000,"Cloves (whole fruit, cloves and stems), crushed or ground",0.6804889440536499
"Melons, fresh, or prepared or preserved: Fresh: Cantaloupes: If entered at any other time: If products of Cuba",8071920,"Cantaloupes, fresh, if entered during the periods from January 1 through July 31 or September 16 to December 31, inclusive",0.5763745307922363
Garden and field seeds: Fescue: Creeping Red,12092300,Fescue seeds of a kind used for sowing,0.7653765678405762
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 23",52051220,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 14 nm but n/o 43 nm, bleached or mercerized",0.7282528877258301
"Grapes, fresh, or prepared or preserved:  Fresh, in bulk or in crates, barrels, or other packages: Hothouse",20089929,"Grapes, otherwise prepared or preserved, nesoi",0.6634317636489868
"Watch movements, assembled, without dials or hands, or with dials or hands whether or not assembled there on, having no jewels or not over 17 jewels (provided for in part 2E, schedule 7): Not adjusted, not self-winding (or if a self-winding device cannot be incorporated therein), and not constructed or designed to operate for a period in excess of 47 hours without rewinding: Having no-jewels or only one jewel: Over 0.8 but not over 0.9 inch in width (item 716.12)",91089090,"Watch movements, complete and assembled, not electrically operated or automatic winding, measuring 33.8 mm or less, over 17 jewels",0.7766724228858948
"Melons, fresh, or prepared or preserved: Prepared or preserved",8119055,"Melons, frozen, in water or containing added sweetening",0.7102202773094177
Rice wine or sake,22060045,Rice wine or sake,0.7552605867385864
"Other handkerchiefs, not ornamented: Of vegetable fibers, except cotton: Hemmed or hemstitched, or not finished and having drawn yarns: Other",62132010,"Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery",0.8050787448883057
"Figs, fresh or prepared or preserved: Otherwise prepared or preserved",8042080,"Figs, fresh or dried, other than whole (including fig paste)",0.792648196220398
"Fish hooks, including snelled hooks: Other",95072080,"Fish hooks, not snelled",0.6926624178886414
"Hardboard, whether or not face finished: Not face finished; and oil treated, whether or not regarded as tempered, but not otherwise face finished: Valued over $48.33-1/3 but not over $96.66-2/3 per short ton",44119230,"Fiberboard, of a density exceeding 0.8 g/cm3, mechanically edged-worked, for construction uses",0.5582139492034912
"Cyclic organic chemical products in any physical form having a benzenoid, quinoid, or modified benzenoid structure, not provided for in subpart A or C of this part: All distillates of coal tar, blast-furnace tar, oil-gas tar, and water-gas tar, which on being subjected to distillation yield in the portion distilling below 190°C. a quantity of tar acids equal to or more than 5% by weight of the original distillate or which on being subjected to distillation yield in the portion distilling below 215°C. a quantity of tar acids equal to or more than 75% by weight of the original distillate: Other",27079990,"Other products of hi-temp coal tar distillation and like products in which aromatic constituents exceed nonaromatic constituents, nesoi",0.6804642677307129
"Mixtures of hydrocarbons not specially provided for, derived wholly from petroleum, shale oil, natural gas, or combinations thereof, which contain by weight not over 50 percent of any single hydrocarbon compound: In other than liquid form",38249949,"Mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum, shale oil or natural gas",0.78654545545578
"Expanded, foamed, or sponge rubber or plastics, and articles not specially provided for wholly or almost wholly of such rubber or plastics: Flexible: Of cellulose",40081980,"Vulcanized, synthetic cellular rubber, other than hard rubber, other than rods and profile shapes",0.6738578081130981
Esters of monohydric alcohols: Amyl acetate,29051910,Pentanol (Amyl alcohol) and isomers thereof,0.6881334781646729
"Vegetables, dried, desiccated, or dehydrated, whether or not shredded or crushed or reduced to flour (but not otherwise prepared or preserved): dried, desiccated, or dehydrated,: Beans: If entered outside the the above-stated period, or if withdrawn for consumption at any time: Mung",7133440,"Dried Bambara beans, shelled, if entered for consumption other than above period, or withdrawn for consumption",0.5798917412757874
"Other furnishings, not ornamented (con.): Of man-made fibers: Knit (except pile or tufted construction)",60012900,"Knitted or crocheted looped pile fabrics of textile materials, other than of cotton or man-made fibers",0.7194488644599915
"Ceramic magnets, ceramic electrical insulators whether or not in part of metal, and other ceramic electrical ware, including ferroelectric and piezoelectric ceramic elements: Ferrites",85462000,Electrical insulators of ceramics,0.6305743455886841
"Other handkerchiefs, not ornamented: Of cotton: Not hemmed: Fancy or figured, colored, or both: Over 50s but not over 70s average yarn number",62139010,"Handkerchiefs, not knitted or crocheted, of man-made fibers",0.7567774057388306
"Lace, in the piece or in motifs, whether or not ornamented: Made wholly by hand: Valued not over $50 per pound: Of vegetable fibers, except cotton",58042990,"Mechanically made lace, in the piece, in strips or in motifs (not fabric of heading 6002), of textile materials (not cotton or mm fibers)",0.675940990447998
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Sunn: Raw, waste, and advanced waste",53039000,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), processed but not spun; tow and waste of these fibers",0.6270905137062073
"Vegetables, dried, desiccated, or dehydrated, etc. (con.): Dried, desiccated, or dehydrated (con.): Potatoes",7101000,"Potatoes, uncooked or cooked by steaming or boiling in water, frozen",0.6317968964576721
"Albumen, not specially provided for: Blood, dried",35021900,"Egg albumin, other than dried",0.5880721807479858
Other construction articles,82034060,"Pipe cutters, bolt cutters, perforating punches and similar tools, nesoi, and base metal parts thereof",0.5864102244377136
Potassium compounds: Permanganate,28416100,Potassium permanganate,0.7977293729782104
"Yarns of cotton: In chief value, but not wholly, of cotton: Wholly of cotton: Not bleached, not mercerized, not colored, not combed, and not plied: Of number 39",52084160,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors",0.7482567429542542
"Articles of copper, not coated or plated with precious metal: Other",74198030,"Copper, articles nesoi, coated or plated with precious metal",0.757534384727478
"Yarns and roving, of vegetable fibers (except cotton): Of flax, hemp, or ramie, or of any combination of  these fibers: Containing any flax: Plied: Other: Singles: Measuring not over 270 yards per pound",53072000,"Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), multiple (folded) or cabled",0.5925523042678833
"Laminated glass made of two or more layers of any of the glass described in items 541.11 through 544.31, inclusive, and other material, whether or not shaped or framed or both",70072900,"Laminated safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",0.663791298866272
