Article,HTS Code,Final Predicted HS Code,Final Confidence Level,F1_2digit,F1_4digit,F1_6digit
"Gloves and glove linings, etc. (con.): Gloves not of lace or net, etc. (con.): Of wool: Gloves: Valued not over $1.75 per dozen pairs: Not knit",62091000.0,61169208,0.7123488187789917,0,0,0
"Gloves and glove linings, etc. (con.): Gloves not of lace or net, etc. (con.): Of wool: Gloves: Valued over $4 per dozen pairs",61169100.0,61169208,0.6720360517501831,1,1,0
"Gloves and glove linings, of textile materials: Gloves not of lace or net and not ornamented, and glove linings: Of vegetable fibers: Made from a pre-existing machine-knit or -woven fabric, or any combination of such fabrics: Not woven",61169220.0,61169288,0.7571182250976562,1,1,1
Gloves of horsehide or cowhide (except calfskin) leather,42032905.0,42032908,0.8794984817504883,1,1,1
"Gloves of leather except gloves in item 705.35: Seamed: Men's, lined: Not seamed wholly or in part by hand: Valued not over $26 per dozen pairs",,42032930,0.718722939491272,0,0,0
"Gloves of leather except gloves in item 705.35: Seamed: Women's or children's, not lined: Seamed wholly or in part by hand: Valued over $20 per dozen pairs: Over 12 inches in length",,42032930,0.6581552624702454,0,0,0
"Gloves of rubber or plastics: With textile fabric fourchettes or sidewalls; or with the outer surface thereof (except as to applied cuffs, if any) wholly of plastics, and the seams of which are heat sealed and not sewn or stitched",39262040.0,39262010,0.8138262629508972,1,1,1
"Glue, glue size, and inedible gelatin: Glue size: Valued under 40 cents per pound",38091000.0,35030020,0.8940562009811401,0,0,0
"Glue, glue size, and inedible gelatin: Vegetable glue: Valued under 40 cents per pound",35052000.0,35030020,0.8901736736297607,1,0,0
Goya and Sbrinz cheeses,,4069036,0.6197909116744995,0,0,0
"Grains Buckwheat, hulled or not hulled",10081000.0,11029020,0.6776398420333862,0,0,0
Grains Grain sorghum,10070000.0,10071000,0.9070439338684082,1,1,0
"Grains Oats, hulled or not hulled",,11042200,0.7784079909324646,0,0,0
"Grapes, fresh, or prepared or preserved:  Dried: Raisins: Made from seedless grapes: Currants",8062010.0,8062010,0.8636188507080078,0,0,0
"Gums, gum resins, and resins, all the foregoing which are natural, whether crude or subjected to refining processes: Amber and Amberfold",25309000.0,13019091,0.664417028427124,0,0,0
"Hair felts, and articles thereof, not specially provided for",56021090.0,56022100,0.7350388765335083,1,1,0
Hair of animals: Hair of the camel: In the grease or washed: Not sorted,51021020.0,51021920,0.7650269865989685,1,1,0
Hair of animals: Hair of the camel: In the grease or washed: Sorted,51021020.0,51021920,0.7232561707496643,1,1,0
"Hair, curled, whether or not coated with rubber or plastic, suitable for use in mattresses and paddings",5021000.0,96151960,0.644730269908905,0,0,0
Halohydrins: Propylene chlorohydrin,29055010.0,29049100,0.5850604772567749,1,0,0
"Hand-directed or -controlled tools with self-contained electric motor, and parts thereof",85081000.0,84672900,0.8060101270675659,0,0,0
"Handmade paper: Not impregnated, not coated, not surface-colored, not embossed, not ruled, not lined, not printed, and not decorated",48021000.0,48021000,0.7202890515327454,1,1,1
"Headwear, of leather",65061060.0,64034030,0.6898989081382751,0,0,0
"Headwear, of vegetable fibers, of unspun fibrous vegetable materials, of real horsehair, of paper yarn, or of any combination thereof: Of cotton, flax, or both: Knit",,65050020,0.700840950012207,0,0,0
"Headwear, of wool (con.): Felt, not knit or woven: Pulled, stamped, blocked, or trimmed: Valued over $12 per dozen",65030090.0,51011160,0.7183432579040527,0,0,0
Hempseed oil,15159040.0,53021000,0.5528877377510071,0,0,0
Hempseed.,12079900.0,12079903,0.6208280324935913,1,1,1
"Hoofs and horns, crude.............",5079000.0,96019060,0.5844206809997559,0,0,0
Hormones: Synthetic,29372100.0,29379090,0.6707050800323486,1,1,0
"Hydrometers and similar floating instruments; thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments; any combination of the foregoing instruments; and articles in which one or more of such instruments are incorporated as significant integral parts and which are ordinarily used in the home or office where they are usually hung on the wall, or placed on mantles, shelves, or furniture: Thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments: Non-recording instruments: Pyrometers: Optical pyrometers",90258030.0,90258020,0.7883423566818237,1,1,1
Ice cream,21050000.0,21050040,0.6913784742355347,1,1,1
"Indium, unwrought and wrought; indium waste and scrap: Unwrought, and waste and scrap 1/",81129105.0,81129230,0.6956024169921875,1,1,0
Inorganic acids: Hydrofluoric,28111100.0,28111100,0.7244251370429993,1,1,1
Internal combustion engines and parts thereof: Non-piston type engines,,84091000,0.7532949447631836,0,0,0
"Internal combustion engines and parts thereof: Parts: Cast-iron (except malleable cast-iron) parts, not alloyed and not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues, and risers or to permit location in finishing machinery",,84099110,0.7176257371902466,0,0,0
"Intestines, weasands, bladders, tendons, and integuments, not specially provided for, including any of the foregoing prepared for use as sausage casings..",5040000.0,39171060,0.6499748229980469,0,0,0
"Iron or steel pipes or tubes prepared and coated or lined in any manner suitable for use as conduits for electrical conductors, and iron or steel fittings therefor: Fittings",,73071930,0.7562422752380371,0,0,0
"Iron or steel pipes or tubes prepared and coated or lined in any manner suitable for use as conduits for electrical conductors, and iron or steel fittings therefor: Pipes or tubes",85479000.0,73071990,0.7372614741325378,0,0,0
Iron or steel waste and scrap: Tin plate waste or scrap,,80020000,0.8456927537918091,0,0,0
"Iron-oxide and iron-hydroxide pigment materials, natural, if crude or washed but not ground: Siennas: Crude",25303000.0,25309020,0.6043485999107361,1,1,0
"Iron-oxide and iron-hydroxide pigment materials, natural, if crude or washed but not ground: Umbers: Crude",25303000.0,25309020,0.6681371927261353,1,1,0
"Jet; and articles of alabaster, of jet, or of alabaster and jet: Jet, not manufactued",25309000.0,27022000,0.6239822506904602,0,0,0
Ketones: Ethyl methyl ketone,29141200.0,29280010,0.7790051698684692,1,0,0
"Knives not specifically provided for elsewhere in this subpart, and cleavers, with or without their handles: Cleavers with their handles",82149030.0,82149060,0.6669319272041321,1,1,1
"Knives not specifically provided for elsewhere in this subpart, and cleavers, with or without their handles: Knives with their handles: With stainless steel handles: 1/ With handles containing nickel or con- taining over 10 percent by weight of manganese",,82119125,0.6577489376068115,0,0,0
"Knives, forks, and spoons, all the foregoing valued under 25 cents each, not over 10.2 inches in over-all length, and with stainless steel handles (provided for  in items 650.09, 650.11, 650.39, 650.41, and 650.55 of part 3E of schedule 6, or if included in sets provided for in item 651.75 of such part): For an aggregate quantity not to exceed 69 million single units entered in any 12-month period beginning November 1 in any year from countries subject to the rate of duty column numbered 1: Knives and forks: With handles not containing nickel and not containing over 10 percent by weight of manganese (items 650.09 and 650.39)",,82159935,0.7380433082580566,0,0,0
"Lace, in the piece or in motifs, whether or not ornamented: Made wholly by hand: Valued not over $50 per pound: Of vegetable fibers, except cotton",58043000.0,58043000,0.7335978746414185,1,1,1
"Lace, in the piece or in motifs, whether or not ornamented: Made wholly by hand: Valued over $50 per pound",58043000.0,58043000,0.7245512008666992,1,1,1
Lawn mowers and parts thereof,84331100.0,84339010,0.8223340511322021,1,1,0
Lawn-tennis equipment and parts thereof: Balls,95066100.0,95069930,0.9127656817436218,1,1,0
Lead compounds: Arsenate,28429000.0,28139010,0.6434412002563477,1,0,0
Lead compounds: Nitrate,28342950.0,28432100,0.6451396942138672,1,0,0
Lead powder and flakes: Valued not over 13-1/3 cents per pound,78042000.0,78042000,0.7256011962890625,1,1,1
Lead waste and scrap 1/,78020000.0,78020000,0.8753817677497864,1,1,1
"Leather apparel belts, with or without buckles (except buckles classifiable in part 6A of this schedule)",42033000.0,42033000,0.7853630781173706,1,1,1
Licorice: Extract,13021200.0,13021200,0.7525461316108704,1,1,1
"Live birds: Pigeons, fancy or racing",1060010.0,1063901,0.6993765234947205,0,0,0
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of textile materials (except yarns, of paper), whether or not ornamented: Wholly or in part of braid",,42029239,0.7486766576766968,0,0,0
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of unspun fibrous vegetable materials: Of willow",,46021922,0.7623254060745239,0,0,0
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Parana pine (Araucaria angustifolia)",44071000.0,44125960,0.6843917369842529,1,0,0
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Pine (Pinus spp.): Eastern white pine (Pinus strobus) andred pine (Pinus resinosa)",44071000.0,44125970,0.6809364557266235,1,0,0
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Spruce (Picea spp.)",44071000.0,44091090,0.623464822769165,1,0,0
"Machine tools: Metal-working machine tools: Boring, drilling, and milling machines, including vertical turret lathes",,84589150,0.7036460041999817,0,0,0
Machine tools: Metal-working machine tools: Machine tools for cutting or hobbing gears,84614010.0,84669375,0.7881866097450256,1,0,0
Magnesium compounds: Oxide (calcined magnesia),25199050.0,25191000,0.6773120760917664,1,1,0
Malts and malt extracts: Malts: Rye Malt,11071000.0,22030000,0.6863357424736023,0,0,0
Maple sugar,17022040.0,17022040,0.7735337018966675,1,1,1
"Marble, brecoia, and onyx, and articles of one or more of these substances: Slabs: Rubbed or polished in whole or in part",68029105.0,68022150,0.6345516443252563,1,1,0
"Meats (except offal), fresh, chilled, or frozen, of all animals (except birds): Frogs",2082000.0,2085000,0.7513881921768188,0,0,0
"Melons, fresh, or prepared or preserved: Prepared or preserved",8071070.0,8119055,0.7102202773094177,0,0,0
"Men's and boys' neckties, of textile materials: Not ornamented: Of silk: Knit",61172000.0,62079975,0.718207061290741,0,0,0
"Metal waste and scrap (provided for in part 2, schedule 6 ), except lead, zinc, and tungsten waste and scrap; unwrought metal (except copper, lead, zinc, and tungsten) in the form of pigs, ingots, or billets (a) which are defective or damaged, or have been produced from melted down metal waste and scrap for convenience in handling and transportation without sweetening, alloying, fluxing, or deliberate purifying, and (b) which cannot be commercially used without remanufacture; relaying or rerolling rails; and articles of metal (except articles of lead, of zinc, or of tungsten, and not including metal-bearing materials provided for in schedule 4 or in part 1 of schedule 6 and not including unwrought metal provided for in part 2 of schedule 6) to be used in remanufacture by melting: Articles of copper",,98170090,0.7523034811019897,0,0,0
Metal-bearing ores and the dross or residuum from burnt pyrites: Antimony ore,26171000.0,26171000,0.6837466955184937,1,1,1
Metal-bearing ores and the dross or residuum from burnt pyrites: Beryllium ore,26179000.0,26209100,0.6539430618286133,1,0,0
Metal-bearing ores and the dross or residuum from burnt pyrites: Chrome ore,26100000.0,25020000,0.6193779706954956,0,0,0
"Metal-bearing ores and the dross or residuum from burnt pyrites: Iron ore, including manganiferous iron ore containing not over 10 percent by weight of manganese, and the dross or residuum from burnt pyrites",26011100.0,25020000,0.6497411727905273,0,0,0
Metal-bearing ores and the dross or residuum from burnt pyrites: Mercury ore,,38249933,0.6154012680053711,0,0,0
"Mica, cut or stamped to dimensions, shape, or form, whether or not perforated or indented, and whether or not dedicated to a specific use: Over 0.006 inch in thickness: Perforated or indented",68149000.0,68141000,0.5167116522789001,1,1,0
"Milled grain products: Fit for Human Consumption Rice: Broken Rice, which will pass readily through a metal sieve perforated with round holes 11/128 inch in diameter",10064000.0,10064000,0.689791202545166,1,1,1
Milled grain products: Fit for Human Consumption: Oats: Valued not over $8 per 100 lbs.,11029040.0,11041200,0.6358658671379089,1,0,0
Milled grain products: Not Fit for Human Consumption: Wheat: Flour,11010000.0,11029060,0.6928328275680542,1,0,0
"Mineral substances, and articles of mineral substances, not specially provided for: Mineral substances, crude",,25309080,0.8035565614700317,0,0,0
"Mirrors, made of any of the glass described in items 541.11 through 544.41, with or without frames or oases (except framed or cased mirrors of precious metal, and mirrors designed for use in instruments): Over 1 sq. ft. in reflecting area",70091000.0,70099250,0.6908750534057617,1,1,0
Mixtures consisting wholly of two or more of the foregoing named products,27060000.0,38249941,0.5751264095306396,0,0,0
"Mixtures in whole or in part of any of the products
provided for in this subpart",,38249949,0.6608866453170776,0,0,0
Mixtures not specially provided for,,38271200,0.6714714765548706,0,0,0
Mixtures of two or more kinds of edible nuts,8135000.0,8135000,0.7351778149604797,0,0,0
Molders' patterns for the manufacture of castings,84802000.0,84803000,0.7753801345825195,1,1,0
"Motion-picture film in any form on which pictures, or sound and pictures, have been recorded, whether or not developed: Newsreels, not developed, of current events abroad",37040000.0,37061030,0.6794925928115845,1,0,0
"Motor vehicles specially constructed and equipped to perform special services or functions, such as, but not limited to, fire engines, mobile cranes, wreckers, concrete mixers, and mobile clinics",,87051000,0.5806021690368652,0,0,0
"Mounted or stuffed animals and parts of animals, the product of taxidermy",97050000.0,43022030,0.5741426944732666,0,0,0
Music in books or sheets: Printed over 20 years at time of importation,,49040000,0.6778521537780762,0,0,0
"Muskets, shotguns, rifles, pistols, and revolvers, all the foregoing which are firearms designed to fire shot, pellets, or bullets, but which are not designed to fire and are not capable of firing a fixed cartridge; and parts of the foregoing",93031000.0,93062900,0.6629128456115723,1,0,0
"Mustard, ground or prepared",,21033040,0.8634783029556274,0,0,0
"Narrow fabrics: Of vegetable fibers: Webbing, of jute",58063920.0,58063920,0.7091495394706726,1,1,1
Narrow fabrics: Of vegetable fibers: Wicking,,58063920,0.723827600479126,0,0,0
Narrow fabrics: Of wool,58061030.0,58063910,0.7699445486068726,1,1,0
"Natural cork not manufactured, and cork waste, shavings, and refuse of all kinds",45011000.0,45011000,0.741389274597168,1,1,1
"Natural gas, methane, ethane, propane, butane, and 
mixtures thereof",27050000.0,27112900,0.7056245803833008,1,0,0
Natural mineral fluxes: Crude: Feldspar,,25291000,0.5903512239456177,0,0,0
Nets or sections or parts of nets: To be used in taking wild birds under license issued by an appropriate Federal or State governmental authority,98170030.0,98170030,0.9607791304588318,1,1,1
Nitrogenous compounds (con.): Nitroparaffins,29049050.0,28043000,0.6445872783660889,0,0,0
"Non-mechanical saws, etc. (con.): Blades for mechanical or non-mechanical saws (con.): Chain-saw blades, in lengths or cut to size: With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten, or over 0.1 percent of vanadium",82024030.0,82024030,0.7165334224700928,1,1,1
Nursing nipples and pacifiers of rubber or plastics,39269015.0,40149010,0.8612478375434875,0,0,0
"Oils, distilled or essential, etc. (con.): Orris",33012920.0,33012920,0.8412070274353027,1,1,1
"Oils, distilled or essential, including terpeneless oils: Almond, bitter",33012950.0,33019050,0.6309409141540527,1,1,0
"Oils, distilled or essential, including terpeneless oils: Camphor",33012950.0,38059050,0.6541547179222107,0,0,0
"Oils, distilled or essential, including terpeneless oils: Geranium",33012100.0,29052250,0.6580438017845154,0,0,0
"Olives, fresh, or prepared or preserved: In brine, whether or not pitted or stuffed: Pitted and stuffed",7112040.0,7112040,0.8217318654060364,0,0,0
"Ornamented fabrics, in the piece, and ornamented motifs, not specially provided for",58109100.0,58109990,0.671866774559021,1,1,0
"Palm-kernel oil (provided for in part 14B, schedule 1): Rendered unfit for use as food (item 176.32)",,15132100,0.6493421792984009,0,0,0
"Papayas, fresh, or prepared or preserved: Papayas: Prepared or preserved:  If Products of Cuba",,8072000,0.7626277804374695,0,0,0
"Papers, impregnated, coated, etc. (con.): Carbon paper: Weighing over 9 pounds per ream",48091040.0,48043960,0.709713339805603,1,0,0
"Papers, impregnated, coated, etc. (con.): Writing paper weighing over 18 pounds per ream: Lithographically printed",48092020.0,48043960,0.6466836929321289,1,0,0
"Papers, impregnated, coated, surface-colored, embossed, ruled, lined, printed, decorated, or any combination thereof: Bristol board weighing over 18 pounds per ream",48101200.0,48101450,0.6463955640792847,1,1,0
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Condenser paper, copying paper, pottery paper, and tissue paper for waxing: Weighing not over 9 pounds per ream",48043120.0,48043960,0.6825653910636902,1,1,0
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Condenser paper, copying paper, pottery paper, and tissue paper for waxing: Weighing over 9 but not over 18 pounds per ream",48043110.0,48043920,0.7012395262718201,1,1,0
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Printing papers: Standard newsprint paper",48010000.0,48010001,0.6865886449813843,1,1,1
"Parts of any of the foregoing cameras, enlargers, and camera-enlargers: Containing a photographic lens valued over 50 percent of the value of the part",90069100.0,90089080,0.6680190563201904,1,0,0
Parts of brass-wind instruments,92099940.0,92051000,0.7176210880279541,1,0,0
Parts of stringed musical instruments provided for in item 725.06 (except strings and tuning pins),92099280.0,92093000,0.7387353181838989,1,1,0
Parts of textile machinery: Jacquard cards,48239085.0,84439120,0.7005293369293213,0,0,0
Parts of textile machinery: Needles for knitting machines: Latch needles,84485110.0,84485110,0.8678319454193115,1,1,1
Parts of textile machinery: Textile pins,84483990.0,84439120,0.7541608810424805,1,0,0
Parts of textile machinery: Wire healds and heddles,84484200.0,84439120,0.6968398094177246,1,0,0
Parts of the foregoing firearms (except parts of firearms described in item 730.10): Combinatlon rifle and shotgun parts,93052910.0,93052080,0.7444642782211304,1,1,0
Parts of the foregoing firearms (except parts of firearms described in item 730.10): Rifle parts: Stocks,93052940.0,93052005,0.7084606885910034,1,1,0
Parts of the foregoing: Typewriter parts,84731000.0,84729050,0.6308674216270447,1,0,0
Pepper: Capiscum or cayenne or red: Ground,9042070.0,7096040,0.6224730014801025,0,0,0
"Phosphates, crude, and apatite",25101000.0,28047000,0.6532943248748779,0,0,0
Photographic dry plates,37019930.0,37019930,0.7340230345726013,1,1,1
"Photographic films and dry plates manufactured in the United States (except motion-picture films to be used for commercial purposes) and exposed abroad, whether developed or not",98020020.0,98020020,0.9890812635421752,1,1,1
Photographic gelatin: Valued not over 80 cents per pound,35030050.0,35030040,0.7779593467712402,1,1,1
Photographic light meters,90274000.0,90275010,0.653813898563385,1,1,0
"Photographic motion-picture cameras, with or without sound recording systems: Valued under $50 each",90071100.0,37061030,0.7045671939849854,0,0,0
"Photographs, engravings, etchings, lithographs, and wood cuts, and pictorial matter produced by relief or stencil printing process, all the foregoing, whether  bound or not bound, and not specially provided for: Printed not over 20 years at time of importation: Lithographs on paper: Over 0.020 inch in thickness",,49119140,0.7418050765991211,0,0,0
"Picture and mirror frames, of wood",44140000.0,44141000,0.7842589616775513,1,1,0
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing chromium: Chrome yellow",28412000.0,32062000,0.7516337633132935,0,0,0
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing iron: Iron oxides and iron hydroxides: Natural: Ochers",25303000.0,32041760,0.6661219596862793,0,0,0
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing lead: Leaded zinc oxides: Containing not over 25 percent of lead by weight: Dry",32064950.0,32041760,0.6453437805175781,1,0,0
"Pile fabrics, in which the pile was inserted or knotted during the weaving or knitting, whether or not the pile covers the entire surface, and whether the pile is wholly or partly cut or is not cut: Of cotton: Terry fabrics: Valued not over $1,125 per pound",58021100.0,58061010,0.7724590301513672,1,0,0
"Pile fabrics, in which the pile was inserted or knotted during the weaving or knitting, whether or not the pile covers the entire surface, and whether the pile is wholly or partly cut or is not cut: Of cotton: Velvets, plushes, and velours",58012400.0,60019100,0.7993124127388,0,0,0
"Pineapples, fresh, etc. (con.): Prepared or Preserved",8043040.0,20082000,0.8364496231079102,0,0,0
"Pineapples, fresh, or prepared or preserved:  Fresh: In bulk: If products of Cuba",8043020.0,8129040,0.751566469669342,0,0,0
"Pipe and tube fittings, of iron or steel: Cast-iron fittings, not malleable: Not for cast-iron pipe: Alloy cast iron",73071100.0,73071930,0.8205634355545044,1,1,0
"Pipes and tubes and blanks therefor, all the foregoing of iron (except cast iron) or steel: Welded, jointed, or seamed, with walls not thinner than 0.065 inch, and of circular cross section: Alloy iron or steel: 0.375 inch or more in outside diameter",73051150.0,73066150,0.8175878524780273,1,0,0
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Cupro-nickel",74112200.0,74112950,0.7795705795288086,1,1,0
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Nickel silver",,74112950,0.7872624397277832,0,0,0
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of tin",80060000.0,80070040,0.8470228314399719,1,0,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Combination of shotguns and rifles: Valued not over $5 each",93032000.0,93033080,0.7520825862884521,1,1,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Combination of shotguns and rifles: Valued over $50 each",93032000.0,93033080,0.782826840877533,1,1,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $10 but not over $25 each",93010030.0,93033080,0.8166401386260986,1,0,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $5 but not over $10 each",93010030.0,93033080,0.8066419363021851,1,0,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $50 each",93010030.0,93033080,0.8166069388389587,1,0,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Shotguns: Valued over $25 but not over $50 each",93010060.0,93033080,0.7901203036308289,1,0,0
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Shotguns: Valued over $50 each",93010060.0,93033080,0.7857152223587036,1,0,0
"Plaques and figurines, of rubber or plastics",39264000.0,39264000,0.679593563079834,1,1,1
"Plates and sheets of iron or steel, etc. (con.): Clad:",,73239970,0.7128909826278687,0,0,0
"Plates, sheets, and strip, all the foregoing which are wrought, of zinc, whether or not cut, pressed, or stamped to nonrectangular shapes: Not clad: Alloys of zinc",79050000.0,79050000,0.6659418344497681,1,1,1
"Plates, sheets, and strips, all the foregoing which are wrought, of lead, whether or not cut, pressed, or stamped to nonrectangular shapes: Not cut, not pressed, and not stamped to nonrectangular shapes: Plates and sheets: Clad",78041900.0,76061230,0.633194625377655,0,0,0
Platinum compounds,28439000.0,71101900,0.674436628818512,0,0,0
"Pork, prepared or preserved (except sausages):  Boned and cooked and packed in airtight containers",16021000.0,16024220,0.8316965699195862,1,1,0
Potassium compounds: Bromide,28275120.0,28275100,0.8911874294281006,1,1,1
Potassium compounds: Permanganate,28416000.0,28416100,0.9130669236183168,1,1,0
Potassium sulfate,31043000.0,31043000,1.000000238418579,1,1,1
"Powder-actuated hand tools, and parts thereof",82055920.0,82055920,0.9465418457984924,1,1,1
"Precious and semiprecious stones, cut but not set, and suitable for use in the manufacture of jewelry: Diamonds: Weighing over 0.5 carat",71023900.0,71039910,0.8372519016265869,1,0,0
"Precious and semiprecious stones, cut but not set, and suitable for use in the manufacture of jewelry: Marcasites",71039910.0,71039910,0.8289668560028076,1,1,1
Pressboard and press paper,48057020.0,48021000,0.6825957894325256,1,0,0
"Primary cells and primary batteries, and parts thereof",85061100.0,85069000,0.9261239171028136,1,1,0
Printing machinery: Textile printing machinery,84435010.0,84431920,0.9706043004989624,1,1,0
"Products obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Ink powders",,32159050,0.5841283798217773,0,0,0
"Products obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Products chiefly used as assistants in preparing or finishing textiles",,38099100,0.6506942510604858,0,0,0
"Products suitable for medicinal use, and drugs: Obtained, derived, or manufactured in whole or  in part from any product provided for in subpart  A or B of this part: Drugs: 5-Chloro-7-iodo-8-quinolinol and 2[1-(p-chlorophenyl)-3-dimenthyl-aminopropyl]pyridine maleate",,29334920,0.5752134919166565,0,0,0
"Products suitable for medicinal use, and drugs: Obtained, derived, or manufactured in whole or  in part from any product provided for in subpart  A or B of this part: Products suitable for medicinal use: Acetanllide",,29242910,0.5992318391799927,0,0,0
"Products suitable for medicinal use, etc. (con.): Obtained, derived, or manufactured, etc. (con.): Drugs (con.): Imidazoline derivatives: Phenylbenzylaminoethylimidazoline hydrochloride",,29182908,0.5656377077102661,0,0,0
"Products suitable for medicinal use, etc. (con.): Obtained, derived, or manufactured, etc. (con.): Drugs (con.): Salol",,29182310,0.754400372505188,0,0,0
"Projectors, and combination camera-projectors, with or without sound reproducing, or sound recording and reproducing, systems: Motion-picture projectors: With sound recording and reproducing systems; and those capable of projecting only sound motion pictures",90072140.0,90072060,0.8057171702384949,1,1,0
"Refracting or reflecting telescopes, whether or binocular; astronomical instruments not provided for; frames and mountings for any foregoing articles, and parts of such frames and mountings: Telescopes: Not designed for use with infra-red light: Prism binoculars",90051000.0,90058060,0.7388906478881836,1,1,0
Rice wine or sake,22060045.0,22060045,1.0,1,1,1
"Rods, angles, shapes, and sections, all the foregoing wrought, of nickel; nickel wire: Rods and wire: Cold worked",75051110.0,75052110,0.7462674975395203,1,1,0
"Romano made from cow's milk, Reggiano, Parmesan, Provoloni cheeses",4062050.0,4069039,0.8243703842163086,0,0,0
Rosemary: Crude or not manufactured,12119080.0,7129060,0.5762240886688232,0,0,0
"Safety pins (provided for in item 745.56, part 7A,
 schedule 7)",,73194020,0.7040964961051941,0,0,0
Sage: Not ground,12119080.0,12119020,0.4595818817615509,1,1,1
Salts of organic acids (con.): Potassium salts: Antimony tartrate (Tartar emetic),29181310.0,29181310,0.8080283403396606,1,1,1
Salts of organic acids (con.): Potassium salts: Sodium tartrate (Roohelle salts),29181330.0,29181330,0.73128741979599,1,1,1
Salts of organic acids (con.): Strontium salts: Potassium oxalate,29171100.0,28164010,0.649400532245636,0,0,0
Salts of organic acids (con.): Vanadium salts,29159050.0,28273910,0.7749927043914795,0,0,0
"Scissors and shears (except machines and except shears provided for in any of the foregoing provisions), and blades therefor: Valued over 50 cents but not over $1.75 per dozen",82130030.0,82130030,0.8550279140472412,1,1,1
Scrap and waste photographic film fit only for the recovery of its constituent materials,39159000.0,37021000,0.5686632990837097,0,0,0
Scrap tobacco: If product of Cuba,24013090.0,24013006,0.5986325740814209,1,1,1
"Self-winding (or if a self-winding device can be incorporated therein), or constructed or designed to operate for a period in excess of 47 hours without rewinding, but not adjusted (item 718. --)",,91059920,0.5471681356430054,0,0,0
"Silica, not specially provided for",25061000.0,28112250,0.7564786672592163,0,0,0
"Silver (including platinum- or gold-plated silverbut not rolled silver), unwrought (except bullion, dore, and precipitates) or semimanufactured: Gold-plated",71069200.0,71069250,0.7632734775543213,1,1,1
"Smokers' articles, household articles, and art and ornamental articles such as, but not limited to, statues, figurines, flowers, vases, lamp bases, bric-a-brac, and wall plaques, all the foregoing not specially provided for, of ceramic ware: Of fine-grained earthenware or of fine-grained stoneware (except articles provided for in items 534.74 and 534.76): Valued not over $3 per dozen articles",,69139010,0.6682150363922119,0,0,0
"Smokers' articles, household articles, and art and ornamental articles such as, but not limited to, statues, figurines, flowers, vases, lamp bases, bric-a-brac, and wall plaques, all the foregoing not specially provided for, of ceramic ware: Of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze, and mottled, streaked, or solidly colored brown to black with metallic oxide or salt: Valued over $1.50 per dozen articles",69120050.0,69139030,0.6704702377319336,1,0,0
Sodium compounds (con.): Nitrite,28341010.0,28341010,0.8810901641845703,1,1,1
