1963 Item,Higher Confidence Source,Final Confidence Level,Final Predicted HS Code
"Hydrometers and similar floating instruments; thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments; any combination of the foregoing instruments; and articles in which one or more of such instruments are incorporated as significant integral parts and which are ordinarily used in the home or office where they are usually hung on the wall, or placed on mantles, shelves, or furniture: Thermometers, pyrometers, barometers, hygrometers, and psychrometers, whether or not recording instruments: Non-recording instruments: Pyrometers: Optical pyrometers",HF,0.7883423566818237,90258020
Ice cream,GPT,0.6913784742355347,21050040
"Indium, unwrought and wrought; indium waste and scrap: Unwrought, and waste and scrap 1/",GPT,0.6956024169921875,81129230
Inorganic acids: Hydrofluoric,HF,0.7244251370429993,28111100
Internal combustion engines and parts thereof: Non-piston type engines,HF,0.7532949447631836,84091000
"Internal combustion engines and parts thereof: Parts: Cast-iron (except malleable cast-iron) parts, not alloyed and not advanced beyond cleaning, and machined only for the removal of fins, gates, sprues, and risers or to permit location in finishing machinery",HF,0.7176257371902466,84099110
"Intestines, weasands, bladders, tendons, and integuments, not specially provided for, including any of the foregoing prepared for use as sausage casings..",GPT,0.6499748229980469,39171060
"Iron or steel pipes or tubes prepared and coated or lined in any manner suitable for use as conduits for electrical conductors, and iron or steel fittings therefor: Fittings",HF,0.7562422752380371,73071930
"Iron or steel pipes or tubes prepared and coated or lined in any manner suitable for use as conduits for electrical conductors, and iron or steel fittings therefor: Pipes or tubes",HF,0.7372614741325378,73071990
Iron or steel waste and scrap: Tin plate waste or scrap,HF,0.8456927537918091,80020000
"Iron-oxide and iron-hydroxide pigment materials, natural, if crude or washed but not ground: Siennas: Crude",HF,0.6043485999107361,25309020
"Iron-oxide and iron-hydroxide pigment materials, natural, if crude or washed but not ground: Umbers: Crude",HF,0.6681371927261353,25309020
"Jet; and articles of alabaster, of jet, or of alabaster and jet: Jet, not manufactued",GPT,0.6239822506904602,27022000
Ketones: Ethyl methyl ketone,HF,0.7790051698684692,29280010
"Knives not specifically provided for elsewhere in this subpart, and cleavers, with or without their handles: Cleavers with their handles",HF,0.6669319272041321,82149060
"Knives not specifically provided for elsewhere in this subpart, and cleavers, with or without their handles: Knives with their handles: With stainless steel handles: 1/ With handles containing nickel or con- taining over 10 percent by weight of manganese",HF,0.6577489376068115,82119125
"Knives, forks, and spoons, all the foregoing valued under 25 cents each, not over 10.2 inches in over-all length, and with stainless steel handles (provided for  in items 650.09, 650.11, 650.39, 650.41, and 650.55 of part 3E of schedule 6, or if included in sets provided for in item 651.75 of such part): For an aggregate quantity not to exceed 69 million single units entered in any 12-month period beginning November 1 in any year from countries subject to the rate of duty column numbered 1: Knives and forks: With handles not containing nickel and not containing over 10 percent by weight of manganese (items 650.09 and 650.39)",HF,0.7380433082580566,82159935
"Lace, in the piece or in motifs, whether or not ornamented: Made wholly by hand: Valued not over $50 per pound: Of vegetable fibers, except cotton",HF,0.7335978746414185,58043000
"Lace, in the piece or in motifs, whether or not ornamented: Made wholly by hand: Valued over $50 per pound",HF,0.7245512008666992,58043000
Lawn mowers and parts thereof,HF,0.8223340511322021,84339010
Lawn-tennis equipment and parts thereof: Balls,HF,0.9127656817436218,95069930
Lead compounds: Arsenate,HF,0.6434412002563477,28139010
Lead compounds: Nitrate,HF,0.6451396942138672,28432100
Lead powder and flakes: Valued not over 13-1/3 cents per pound,GPT,0.7256011962890625,78042000
Lead waste and scrap 1/,HF,0.8753817677497864,78020000
"Leather apparel belts, with or without buckles (except buckles classifiable in part 6A of this schedule)",HF,0.7853630781173706,42033000
Licorice: Extract,HF,0.7525461316108704,13021200
"Live birds: Pigeons, fancy or racing",GPT,0.6993765234947205,1063901
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of textile materials (except yarns, of paper), whether or not ornamented: Wholly or in part of braid",GPT,0.7486766576766968,42029239
"Luggage and handbags, whether or not fitted with bottle, dining, drinking, manicure, sewing, traveling, or similar sets; and flat goods: Of unspun fibrous vegetable materials: Of willow",HF,0.7623254060745239,46021922
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Parana pine (Araucaria angustifolia)",HF,0.6843917369842529,44125960
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Pine (Pinus spp.): Eastern white pine (Pinus strobus) andred pine (Pinus resinosa)",HF,0.6809364557266235,44125970
"Lumber, rough, dressed, or worked (including softwood flooring classifiable as lumber, but not including siding, molding, and hardwood flooring): Softwood: Spruce (Picea spp.)",HF,0.623464822769165,44091090
"Machine tools: Metal-working machine tools: Boring, drilling, and milling machines, including vertical turret lathes",HF,0.7036460041999817,84589150
Machine tools: Metal-working machine tools: Machine tools for cutting or hobbing gears,HF,0.7881866097450256,84669375
Magnesium compounds: Oxide (calcined magnesia),HF,0.6773120760917664,25191000
Malts and malt extracts: Malts: Rye Malt,GPT,0.6863357424736023,22030000
Maple sugar,HF,0.7735337018966675,17022040
"Marble, brecoia, and onyx, and articles of one or more of these substances: Slabs: Rubbed or polished in whole or in part",GPT,0.6345516443252563,68022150
"Meats (except offal), fresh, chilled, or frozen, of all animals (except birds): Frogs",HF,0.7513881921768188,2085000
"Melons, fresh, or prepared or preserved: Prepared or preserved",GPT,0.7102202773094177,8119055
"Men's and boys' neckties, of textile materials: Not ornamented: Of silk: Knit",HF,0.718207061290741,62079975
"Metal waste and scrap (provided for in part 2, schedule 6 ), except lead, zinc, and tungsten waste and scrap; unwrought metal (except copper, lead, zinc, and tungsten) in the form of pigs, ingots, or billets (a) which are defective or damaged, or have been produced from melted down metal waste and scrap for convenience in handling and transportation without sweetening, alloying, fluxing, or deliberate purifying, and (b) which cannot be commercially used without remanufacture; relaying or rerolling rails; and articles of metal (except articles of lead, of zinc, or of tungsten, and not including metal-bearing materials provided for in schedule 4 or in part 1 of schedule 6 and not including unwrought metal provided for in part 2 of schedule 6) to be used in remanufacture by melting: Articles of copper",GPT,0.7523034811019897,98170090
Metal-bearing ores and the dross or residuum from burnt pyrites: Antimony ore,GPT,0.6837466955184937,26171000
Metal-bearing ores and the dross or residuum from burnt pyrites: Beryllium ore,GPT,0.6539430618286133,26209100
Metal-bearing ores and the dross or residuum from burnt pyrites: Chrome ore,HF,0.6193779706954956,25020000
"Metal-bearing ores and the dross or residuum from burnt pyrites: Iron ore, including manganiferous iron ore containing not over 10 percent by weight of manganese, and the dross or residuum from burnt pyrites",HF,0.6497411727905273,25020000
Metal-bearing ores and the dross or residuum from burnt pyrites: Mercury ore,GPT,0.6154012680053711,38249933
"Mica, cut or stamped to dimensions, shape, or form, whether or not perforated or indented, and whether or not dedicated to a specific use: Over 0.006 inch in thickness: Perforated or indented",GPT,0.5167116522789001,68141000
"Milled grain products: Fit for Human Consumption Rice: Broken Rice, which will pass readily through a metal sieve perforated with round holes 11/128 inch in diameter",GPT,0.689791202545166,10064000
Milled grain products: Fit for Human Consumption: Oats: Valued not over $8 per 100 lbs.,GPT,0.6358658671379089,11041200
Milled grain products: Not Fit for Human Consumption: Wheat: Flour,HF,0.6928328275680542,11029060
"Mineral substances, and articles of mineral substances, not specially provided for: Mineral substances, crude",HF,0.8035565614700317,25309080
"Mirrors, made of any of the glass described in items 541.11 through 544.41, with or without frames or oases (except framed or cased mirrors of precious metal, and mirrors designed for use in instruments): Over 1 sq. ft. in reflecting area",HF,0.6908750534057617,70099250
Mixtures consisting wholly of two or more of the foregoing named products,HF,0.5751264095306396,38249941
"Mixtures in whole or in part of any of the products
provided for in this subpart",HF,0.6608866453170776,38249949
Mixtures not specially provided for,HF,0.6714714765548706,38271200
Mixtures of two or more kinds of edible nuts,HF,0.7351778149604797,8135000
Molders' patterns for the manufacture of castings,HF,0.7753801345825195,84803000
"Motion-picture film in any form on which pictures, or sound and pictures, have been recorded, whether or not developed: Newsreels, not developed, of current events abroad",HF,0.6794925928115845,37061030
"Motor vehicles specially constructed and equipped to perform special services or functions, such as, but not limited to, fire engines, mobile cranes, wreckers, concrete mixers, and mobile clinics",GPT,0.5806021690368652,87051000
"Mounted or stuffed animals and parts of animals, the product of taxidermy",GPT,0.5741426944732666,43022030
Music in books or sheets: Printed over 20 years at time of importation,HF,0.6778521537780762,49040000
"Muskets, shotguns, rifles, pistols, and revolvers, all the foregoing which are firearms designed to fire shot, pellets, or bullets, but which are not designed to fire and are not capable of firing a fixed cartridge; and parts of the foregoing",GPT,0.6629128456115723,93062900
"Mustard, ground or prepared",HF,0.8634783029556274,21033040
"Narrow fabrics: Of vegetable fibers: Webbing, of jute",GPT,0.7091495394706726,58063920
Narrow fabrics: Of vegetable fibers: Wicking,HF,0.723827600479126,58063920
Narrow fabrics: Of wool,HF,0.7699445486068726,58063910
"Natural cork not manufactured, and cork waste, shavings, and refuse of all kinds",GPT,0.741389274597168,45011000
"Natural gas, methane, ethane, propane, butane, and 
mixtures thereof",HF,0.7056245803833008,27112900
Natural mineral fluxes: Crude: Feldspar,HF,0.5903512239456177,25291000
Nets or sections or parts of nets: To be used in taking wild birds under license issued by an appropriate Federal or State governmental authority,HF,0.9607791304588318,98170030
Nitrogenous compounds (con.): Nitroparaffins,HF,0.6445872783660889,28043000
"Non-mechanical saws, etc. (con.): Blades for mechanical or non-mechanical saws (con.): Chain-saw blades, in lengths or cut to size: With cutting part containing by weight over 0.2 percent of chromium, molybdenum, or tungsten, or over 0.1 percent of vanadium",HF,0.7165334224700928,82024030
Nursing nipples and pacifiers of rubber or plastics,HF,0.8612478375434875,40149010
"Oils, distilled or essential, etc. (con.): Orris",GPT,0.8412070274353027,33012920
"Oils, distilled or essential, including terpeneless oils: Almond, bitter",HF,0.6309409141540527,33019050
"Oils, distilled or essential, including terpeneless oils: Camphor",HF,0.6541547179222107,38059050
"Oils, distilled or essential, including terpeneless oils: Geranium",HF,0.6580438017845154,29052250
"Olives, fresh, or prepared or preserved: In brine, whether or not pitted or stuffed: Pitted and stuffed",HF,0.8217318654060364,7112040
"Ornamented fabrics, in the piece, and ornamented motifs, not specially provided for",GPT,0.671866774559021,58109990
"Palm-kernel oil (provided for in part 14B, schedule 1): Rendered unfit for use as food (item 176.32)",GPT,0.6493421792984009,15132100
"Papayas, fresh, or prepared or preserved: Papayas: Prepared or preserved:  If Products of Cuba",GPT,0.7626277804374695,8072000
"Papers, impregnated, coated, etc. (con.): Carbon paper: Weighing over 9 pounds per ream",HF,0.709713339805603,48043960
"Papers, impregnated, coated, etc. (con.): Writing paper weighing over 18 pounds per ream: Lithographically printed",HF,0.6466836929321289,48043960
"Papers, impregnated, coated, surface-colored, embossed, ruled, lined, printed, decorated, or any combination thereof: Bristol board weighing over 18 pounds per ream",HF,0.6463955640792847,48101450
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Condenser paper, copying paper, pottery paper, and tissue paper for waxing: Weighing not over 9 pounds per ream",HF,0.6825653910636902,48043960
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Condenser paper, copying paper, pottery paper, and tissue paper for waxing: Weighing over 9 but not over 18 pounds per ream",GPT,0.7012395262718201,48043920
"Papers, not impregnated, not coated, not surfacecolored, not embossed, not ruled, not lined, not printed, and not decorated: Printing papers: Standard newsprint paper",HF,0.6865886449813843,48010001
"Parts of any of the foregoing cameras, enlargers, and camera-enlargers: Containing a photographic lens valued over 50 percent of the value of the part",HF,0.6680190563201904,90089080
Parts of brass-wind instruments,HF,0.7176210880279541,92051000
Parts of stringed musical instruments provided for in item 725.06 (except strings and tuning pins),HF,0.7387353181838989,92093000
Parts of textile machinery: Jacquard cards,HF,0.7005293369293213,84439120
Parts of textile machinery: Needles for knitting machines: Latch needles,HF,0.8678319454193115,84485110
Parts of textile machinery: Textile pins,HF,0.7541608810424805,84439120
Parts of textile machinery: Wire healds and heddles,HF,0.6968398094177246,84439120
Parts of the foregoing firearms (except parts of firearms described in item 730.10): Combinatlon rifle and shotgun parts,HF,0.7444642782211304,93052080
Parts of the foregoing firearms (except parts of firearms described in item 730.10): Rifle parts: Stocks,HF,0.7084606885910034,93052005
Parts of the foregoing: Typewriter parts,HF,0.6308674216270447,84729050
Pepper: Capiscum or cayenne or red: Ground,GPT,0.6224730014801025,7096040
"Phosphates, crude, and apatite",HF,0.6532943248748779,28047000
Photographic dry plates,HF,0.7340230345726013,37019930
"Photographic films and dry plates manufactured in the United States (except motion-picture films to be used for commercial purposes) and exposed abroad, whether developed or not",HF,0.9890812635421752,98020020
Photographic gelatin: Valued not over 80 cents per pound,HF,0.7779593467712402,35030040
Photographic light meters,HF,0.653813898563385,90275010
"Photographic motion-picture cameras, with or without sound recording systems: Valued under $50 each",HF,0.7045671939849854,37061030
"Photographs, engravings, etchings, lithographs, and wood cuts, and pictorial matter produced by relief or stencil printing process, all the foregoing, whether  bound or not bound, and not specially provided for: Printed not over 20 years at time of importation: Lithographs on paper: Over 0.020 inch in thickness",HF,0.7418050765991211,49119140
"Picture and mirror frames, of wood",HF,0.7842589616775513,44141000
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing chromium: Chrome yellow",GPT,0.7516337633132935,32062000
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing iron: Iron oxides and iron hydroxides: Natural: Ochers",HF,0.6661219596862793,32041760
"Pigments (except pigments, in dry form, described in the foregoing provisions of this subpart): Containing lead: Leaded zinc oxides: Containing not over 25 percent of lead by weight: Dry",HF,0.6453437805175781,32041760
"Pile fabrics, in which the pile was inserted or knotted during the weaving or knitting, whether or not the pile covers the entire surface, and whether the pile is wholly or partly cut or is not cut: Of cotton: Terry fabrics: Valued not over $1,125 per pound",GPT,0.7724590301513672,58061010
"Pile fabrics, in which the pile was inserted or knotted during the weaving or knitting, whether or not the pile covers the entire surface, and whether the pile is wholly or partly cut or is not cut: Of cotton: Velvets, plushes, and velours",HF,0.7993124127388,60019100
"Pineapples, fresh, etc. (con.): Prepared or Preserved",HF,0.8364496231079102,20082000
"Pineapples, fresh, or prepared or preserved:  Fresh: In bulk: If products of Cuba",HF,0.751566469669342,8129040
"Pipe and tube fittings, of iron or steel: Cast-iron fittings, not malleable: Not for cast-iron pipe: Alloy cast iron",HF,0.8205634355545044,73071930
"Pipes and tubes and blanks therefor, all the foregoing of iron (except cast iron) or steel: Welded, jointed, or seamed, with walls not thinner than 0.065 inch, and of circular cross section: Alloy iron or steel: 0.375 inch or more in outside diameter",HF,0.8175878524780273,73066150
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Cupro-nickel",HF,0.7795705795288086,74112950
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of copper: Pipes and tubes and blanks therefor: Nickel silver",GPT,0.7872624397277832,74112950
"Pipes and tubes and blanks therefor, pipe and tube fittings, all the foregoing of tin",HF,0.8470228314399719,80070040
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Combination of shotguns and rifles: Valued not over $5 each",HF,0.7520825862884521,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Combination of shotguns and rifles: Valued over $50 each",HF,0.782826840877533,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $10 but not over $25 each",HF,0.8166401386260986,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $5 but not over $10 each",HF,0.8066419363021851,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Rifles: Valued over $50 each",HF,0.8166069388389587,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Shotguns: Valued over $25 but not over $50 each",HF,0.7901203036308289,93033080
"Pistols, revolvers, rifles, shotguns, and combination shotguns and rifles, all the foregoing which are firearms designed to fire shot, pellets, or bullets (except firearms provided for in item 730.10): Shotguns: Valued over $50 each",HF,0.7857152223587036,93033080
"Plaques and figurines, of rubber or plastics",HF,0.679593563079834,39264000
"Plates and sheets of iron or steel, etc. (con.): Clad:",HF,0.7128909826278687,73239970
"Plates, sheets, and strip, all the foregoing which are wrought, of zinc, whether or not cut, pressed, or stamped to nonrectangular shapes: Not clad: Alloys of zinc",GPT,0.6659418344497681,79050000
"Plates, sheets, and strips, all the foregoing which are wrought, of lead, whether or not cut, pressed, or stamped to nonrectangular shapes: Not cut, not pressed, and not stamped to nonrectangular shapes: Plates and sheets: Clad",GPT,0.633194625377655,76061230
Platinum compounds,HF,0.674436628818512,71101900
"Pork, prepared or preserved (except sausages):  Boned and cooked and packed in airtight containers",HF,0.8316965699195862,16024220
Potassium compounds: Bromide,HF,0.8911874294281006,28275100
Potassium compounds: Permanganate,HF,0.9130669236183168,28416100
Potassium sulfate,HF,1.000000238418579,31043000
"Powder-actuated hand tools, and parts thereof",HF,0.9465418457984924,82055920
"Precious and semiprecious stones, cut but not set, and suitable for use in the manufacture of jewelry: Diamonds: Weighing over 0.5 carat",HF,0.8372519016265869,71039910
"Precious and semiprecious stones, cut but not set, and suitable for use in the manufacture of jewelry: Marcasites",HF,0.8289668560028076,71039910
Pressboard and press paper,GPT,0.6825957894325256,48021000
"Primary cells and primary batteries, and parts thereof",HF,0.9261239171028136,85069000
Printing machinery: Textile printing machinery,HF,0.9706043004989624,84431920
"Products obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Ink powders",GPT,0.5841283798217773,32159050
"Products obtained, derived, or manufactured in whole or in part from any product provided for in subpart A or B of this part: Products chiefly used as assistants in preparing or finishing textiles",GPT,0.6506942510604858,38099100
"Products suitable for medicinal use, and drugs: Obtained, derived, or manufactured in whole or  in part from any product provided for in subpart  A or B of this part: Drugs: 5-Chloro-7-iodo-8-quinolinol and 2[1-(p-chlorophenyl)-3-dimenthyl-aminopropyl]pyridine maleate",GPT,0.5752134919166565,29334920
"Products suitable for medicinal use, and drugs: Obtained, derived, or manufactured in whole or  in part from any product provided for in subpart  A or B of this part: Products suitable for medicinal use: Acetanllide",GPT,0.5992318391799927,29242910
"Products suitable for medicinal use, etc. (con.): Obtained, derived, or manufactured, etc. (con.): Drugs (con.): Imidazoline derivatives: Phenylbenzylaminoethylimidazoline hydrochloride",GPT,0.5656377077102661,29182908
"Products suitable for medicinal use, etc. (con.): Obtained, derived, or manufactured, etc. (con.): Drugs (con.): Salol",GPT,0.754400372505188,29182310
"Projectors, and combination camera-projectors, with or without sound reproducing, or sound recording and reproducing, systems: Motion-picture projectors: With sound recording and reproducing systems; and those capable of projecting only sound motion pictures",HF,0.8057171702384949,90072060
"Refracting or reflecting telescopes, whether or binocular; astronomical instruments not provided for; frames and mountings for any foregoing articles, and parts of such frames and mountings: Telescopes: Not designed for use with infra-red light: Prism binoculars",HF,0.7388906478881836,90058060
Rice wine or sake,HF,1.0,22060045
"Rods, angles, shapes, and sections, all the foregoing wrought, of nickel; nickel wire: Rods and wire: Cold worked",GPT,0.7462674975395203,75052110
"Romano made from cow's milk, Reggiano, Parmesan, Provoloni cheeses",HF,0.8243703842163086,4069039
Rosemary: Crude or not manufactured,HF,0.5762240886688232,7129060
"Safety pins (provided for in item 745.56, part 7A,
 schedule 7)",GPT,0.7040964961051941,73194020
Sage: Not ground,GPT,0.4595818817615509,12119020
Salts of organic acids (con.): Potassium salts: Antimony tartrate (Tartar emetic),HF,0.8080283403396606,29181310
Salts of organic acids (con.): Potassium salts: Sodium tartrate (Roohelle salts),GPT,0.73128741979599,29181330
Salts of organic acids (con.): Strontium salts: Potassium oxalate,HF,0.649400532245636,28164010
Salts of organic acids (con.): Vanadium salts,HF,0.7749927043914795,28273910
"Scissors and shears (except machines and except shears provided for in any of the foregoing provisions), and blades therefor: Valued over 50 cents but not over $1.75 per dozen",HF,0.8550279140472412,82130030
Scrap and waste photographic film fit only for the recovery of its constituent materials,GPT,0.5686632990837097,37021000
Scrap tobacco: If product of Cuba,GPT,0.5986325740814209,24013006
"Self-winding (or if a self-winding device can be incorporated therein), or constructed or designed to operate for a period in excess of 47 hours without rewinding, but not adjusted (item 718. --)",HF,0.5471681356430054,91059920
"Silica, not specially provided for",HF,0.7564786672592163,28112250
"Silver (including platinum- or gold-plated silverbut not rolled silver), unwrought (except bullion, dore, and precipitates) or semimanufactured: Gold-plated",HF,0.7632734775543213,71069250
"Smokers' articles, household articles, and art and ornamental articles such as, but not limited to, statues, figurines, flowers, vases, lamp bases, bric-a-brac, and wall plaques, all the foregoing not specially provided for, of ceramic ware: Of fine-grained earthenware or of fine-grained stoneware (except articles provided for in items 534.74 and 534.76): Valued not over $3 per dozen articles",GPT,0.6682150363922119,69139010
"Smokers' articles, household articles, and art and ornamental articles such as, but not limited to, statues, figurines, flowers, vases, lamp bases, bric-a-brac, and wall plaques, all the foregoing not specially provided for, of ceramic ware: Of fine-grained earthenware, whether or not decorated, having a reddish-colored body and a lustrous glaze, and mottled, streaked, or solidly colored brown to black with metallic oxide or salt: Valued over $1.50 per dozen articles",GPT,0.6704702377319336,69139030
Sodium compounds (con.): Nitrite,HF,0.8810901641845703,28341010
Sodium compounds (con.): Silicates,HF,0.8362956643104553,28391900
Sodium compounds (con.): Vanadate,HF,0.6641685962677002,28419010
Sodium compounds: Arsenate,HF,0.6103625297546387,28139010
Sodium compounds: Bicarbonate,HF,0.8661088943481445,28363000
Sodium compounds: Chloride (Salt): In brine,HF,0.7496438026428223,28291901
Sodium compounds: Chloride (Salt): In bulk,HF,0.7283302545547485,28291901
Sodium compounds: Molybdate,HF,0.7170826196670532,28417050
Sodium nitrate,HF,1.0,31025000
"Solid glass globules and balls, spherical or approximately spherical in shape, colored or not colored, for whatever use intended: Over 6 millimeters in diameter",HF,0.7683968544006348,70021020
"Sound recordings, and magnetic recordings, not provided for in the foregoing provisions of this subpart: Recorded on wire",GPT,0.7177495956420898,85198141
Split bamboo,HF,0.6913712024688721,44191200
"Sponges, marine: Grass, velvet, or yellow",GPT,0.651674747467041,5119936
"Springs and leaves for springs, of base metal: Suitable for motor vehicle suspension",HF,0.8264440298080444,73201060
Stains,GPT,0.5881302356719971,32129000
Steel shavings,HF,0.7297255992889404,73209010
Stereotype-matrix board or mat,HF,0.7458199858665466,48099020
"Still wine, produced from grapes:  Containing over 14 percent of alcohol by volume: In containers each holding not over 1 gallon, if entitled under regulations of the United States Internal Revenue Service to a type designation which includes the name ""Marsala"" and if so designated on the approved label",GPT,0.7276672124862671,22042160
"Still wine, produced from grapes:  Containing over 14 percent of alcohol by volume: Sherry",HF,0.7571797370910645,22042981
"Storage batteries and parts thereof: Lead-acid type storage batteries, and parts thereof",HF,0.8102072477340698,85079080
Strontium compounds: Sulfate: Mineral (Celestite),HF,0.6988853216171265,28369200
"Substantial containers and holders, if products of the United States (including shooks and staves of United States production when returned as boxes or barrels containing merchandise), or if of foreign production and previously imported and duty (if any) thereon paid, or if of a class specified by the Secretary of the Treasury as instruments of international traffic",HF,0.7815020084381104,98030050
"Sulfonated or sulfated: Fatty alcohols and salts of fatty alcohols: Derived from coconut, palm-kernel, or palm oil",GPT,0.6253712773323059,38231920
"Sulfur compounds, including thiols, sulfides, sulfoxides, and sulfones",HF,0.7347832918167114,25030000
Sunflower seed,HF,0.743334174156189,12060000
Synthetic plastics materials: Allyl resins,HF,0.7345621585845947,39079120
Synthetic plastics materials: Polyethylene resins,HF,0.6718685626983643,90212140
"Taps, cocks, valves, and similar devices, however operated, used to control the flow of liquids, gases or solids, all the foregoing and parts thereof: Hand-operated and check: Of copper",HF,0.7970942854881287,84818010
"Textile fabrics, including laminated fabrics, not specially provided for: Of cotton",HF,0.8002051115036011,59032010
"Time switches with watch or clock movements, etc. (con.): Valued over $10 each",HF,0.8886042237281799,91070040
"Time switches with watch or clock movements, etc. (con.): Valued over $2.25 but not over $5 each",HF,0.8825584650039673,91070040
Tin compounds: Tetrachloride,HF,0.7554757595062256,28273925
Tires and tubes for tires of rubber or plastics: Tubes: Bicycle,GPT,0.803341269493103,40132000
"Tobacco stems: Not cut, not ground, and not pulverized",HF,0.8366987109184265,24013003
Toy figures of animate objects (except dolls): Having a spring mechanism: Wholly or almost wholly of metal,HF,0.6168587803840637,95030000
Toy figures of animate objects (except dolls): Not having a spring mechanism: Stuffed: Valued over 10 cents per inch of height,HF,0.692775547504425,95030000
"Toys, and parts of toys, not specially provided for: Toys having a spring mechanism",HF,0.6663541197776794,95030000
"Tubes, of paper, commonly used for holding thread or yarn: Parallel",HF,0.6848657131195068,48221000
"Tufted fabrics, in which the pile or tuft was inserted or knotted into a pre-existing base, with the pile or tuft covering the entire surface, whether the pile or tuft is wholly or partly cut or is not cut: Of man-made fibers",HF,0.6913918256759644,63029310
"Tufted fabrics, in which the pile or tuft was inserted or knotted into a pre-existing base, with the pile or tuft covering the entire surface, whether the pile or tuft is wholly or partly cut or is not cut: Of silk",HF,0.6402826309204102,57023210
"Tungsten, unwrought and wrought; tungsten waste and scrap: Wrought",HF,0.8279531598091125,81019700
Tuning pins,HF,0.7535691261291504,92099140
Typewriters not incorporating a calculating mechanism: Non-automatic with hand-operated keyboard,HF,0.5966070890426636,84716020
"Upon the request of the Department of State, articles which are the property of a foreign government or of a public international organization: Articles which, while in the United States, will remain the property of such government or of such organization and will be used only in connection with non-commercial functions of such government or of such organization, including exhibitions which are sponsored by or participated in by such government or such organization and which are not commercial in character or connected with commercial undertakings",GPT,0.689385712146759,98090040
"Upon the request of the Department of State, articles which are the property of a foreign government or of a public international organization: Printed matter, not containing advertising matter, for free distribution",HF,0.7897875905036926,98090080
Vanilla beans,HF,0.7467809915542603,9052000
"Vat blue 1 (synthetic indigo), ""Colour Index No. 73000""",HF,0.9035751819610596,32041510
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Abaca: Processed",HF,0.7379873991012573,52030030
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Abaca: Raw, waaste, and advanced waste",HF,0.7314746379852295,53050000
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Flax: Raw",HF,0.7075563073158264,52030005
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Hemp: Processed: Not carded and not hackled",HF,0.754297137260437,52030030
"Vegetable fibers (except cotton), raw; wastes and advanced wastes of such fibers; and vegetable fibers (except cotton) including fiber blends in chief value of such fibers, processed (except roving) but not spun: Sunn: Raw, waste, and advanced waste",HF,0.7000290155410767,52030005
Vegetable parchment paper,HF,0.8790353536605835,48061000
"Vegetables (whether or not reduced in size), etc. (con): Tomatoes: Paste and Sauce",HF,0.6803297996520996,7129078
"Vegetables, dried, desiccated, or dehydrated, etc. (con.): Dried, desiccated, or dehydrated (con.): Potatoes",GPT,0.6317968964576721,7101000
"Vegetables, fresh, chilled, or frozen, etc. (con.): Eggplant:, if entered during the period from April 1 to November 30, inclusive, in any year: If product of Cuba",GPT,0.7316519618034363,7093020
